RamanShift,CaZn1
49.85,-5.08E-06
50.81,4.30E-05
51.78,8.87E-05
52.74,0.000132346
53.71,0.000181741
54.67,0.000246084
55.64,0.000340715
56.6,0.00043375
57.56,0.000524973
58.53,0.000610279
59.49,0.000683483
60.46,0.000726748
61.42,0.00076005
62.38,0.000778288
63.35,0.000784582
64.31,0.000793655
65.28,0.000832847
66.24,0.000886709
67.21,0.000952885
68.17,0.001028745
69.13,0.001115332
70.1,0.001202918
71.06,0.001288569
72.03,0.001366677
72.99,0.001429285
73.96,0.001473767
74.92,0.001517104
75.88,0.001548714
76.85,0.001570498
77.81,0.001598188
78.78,0.001642083
79.74,0.001689368
80.71,0.001743223
81.67,0.001803234
82.63,0.001859228
83.6,0.001895961
84.56,0.001919586
85.53,0.001934832
86.49,0.001945832
87.45,0.001970919
88.42,0.002027996
89.38,0.002106665
90.35,0.002193697
91.31,0.002265827
92.28,0.002321388
93.24,0.002357746
94.2,0.002370339
95.17,0.00236428
96.13,0.002365683
97.1,0.002367045
98.06,0.002370695
99.03,0.002375539
99.99,0.002378296
100.95,0.002387762
101.92,0.002424253
102.88,0.002472911
103.85,0.00252953
104.81,0.002590203
105.78,0.002647527
106.74,0.002683071
107.7,0.002697265
108.67,0.002693126
109.63,0.002675734
110.6,0.002639597
111.56,0.002619974
112.52,0.002627243
113.49,0.002660714
114.45,0.002693809
115.42,0.002724094
116.38,0.002743683
117.35,0.002753327
118.31,0.002753902
119.27,0.002749697
120.24,0.002750938
121.2,0.00276536
122.17,0.002795947
123.13,0.00283785
124.1,0.002863258
125.06,0.002854215
126.02,0.002820823
126.99,0.002776765
127.95,0.002743109
128.92,0.002731888
129.88,0.002723405
130.85,0.002712049
131.81,0.002696236
132.77,0.002686758
133.74,0.002695447
134.7,0.00270728
135.67,0.002721176
136.63,0.002734645
137.59,0.002734076
138.56,0.002722081
139.52,0.002704864
140.49,0.00268323
141.45,0.002654944
142.42,0.002623366
143.38,0.002584539
144.34,0.002536796
145.31,0.002485277
146.27,0.002438729
147.24,0.002417644
148.2,0.002408668
149.17,0.002403666
150.13,0.002399052
151.09,0.00239932
152.06,0.002415311
153.02,0.002416117
153.99,0.002400458
154.95,0.002371647
155.92,0.002338297
156.88,0.002289488
157.84,0.002238197
158.81,0.00219161
159.77,0.002154036
160.74,0.002128038
161.7,0.002108123
162.66,0.002084166
163.63,0.002051115
164.59,0.002007174
165.56,0.001964108
166.52,0.001938624
167.49,0.001929751
168.45,0.001932186
169.41,0.001938663
170.38,0.001937662
171.34,0.001914673
172.31,0.001881506
173.27,0.001844404
174.24,0.001811011
175.2,0.00177821
176.16,0.001751211
177.13,0.00172153
178.09,0.001684534
179.06,0.001638222
180.02,0.0015989
180.99,0.001576238
181.95,0.001568642
182.91,0.001569138
183.88,0.001563753
184.84,0.001522731
185.81,0.001471372
186.77,0.001430283
187.74,0.001411589
188.7,0.00140722
189.66,0.001388478
190.63,0.001357497
191.59,0.001316622
192.56,0.001274052
193.52,0.00124804
194.48,0.001242074
195.45,0.001226563
196.41,0.001193605
197.38,0.001147003
198.34,0.001112101
199.31,0.001104695
200.27,0.001105722
201.23,0.001109238
202.2,0.001111208
203.16,0.001115642
204.13,0.001123832
205.09,0.001127667
206.06,0.001125055
207.02,0.001116777
207.98,0.001103879
208.95,0.001089104
209.91,0.001074476
210.88,0.001059603
211.84,0.001043762
212.81,0.001027668
213.77,0.001013451
214.73,0.001001239
215.7,0.00099057
216.66,0.000981342
217.63,0.000976672
218.59,0.000980079
219.55,0.000982859
220.52,0.000976027
221.48,0.000953805
222.45,0.000918442
223.41,0.000892274
224.38,0.000868819
225.34,0.000843043
226.3,0.000814959
227.27,0.000810463
228.23,0.000810874
229.2,0.000809357
230.16,0.000810282
231.13,0.000822877
232.09,0.000834873
233.05,0.000831847
234.02,0.00081951
234.98,0.000796917
235.95,0.000761956
236.91,0.000719697
237.88,0.000699953
238.84,0.000709913
239.8,0.000745371
240.77,0.00079303
241.73,0.000808487
242.7,0.000795406
243.66,0.000794739
244.62,0.000818836
245.59,0.000864629
246.55,0.000877853
247.52,0.00087101
248.48,0.000858157
249.45,0.000842213
250.41,0.000823031
251.37,0.000819846
252.34,0.000838202
253.3,0.00086566
254.27,0.000891931
255.23,0.000908568
256.2,0.000900994
257.16,0.000870226
258.12,0.00083365
259.09,0.000812152
260.05,0.000824631
261.02,0.000885119
261.98,0.00094383
262.95,0.000972257
263.91,0.00096739
264.87,0.000934314
265.84,0.000877442
266.8,0.000835267
267.77,0.000817914
268.73,0.00081587
269.69,0.000812109
270.66,0.000793365
271.62,0.000793522
272.59,0.000808773
273.55,0.000828327
274.52,0.000837911
275.48,0.000831316
276.44,0.000792895
277.41,0.000729064
278.37,0.000669678
279.34,0.000647102
280.3,0.000693388
281.27,0.000771838
282.23,0.000846619
283.19,0.000898122
284.16,0.000912622
285.12,0.000874171
286.09,0.000823577
287.05,0.000814143
288.02,0.000848402
288.98,0.000910446
289.94,0.000961089
290.91,0.00096408
291.87,0.000950259
