RamanShift,CaZn4
1094.11,0.002097035
1095.08,0.002013065
1096.04,0.001861015
1097.01,0.001659972
1097.97,0.001546171
1098.94,0.001626954
1099.9,0.001795818
1100.86,0.001935776
1101.83,0.002046676
1102.79,0.002118763
1103.76,0.002122391
1104.72,0.002086868
1105.69,0.002061057
1106.65,0.002182738
1107.61,0.002550778
1108.58,0.003027976
1109.54,0.003466865
1110.51,0.003837566
1111.47,0.004090535
1112.44,0.004195579
1113.4,0.00416222
1114.36,0.004317253
1115.33,0.004998895
1116.29,0.005652262
1117.26,0.006187646
1118.22,0.00669437
1119.18,0.007122423
1120.15,0.007401659
1121.11,0.007651544
1122.08,0.00804208
1123.04,0.008523643
1124.01,0.008946113
1124.97,0.009359471
1125.93,0.009753632
1126.9,0.010068196
1127.86,0.01027264
1128.83,0.010366711
1129.79,0.01051132
1130.76,0.010929189
1131.72,0.011631184
1132.68,0.012284144
1133.65,0.012735773
1134.61,0.013076674
1135.58,0.013530103
1136.54,0.014096428
1137.51,0.014602917
1138.47,0.014875964
1139.43,0.015159776
1140.4,0.015832539
1141.36,0.016629374
1142.33,0.01723357
1143.29,0.017654368
1144.25,0.018127439
1145.22,0.018848203
1146.18,0.019755351
1147.15,0.020510242
1148.11,0.020988384
1149.08,0.021416069
1150.04,0.02190656
1151,0.022428968
1151.97,0.022983854
1152.93,0.023549992
1153.9,0.024148675
1154.86,0.024738049
1155.83,0.025287238
1156.79,0.025847783
1157.75,0.026388747
1158.72,0.026805891
1159.68,0.027108872
1160.65,0.0274023
1161.61,0.027779782
1162.58,0.02829434
1163.54,0.028945998
1164.5,0.029756485
1165.47,0.03033777
1166.43,0.030625575
1167.4,0.030882587
1168.36,0.031245334
1169.32,0.031693181
1170.29,0.032099921
1171.25,0.03240161
1172.22,0.032725293
1173.18,0.03331408
1174.15,0.034042385
1175.11,0.034601938
1176.07,0.034928914
1177.04,0.035214237
1178,0.03570216
1178.97,0.03637267
1179.93,0.036926843
1180.9,0.037151231
1181.86,0.037418503
1182.82,0.037772017
1183.79,0.037922889
1184.75,0.037902055
1185.72,0.037945849
1186.68,0.038247481
1187.65,0.038754459
1188.61,0.039283661
1189.57,0.039598209
1190.54,0.039697861
1191.5,0.039829641
1192.47,0.040102798
1193.43,0.040365191
1194.4,0.040433362
1195.36,0.040468612
1196.32,0.040775548
1197.29,0.041322729
1198.25,0.041533072
1199.22,0.041232064
1200.18,0.041115463
1201.14,0.041282568
1202.11,0.041504826
1203.07,0.04170536
1204.04,0.041862759
1205,0.042009106
1205.97,0.04213418
1206.93,0.042281071
1207.89,0.042450189
1208.86,0.042641946
1209.82,0.042877874
1210.79,0.04322489
1211.75,0.043527908
1212.72,0.043621992
1213.68,0.043505459
1214.64,0.04334441
1215.61,0.043249844
1216.57,0.043088054
1217.54,0.042792856
1218.5,0.042674727
1219.47,0.042801596
1220.43,0.043028628
1221.39,0.04314447
1222.36,0.043104563
1223.32,0.043052863
1224.29,0.043225394
1225.25,0.043689035
1226.21,0.043940462
1227.18,0.043597798
1228.14,0.043366391
1229.11,0.04358475
1230.07,0.043926998
1231.04,0.044056162
1232,0.043982062
1232.96,0.043851265
1233.93,0.043641334
1234.89,0.043430671
1235.86,0.043503081
1236.82,0.043733876
1237.79,0.043806708
1238.75,0.043640521
1239.71,0.043451177
1240.68,0.043444018
1241.64,0.043539012
1242.61,0.04344062
1243.57,0.043193032
1244.54,0.04310538
1245.5,0.043143027
1246.46,0.043272321
1247.43,0.043413608
1248.39,0.043508971
1249.36,0.043512873
1250.32,0.043470367
1251.28,0.04343922
1252.25,0.043477421
1253.21,0.043584624
1254.18,0.043646116
1255.14,0.043649528
1256.11,0.043572219
1257.07,0.043424971
1258.03,0.043312027
1259,0.043315287
1259.96,0.043422703
1260.93,0.043507455
1261.89,0.043615136
1262.86,0.043770017
1263.82,0.043948128
1264.78,0.044114847
1265.75,0.044282281
1266.71,0.044414427
1267.68,0.044476965
1268.64,0.044504053
1269.61,0.044613592
1270.57,0.044922588
1271.53,0.045338042
1272.5,0.045519244
1273.46,0.045441128
1274.43,0.045316206
1275.39,0.045249513
1276.35,0.04527713
1277.32,0.045305311
1278.28,0.045273709
1279.25,0.045230706
1280.21,0.045281969
1281.18,0.045488062
1282.14,0.045979236
1283.1,0.046519
1284.07,0.046810056
1285.03,0.046850961
1286,0.046856559
1286.96,0.046969216
1287.93,0.047154102
1288.89,0.047303022
1289.85,0.047380297
1290.82,0.047578019
1291.78,0.048123588
1292.75,0.048610574
1293.71,0.048905681
1294.68,0.049129569
1295.64,0.049317179
1296.6,0.049468901
1297.57,0.049645485
1298.53,0.049918617
1299.5,0.050253058
1300.46,0.050490839
1301.42,0.05059583
1302.39,0.05058004
1303.35,0.050466504
1304.32,0.050426219
1305.28,0.050640734
1306.25,0.051148336
1307.21,0.051680707
1308.17,0.051970024
1309.14,0.052028439
1310.1,0.052086368
1311.07,0.052254849
1312.03,0.052655998
1313,0.053242132
1313.96,0.053791973
1314.92,0.054134106
1315.89,0.054231345
1316.85,0.054168291
1317.82,0.054117894
1318.78,0.054140883
1319.75,0.05415191
1320.71,0.054360121
1321.67,0.054914881
1322.64,0.055372151
1323.6,0.055519939
1324.57,0.055594074
1325.53,0.055779556
1326.5,0.056052715
1327.46,0.056363192
1328.42,0.05673642
1329.39,0.057023617
1330.35,0.056911606
1331.32,0.056687629
1332.28,0.056637401
1333.24,0.056824769
1334.21,0.057213289
1335.17,0.05767709
1336.14,0.058079667
1337.1,0.05825623
1338.07,0.05820753
1339.03,0.058095059
1339.99,0.058120921
1340.96,0.058411986
1341.92,0.058766147
1342.89,0.059020329
1343.85,0.059211261
1344.82,0.059339669
1345.78,0.059277838
1346.74,0.059025685
1347.71,0.058786236
1348.67,0.058787079
1349.64,0.058940816
1350.6,0.059030697
1351.57,0.059121114
1352.53,0.059275028
1353.49,0.059441779
1354.46,0.059519945
1355.42,0.059495334
1356.39,0.059445711
