RamanShift,CaZn3
278.37,0.001802666
279.34,0.001799444
280.3,0.001851463
281.27,0.001928913
282.23,0.002001984
283.19,0.0020546
284.16,0.002076447
285.12,0.002056649
286.09,0.002034625
287.05,0.002040913
288.02,0.002069978
288.98,0.002110552
289.94,0.002147271
290.91,0.002171815
291.87,0.002186918
292.84,0.002203256
293.8,0.002226988
294.76,0.002270091
295.73,0.002328684
296.69,0.00238008
297.66,0.002416828
298.62,0.002439542
299.59,0.002458127
300.55,0.002483256
301.51,0.002495277
302.48,0.002508534
303.44,0.002526165
304.41,0.002543996
305.37,0.002535848
306.34,0.00255029
307.3,0.002594228
308.26,0.002655619
309.23,0.002713017
310.19,0.002762649
311.16,0.002810451
312.12,0.002847984
313.09,0.002874194
314.05,0.002898047
315.01,0.002937365
315.98,0.003005529
316.94,0.003074072
317.91,0.003126515
318.87,0.003150322
319.83,0.003144058
320.8,0.003132918
321.76,0.003140908
322.73,0.003174707
323.69,0.003231908
324.66,0.003298277
325.62,0.003367454
326.58,0.003438365
327.55,0.00350119
328.51,0.003554235
329.48,0.003605268
330.44,0.003670381
331.41,0.00373738
332.37,0.003808509
333.33,0.003887816
334.3,0.003980729
335.26,0.004076714
336.23,0.004157975
337.19,0.004242227
338.16,0.004341639
339.12,0.004466572
340.08,0.004620152
341.05,0.004772423
342.01,0.004898954
342.98,0.004999842
343.94,0.005079685
344.91,0.005148116
345.87,0.005231642
346.83,0.005355109
347.8,0.005505598
348.76,0.005666518
349.73,0.005817793
350.69,0.005953273
351.65,0.006092461
352.62,0.006231442
353.58,0.0063627
354.55,0.006485249
355.51,0.006616785
356.48,0.006770665
357.44,0.006929546
358.4,0.007089486
359.37,0.007252192
360.33,0.007417107
361.3,0.007538682
362.26,0.007624467
363.23,0.007709583
364.19,0.007825468
365.15,0.007987451
366.12,0.008166946
367.08,0.008316284
368.05,0.008438708
369.01,0.008548119
369.98,0.00867339
370.94,0.008836512
371.9,0.008999117
372.87,0.009144936
373.83,0.009283677
374.8,0.009422075
375.76,0.009547146
376.72,0.009657577
377.69,0.009796633
378.65,0.009948437
379.62,0.010084442
380.58,0.010174197
381.55,0.010274096
382.51,0.010402261
383.47,0.010526383
384.44,0.010635784
385.4,0.01073108
386.37,0.010873264
387.33,0.011073156
388.3,0.011281025
389.26,0.011449568
390.22,0.011544967
391.19,0.011565235
392.15,0.011615757
393.12,0.011725407
394.08,0.011866142
395.05,0.012011308
396.01,0.012153492
396.97,0.012273285
397.94,0.012354351
398.9,0.012405361
399.87,0.012443554
400.83,0.012486315
401.79,0.012544219
402.76,0.012627945
403.72,0.012726731
404.69,0.012816186
405.65,0.012885132
406.62,0.01295301
407.58,0.013089112
408.54,0.01323959
409.51,0.013343007
410.47,0.013359896
411.44,0.013285163
412.4,0.013207457
413.37,0.013201043
414.33,0.013232402
415.29,0.013267236
416.26,0.013274283
417.22,0.013257652
418.19,0.013267739
419.15,0.013312798
420.12,0.013367264
421.08,0.013401684
422.04,0.01338392
423.01,0.013322966
423.97,0.013246461
424.94,0.013155155
425.9,0.013064396
426.86,0.012998412
427.83,0.013016463
428.79,0.013081743
429.76,0.013092331
430.72,0.013033888
431.69,0.012930765
432.65,0.012837517
433.61,0.012780793
434.58,0.012765102
435.54,0.012784339
436.51,0.012805795
437.47,0.012783261
438.44,0.01267174
439.4,0.012543696
440.36,0.012450904
441.33,0.012390236
442.29,0.012342027
443.26,0.012274464
444.22,0.012225219
445.19,0.012208753
446.15,0.012210996
447.11,0.01221891
448.08,0.012219253
449.04,0.012195502
450.01,0.01213252
450.97,0.012066608
451.93,0.012010014
452.9,0.011963165
453.86,0.011903564
454.83,0.011821881
455.79,0.011723188
456.76,0.011602038
457.72,0.011475635
458.68,0.011366472
459.65,0.011327607
460.61,0.01136913
461.58,0.011443587
462.54,0.011491424
463.51,0.011472252
464.47,0.011386812
465.43,0.011354189
466.4,0.011377249
467.36,0.0113813
468.33,0.011329558
469.29,0.011212554
470.26,0.011072112
471.22,0.010988982
472.18,0.010957641
473.15,0.010951538
474.11,0.010944906
475.08,0.010921497
476.04,0.010891127
477.01,0.01086502
477.97,0.010838283
478.93,0.010817662
479.9,0.010805679
480.86,0.010823267
481.83,0.010882056
482.79,0.010923418
483.75,0.010919323
484.72,0.01086543
485.68,0.010775913
486.65,0.010666429
487.61,0.010560299
488.58,0.010458143
489.54,0.010350608
490.5,0.010226891
491.47,0.010084996
492.43,0.009961893
493.4,0.009887261
494.36,0.009854207
495.33,0.009843513
496.29,0.009818908
497.25,0.009751302
498.22,0.009654215
499.18,0.009553932
500.15,0.009466907
501.11,0.00939721
502.08,0.009338699
503.04,0.009279495
504,0.009213027
504.97,0.009144052
505.93,0.009074344
506.9,0.009004453
507.86,0.008919932
508.82,0.008802431
509.79,0.008693781
510.75,0.008609862
511.72,0.008546693
512.68,0.008489884
513.65,0.008416492
514.61,0.00831887
515.57,0.00820648
516.54,0.008096032
517.5,0.007991845
518.47,0.007896787
519.43,0.007786613
520.4,0.007621088
521.36,0.007404134
522.32,0.007181229
523.29,0.00699346
524.25,0.006872055
525.22,0.006776785
526.18,0.006658977
527.15,0.006513949
528.11,0.006348459
529.07,0.00619678
530.04,0.006105666
531,0.006102248
531.97,0.006103819
532.93,0.006058321
533.89,0.00594085
534.86,0.005756017
535.82,0.005547716
536.79,0.005350972
537.75,0.00514559
538.72,0.004921817
539.68,0.00469177
540.64,0.004478185
541.61,0.00433926
542.57,0.004244985
543.54,0.004147793
544.5,0.004034754
545.47,0.003895837
546.43,0.003728097
547.39,0.003544212
548.36,0.003364643
549.32,0.003150757
550.29,0.002887043
551.25,0.002570433
552.22,0.002255
553.18,0.002062367
554.14,0.001996054
555.11,0.001978928
556.07,0.001927733
557.04,0.001795308
558,0.0016229
558.96,0.001510097
559.93,0.001402086
560.89,0.0012434
561.86,0.001023223
562.82,0.000783452
563.79,0.000577159
564.75,0.000420475
565.71,0.000316442
566.68,0.000257416
567.64,0.000232935
568.61,0.000229852
569.57,0.000237495
570.54,0.000204732
571.5,0.000115028
572.46,3.03E-05
573.43,-3.82E-07
574.39,3.40E-05
575.36,7.68E-05
576.32,0.000147101
577.29,0.000223185
578.25,0.000269378
579.21,0.000266251
580.18,0.000230047
581.14,0.000235105
582.11,0.000334353
583.07,0.000508924
584.03,0.000709267
585,0.000882635
585.96,0.001000842
586.93,0.001072009
587.89,0.001132208
588.86,0.001215186
589.82,0.001357611
590.78,0.00157402
591.75,0.001822507
592.71,0.001972756
593.68,0.002075393
594.64,0.002192617
595.61,0.002338907
596.57,0.002514312
597.53,0.002719073
598.5,0.002950583
599.46,0.003136939
600.43,0.003277993
601.39,0.003402206
602.36,0.003555928
603.32,0.003765267
604.28,0.004033601
605.25,0.004314751
606.21,0.00456772
607.18,0.004789652
608.14,0.00498302
609.1,0.005156613
610.07,0.005336842
611.03,0.005585474
612,0.005858863
612.96,0.00609764
613.93,0.006278165
614.89,0.006471103
615.85,0.006774955
616.82,0.00708914
617.78,0.007359472
618.75,0.007589096
619.71,0.007804354
620.68,0.008014593
621.64,0.008192285
622.6,0.008364552
623.57,0.008567918
624.53,0.008793055
625.5,0.009019235
626.46,0.009236896
627.43,0.009534901
628.39,0.009858248
629.35,0.010124567
630.32,0.010318471
631.28,0.010482041
632.25,0.010708078
633.21,0.011064311
634.18,0.011431398
635.14,0.011728291
636.1,0.01194241
637.07,0.012101546
638.03,0.01228588
639,0.012555458
639.96,0.012882041
640.92,0.013216034
641.89,0.013516995
642.85,0.013768327
643.82,0.013982993
644.78,0.014134881
645.75,0.014274903
646.71,0.014456284
647.67,0.014689105
648.64,0.014970798
649.6,0.015307369
650.57,0.015680578
651.53,0.015987512
652.5,0.016186766
653.46,0.016302773
654.42,0.016406195
655.39,0.016587689
656.35,0.016918098
657.32,0.017327697
658.28,0.017725405
659.25,0.018059816
660.21,0.018316812
661.17,0.018506157
662.14,0.018680068
663.1,0.018903304
664.07,0.01918008
665.03,0.019467253
665.99,0.019725721
666.96,0.019952403
667.92,0.020169464
668.89,0.020377682
669.85,0.020559573
670.82,0.020715838
671.78,0.020842116
672.74,0.020942069
673.71,0.021009234
674.67,0.021066037
675.64,0.021136765
676.6,0.021217267
677.57,0.021305097
678.53,0.02139268
679.49,0.021456765
680.46,0.02145369
681.42,0.021429725
682.39,0.021443277
683.35,0.021463153
684.32,0.021439084
685.28,0.021328949
686.24,0.021173849
687.21,0.021056162
688.17,0.020968407
689.14,0.020884042
690.1,0.020781635
691.06,0.020661485
692.03,0.020520417
692.99,0.020326351
693.96,0.020114534
694.92,0.019932736
695.89,0.019799301
696.85,0.019724228
697.81,0.019697672
698.78,0.019667802
699.74,0.019595235
700.71,0.019459418
701.67,0.019252272
702.64,0.019016436
703.6,0.018849924
704.56,0.018866697
705.53,0.019007837
706.49,0.019173798
707.46,0.019319269
708.42,0.019439853
709.39,0.019546784
710.35,0.019646477
711.31,0.019732081
712.28,0.019811048
713.24,0.019882603
714.21,0.019965482
715.17,0.020066173
716.13,0.020195955
717.1,0.020355407
718.06,0.020529392
719.03,0.020686108
719.99,0.020842845
720.96,0.021029509
721.92,0.021285611
722.88,0.021575357
723.85,0.021826112
724.81,0.022025805
725.78,0.02218607
726.74,0.022313257
727.71,0.022433734
728.67,0.022576259
729.63,0.022767217
730.6,0.022984982
731.56,0.023247519
732.53,0.02354091
733.49,0.023812416
734.46,0.02400304
735.42,0.02417886
736.38,0.024429887
737.35,0.024719591
738.31,0.025024644
739.28,0.025346085
740.24,0.025694351
741.2,0.026054909
742.17,0.026379222
743.13,0.026635898
744.1,0.026836837
745.06,0.027037845
746.03,0.027296885
746.99,0.02765518
747.95,0.028003057
748.92,0.028249216
749.88,0.028445759
750.85,0.028608811
751.81,0.02873717
752.78,0.028820129
753.74,0.028945076
754.7,0.029147468
755.67,0.029285151
756.63,0.029345218
757.6,0.029363173
758.56,0.02937275
759.53,0.029367146
760.49,0.029279033
761.45,0.029163224
762.42,0.029059077
763.38,0.02896181
764.35,0.028829246
765.31,0.028597459
766.28,0.028200094
767.24,0.027749572
768.2,0.027301446
769.17,0.026828548
770.13,0.026333717
771.1,0.025805952
772.06,0.025240201
773.02,0.024624833
773.99,0.023995866
774.95,0.023352413
775.92,0.02267924
776.88,0.021967465
777.85,0.02121359
778.81,0.020404725
779.77,0.019508812
780.74,0.018626443
781.7,0.01779334
782.67,0.016969973
783.63,0.016107243
784.6,0.015229907
785.56,0.014353559
786.52,0.013515061
787.49,0.012743381
788.45,0.012030141
789.42,0.011351638
790.38,0.010666726
791.35,0.009963405
792.31,0.009298708
793.27,0.008668965
794.24,0.008045582
795.2,0.007407766
796.17,0.00675979
797.13,0.006117969
798.09,0.00551144
799.06,0.00496114
800.02,0.004471361
800.99,0.004096614
801.95,0.003845577
802.92,0.003656397
803.88,0.003433123
804.84,0.00311291
805.81,0.002804334
806.77,0.0025619
807.74,0.002386015
808.7,0.002268463
809.67,0.002188524
810.63,0.00209561
811.59,0.001930513
812.56,0.001756466
813.52,0.00167939
814.49,0.001708282
815.45,0.001788247
816.42,0.001851425
817.38,0.001893398
818.34,0.001965383
819.31,0.002080386
820.27,0.002247089
821.24,0.002440056
822.2,0.002629223
823.16,0.002788787
824.13,0.002944538
825.09,0.003057496
826.06,0.003123254
827.02,0.003167475
827.99,0.003207513
828.95,0.00325627
829.91,0.003357324
830.88,0.003567578
831.84,0.00387867
832.81,0.004155757
833.77,0.0043898
834.74,0.004598283
835.7,0.004811671
836.66,0.005043186
837.63,0.00525783
838.59,0.005398098
839.56,0.005512314
840.52,0.005631176
841.49,0.005737124
842.45,0.005803388
843.41,0.00580765
844.38,0.005807589
845.34,0.005887437
846.31,0.00600328
847.27,0.006074622
848.23,0.00606127
849.2,0.006007619
850.16,0.006025419
851.13,0.006209374
852.09,0.006371264
853.06,0.006434608
854.02,0.006434904
854.98,0.006430664
855.95,0.006430958
856.91,0.006403974
857.88,0.006308938
858.84,0.006249837
859.81,0.006304292
860.77,0.006417924
861.73,0.006490822
862.7,0.006458947
863.66,0.006358289
864.63,0.006330624
865.59,0.006417381
866.56,0.00649527
867.52,0.0064215
868.48,0.006227758
869.45,0.0060382
870.41,0.005931011
871.38,0.005819012
872.34,0.00571581
873.3,0.005672523
874.27,0.005615251
875.23,0.00552053
876.2,0.005388319
877.16,0.005260262
878.13,0.005103899
879.09,0.004909619
880.05,0.004714789
881.02,0.004524081
881.98,0.004323386
882.95,0.004108062
883.91,0.003920295
884.88,0.003816868
885.84,0.003708347
886.8,0.003594779
887.77,0.003495103
888.73,0.003409296
889.7,0.003323263
890.66,0.00322742
891.63,0.003112285
892.59,0.003011062
893.55,0.00296679
894.52,0.002970173
895.48,0.003006987
896.45,0.003072648
897.41,0.0031624
898.37,0.003285987
899.34,0.00341953
900.3,0.003548544
901.27,0.003677914
902.23,0.003831696
903.2,0.004019755
904.16,0.004222763
905.12,0.004397177
906.09,0.004586643
907.05,0.004810556
908.02,0.005078894
908.98,0.005396596
909.95,0.005744491
910.91,0.006102942
911.87,0.006447593
912.84,0.006812833
913.8,0.007252536
914.77,0.007747486
915.73,0.008282931
916.7,0.008814957
917.66,0.009293976
918.62,0.009709961
919.59,0.010082581
920.55,0.010401535
921.52,0.010766024
922.48,0.01123061
923.45,0.011771123
924.41,0.012332726
925.37,0.012875767
926.34,0.013410384
927.3,0.013866155
928.27,0.014263205
929.23,0.014691075
930.19,0.015210338
931.16,0.015756189
932.12,0.016192519
933.09,0.016453786
934.05,0.016705374
935.02,0.016982944
935.98,0.017316636
936.94,0.017752365
937.91,0.018260343
938.87,0.018759234
939.84,0.01915784
940.8,0.019485903
941.77,0.019825159
942.73,0.020164966
943.69,0.020490206
944.66,0.020795981
945.62,0.021107378
946.59,0.021435081
947.55,0.021794094
948.52,0.022143917
949.48,0.022417041
950.44,0.022623774
951.41,0.022831166
952.37,0.023074954
953.34,0.02337643
954.3,0.023735301
955.26,0.024032751
956.23,0.024123295
957.19,0.024114902
958.16,0.024137935
959.12,0.024259673
960.09,0.024449799
961.05,0.024624384
962.01,0.02471548
962.98,0.024717957
963.94,0.024704253
964.91,0.024727549
965.87,0.02479255
966.84,0.024879041
967.8,0.024960029
968.76,0.025009412
969.73,0.025043313
970.69,0.025145677
971.66,0.025264458
972.62,0.025324704
973.59,0.025316222
974.55,0.025280719
975.51,0.025266369
976.48,0.025257468
977.44,0.025194798
978.41,0.025126775
979.37,0.025095669
980.33,0.025075086
981.3,0.025043973
982.26,0.025017714
983.23,0.025088439
984.19,0.025132016
985.16,0.025014087
986.12,0.02490088
987.08,0.024814311
988.05,0.024711485
989.01,0.024575502
989.98,0.024444807
990.94,0.024340582
991.91,0.024241733
992.87,0.024104086
993.83,0.023933319
994.8,0.023740478
995.76,0.023497598
996.73,0.023144776
997.69,0.022631806
998.66,0.02210135
999.62,0.021750503
1000.58,0.021448199
1001.55,0.021128853
1002.51,0.020808354
1003.48,0.020520353
1004.44,0.020231341
1005.41,0.01983663
1006.37,0.01929101
1007.33,0.018744081
1008.3,0.018245836
1009.26,0.017779532
1010.23,0.017351194
1011.19,0.0169661
1012.15,0.016613524
1013.12,0.016237858
1014.08,0.015799451
1015.05,0.015427304
1016.01,0.015183064
1016.98,0.01491582
1017.94,0.014490318
1018.9,0.013911758
1019.87,0.013371336
1020.83,0.012976096
1021.8,0.012664649
1022.76,0.012324053
1023.73,0.011988314
1024.69,0.011674327
1025.65,0.011370804
1026.62,0.01105525
1027.58,0.010744528
1028.55,0.010472926
1029.51,0.01021193
1030.48,0.009910339
1031.44,0.009573651
1032.4,0.009247534
1033.37,0.008972184
1034.33,0.008753467
1035.3,0.00856866
1036.26,0.008377542
1037.23,0.008203266
1038.19,0.008005409
1039.15,0.007766623
1040.12,0.007509908
1041.08,0.007246754
1042.05,0.006971358
1043.01,0.006689475
1043.97,0.006424272
1044.94,0.006222308
1045.9,0.0060605
1046.87,0.005909964
1047.83,0.005718151
1048.8,0.005473328
1049.76,0.005198655
1050.72,0.004940846
1051.69,0.004723385
1052.65,0.004528832
1053.62,0.004286787
1054.58,0.00405002
1055.55,0.003859718
1056.51,0.003721976
1057.47,0.003619254
1058.44,0.003557556
1059.4,0.003483869
1060.37,0.00327971
1061.33,0.00299209
1062.3,0.002739321
1063.26,0.002580995
1064.22,0.002487671
1065.19,0.002376176
1066.15,0.002216746
1067.12,0.002092647
1068.08,0.002028009
1069.04,0.001933267
1070.01,0.001772349
1070.97,0.001617055
1071.94,0.001527322
1072.9,0.001485458
1073.87,0.00137722
1074.83,0.001130255
1075.79,0.000870621
1076.76,0.000724953
1077.72,0.000669616
1078.69,0.000620081
1079.65,0.000540179
1080.62,0.000441785
1081.58,0.000349268
1082.54,0.000292957
1083.51,0.00033373
1084.47,0.000423354
1085.44,0.000482565
1086.4,0.000474796
1087.37,0.000405768
1088.33,0.00026932
1089.29,9.58E-05
1090.26,1.40E-06
1091.22,6.65E-05
1092.19,0.000199168
1093.15,0.000381416
1094.11,0.000576343
1095.08,0.000728409
1096.04,0.000794431
1097.01,0.000792476
1097.97,0.000809124
1098.94,0.000881415
1099.9,0.001022116
1100.86,0.001212748
1101.83,0.001403674
1102.79,0.001576392
1103.76,0.001705759
1104.72,0.001785563
1105.69,0.001834205
1106.65,0.001951725
1107.61,0.002232124
1108.58,0.00257565
1109.54,0.00288234
1110.51,0.003133097
1111.47,0.003365565
1112.44,0.003585847
1113.4,0.003794034
1114.36,0.003971097
1115.33,0.004142131
1116.29,0.004439924
1117.26,0.004877435
1118.22,0.005379232
1119.18,0.005831356
1120.15,0.006208215
1121.11,0.006541375
1122.08,0.006913393
1123.04,0.007330773
1124.01,0.007787196
1124.97,0.008257344
1125.93,0.008671003
1126.9,0.009002312
1127.86,0.00930868
1128.83,0.00969253
1129.79,0.010211969
1130.76,0.010745292
1131.72,0.01113829
1132.68,0.011615679
1133.65,0.01219076
1134.61,0.012715382
1135.58,0.013131336
1136.54,0.013509292
1137.51,0.013959201
1138.47,0.014513643
1139.43,0.015101689
1140.4,0.015716929
1141.36,0.016326861
1142.33,0.016905594
1143.29,0.017452848
1144.25,0.018001181
1145.22,0.018550734
1146.18,0.019081688
1147.15,0.019646483
1148.11,0.020264769
1149.08,0.020818806
1150.04,0.021367266
1151,0.021923363
1151.97,0.022460992
1152.93,0.023012786
1153.9,0.023598674
1154.86,0.02422524
1155.83,0.024826747
1156.79,0.025389672
1157.75,0.02590727
1158.72,0.026386381
1159.68,0.026819731
1160.65,0.027293971
1161.61,0.027881967
1162.58,0.028571181
1163.54,0.02919493
1164.5,0.029613106
1165.47,0.030025565
1166.43,0.030518859
1167.4,0.030986582
1168.36,0.031354421
1169.32,0.031676039
1170.29,0.032072268
1171.25,0.032576576
1172.22,0.033108955
1173.18,0.033662306
1174.15,0.034216999
1175.11,0.034698263
1176.07,0.035058878
1177.04,0.035366271
1178,0.035714545
1178.97,0.036144997
1179.93,0.036589597
1180.9,0.036980933
1181.86,0.037331969
1182.82,0.037622356
1183.79,0.037790935
1184.75,0.037932109
1185.72,0.038135227
1186.68,0.038427263
1187.65,0.038795305
1188.61,0.039163694
1189.57,0.039477938
1190.54,0.039683191
1191.5,0.039812875
1192.47,0.039949927
1193.43,0.040162554
1194.4,0.040430978
1195.36,0.04069952
1196.32,0.040933951
1197.29,0.041120712
1198.25,0.041203617
1199.22,0.041155315
1200.18,0.041259016
1201.14,0.041557145
1202.11,0.041863074
1203.07,0.042037027
1204.04,0.042107133
1205,0.04219784
1205.97,0.042393561
1206.93,0.042631205
1207.89,0.042708386
1208.86,0.042610927
1209.82,0.042639056
1210.79,0.042842676
1211.75,0.043088446
1212.72,0.043285702
1213.68,0.043391514
1214.64,0.043363598
1215.61,0.043230058
1216.57,0.043095851
1217.54,0.043060505
1218.5,0.043130691
1219.47,0.043257818
1220.43,0.043370572
1221.39,0.043455182
1222.36,0.043511668
1223.32,0.043532339
1224.29,0.043517653
1225.25,0.043502545
1226.21,0.043544365
1227.18,0.043543553
1228.14,0.043513774
1229.11,0.043519931
1230.07,0.043539956
1231.04,0.043603184
1232,0.043687668
1232.96,0.043700452
1233.93,0.043555245
1234.89,0.043373456
1235.86,0.043364234
1236.82,0.043462743
1237.79,0.04350396
1238.75,0.043436452
1239.71,0.043361506
1240.68,0.043380596
1241.64,0.043435642
1242.61,0.043382174
1243.57,0.043241025
1244.54,0.043194302
1245.5,0.04323433
1246.46,0.043296214
1247.43,0.043314647
1248.39,0.043281666
1249.36,0.043219564
1250.32,0.043171585
1251.28,0.043159959
1252.25,0.043207147
1253.21,0.043297983
1254.18,0.043352457
1255.14,0.043355232
1256.11,0.043336179
1257.07,0.04330928
1258.03,0.043296998
1259,0.043277396
1259.96,0.043264845
1260.93,0.04328199
1261.89,0.043380119
1262.86,0.043530518
1263.82,0.043732743
1264.78,0.04390554
1265.75,0.043974838
1266.71,0.04396954
1267.68,0.044001608
1268.64,0.044137675
1269.61,0.044333836
1270.57,0.044507688
1271.53,0.04462188
1272.5,0.044706615
1273.46,0.044746212
1274.43,0.044793471
1275.39,0.044885533
1276.35,0.045037708
1277.32,0.045205457
1278.28,0.045335456
1279.25,0.04532277
1280.21,0.045128731
1281.18,0.045062844
1282.14,0.045351421
1283.1,0.045769039
1284.07,0.046157368
1285.03,0.046455153
1286,0.046609525
1286.96,0.046619647
1287.93,0.046599568
1288.89,0.046746391
1289.85,0.047098994
1290.82,0.047360934
1291.78,0.047501008
1292.75,0.047672078
1293.71,0.047934798
1294.68,0.048221089
1295.64,0.048446341
1296.6,0.048595224
1297.57,0.048752332
1298.53,0.048986062
1299.5,0.049274329
1300.46,0.049524184
1301.42,0.049697419
1302.39,0.049794079
1303.35,0.049836557
1304.32,0.049886959
1305.28,0.050060762
1306.25,0.050382164
1307.21,0.0506651
1308.17,0.050723525
1309.14,0.050704634
1310.1,0.050832913
1311.07,0.051000528
1312.03,0.051191391
1313,0.051491924
1313.96,0.051823879
1314.92,0.052109471
1315.89,0.052372374
1316.85,0.052705745
1317.82,0.05307912
1318.78,0.053288169
1319.75,0.05325463
1320.71,0.053354151
1321.67,0.053705238
1322.64,0.053970669
1323.6,0.054039265
1324.57,0.054037266
1325.53,0.054090119
1326.5,0.054190602
1327.46,0.054369954
1328.42,0.054652359
1329.39,0.054935528
1330.35,0.055123634
1331.32,0.055256854
1332.28,0.055413611
1333.24,0.055634192
1334.21,0.055887258
1335.17,0.056124479
1336.14,0.056290543
1337.1,0.056392677
1338.07,0.056439238
1339.03,0.056429517
1339.99,0.056539674
1340.96,0.056754504
1341.92,0.056921069
1342.89,0.056983919
1343.85,0.056958032
1344.82,0.056908125
1345.78,0.056938221
1346.74,0.057097205
1347.71,0.057337372
1348.67,0.057553294
1349.64,0.057721384
1350.6,0.05784887
1351.57,0.057984931
1352.53,0.058128865
1353.49,0.058143304
1354.46,0.05811726
1355.42,0.058155848
1356.39,0.0582516
1357.35,0.058314564
1358.31,0.058353038
1359.28,0.058391826
1360.24,0.058446609
1361.21,0.058526168
