Wavenumber,t0,60s,180s,5m,8m,10m,20m,30m,60m,90m
649.8933,2.654796491,2.413113514,2.237358735,2.166053987,2.077171271,2.045942148,1.946506401,1.873724026,1.662600349,1.578471698
650.3754,2.650179108,2.409116856,2.233830739,2.162407575,2.07394079,2.042806848,1.943369894,1.870635082,1.659491029,1.575255052
650.8575,2.645272932,2.404725056,2.229880595,2.158395219,2.070228652,2.039133656,1.939813134,1.867092007,1.655845969,1.571512792
651.3397,2.640667134,2.400443353,2.22597908,2.154467839,2.066463512,2.035349492,1.93619544,1.863420048,1.651939821,1.567489657
651.8218,2.636665402,2.396556038,2.222393294,2.150854321,2.062879904,2.031696537,1.932701498,1.85979794,1.647927429,1.563315409
652.3039,2.633099757,2.392943963,2.219014001,2.147440221,2.059384413,2.028087971,1.929211954,1.856150299,1.643761324,1.55892982
652.786,2.62943233,2.38917881,2.215432444,2.143834926,2.055619935,2.024179779,1.925391358,1.852189568,1.639236363,1.554142355
653.2681,2.625067331,2.384759863,2.211179256,2.139601223,2.05118233,2.019577683,1.920873481,1.847589892,1.634129889,1.548754267
653.7502,2.619693624,2.379439029,2.206007775,2.134523247,2.045883441,2.014101514,1.915491855,1.842188952,1.628356001,1.542706973
654.2324,2.613483327,2.373355059,2.200045561,2.128737368,2.039869684,2.007906635,1.909393476,1.836096175,1.622043549,1.536136254
654.7145,2.6069801,2.366970209,2.193718988,2.122655446,2.033561766,2.001414741,1.902966557,1.829646537,1.615478485,1.529327914
655.1966,2.600807039,2.36080329,2.187522091,2.116746216,2.027439356,1.995093875,1.896641404,1.82322608,1.60897276,1.522582539
655.6787,2.595301762,2.355141609,2.181742407,2.111259809,2.021772101,1.989214288,1.890671802,1.817077981,1.602697605,1.516067667
656.1608,2.590334352,2.349891658,2.176320739,2.106114674,2.016498387,1.983715925,1.885015661,1.811186432,1.596621375,1.509762493
656.6429,2.585401696,2.344652266,2.170911756,2.10096063,2.011284301,1.978269784,1.879393442,1.805321633,1.590547971,1.503490169
657.1251,2.579912969,2.338966454,2.165117272,2.095395415,2.005726363,1.972500517,1.873487914,1.799203931,1.584260949,1.497048117
657.6072,2.573547931,2.332616291,2.158746301,2.08922372,1.999609253,1.966219471,1.867144544,1.792689243,1.577664804,1.490343805
658.0893,2.566445602,2.325761645,2.151948953,2.082577807,1.993023736,1.959553285,1.860482686,1.785880313,1.570858997,1.483461551
658.5714,2.559129781,2.318868541,2.145151606,2.075853771,1.986323602,1.952887099,1.853843442,1.779079894,1.564091618,1.476625835
659.0535,2.552226877,2.312438446,2.138815167,2.069492937,1.979926905,1.946644567,1.84759744,1.772630864,1.557626582,1.470083588
659.5356,2.546119188,2.306739814,2.133179253,2.063726247,1.974074143,1.941060689,1.841938159,1.76672898,1.551598953,1.463971686
660.0178,2.540760376,2.301651993,2.128122647,2.058465983,1.968710988,1.936047994,1.836773256,1.761316488,1.545953913,1.458250162
660.4999,2.535716837,2.296736103,2.123233067,2.053355113,1.963532016,1.931252022,1.831781102,1.756124071,1.540481238,1.452733409
660.982,2.530455669,2.291495202,2.118041148,2.047994113,1.958172836,1.926258257,1.826596726,1.750831952,1.534959396,1.44720023
661.4641,2.524648358,2.285660835,2.112281903,2.042176026,1.952440654,1.920822561,1.821008429,1.74525106,1.529282144,1.441525244
661.9462,2.518370207,2.279346869,2.106053291,2.036022834,1.94643286,1.915008905,1.81508594,1.73943368,1.523534252,1.435746231
662.4283,2.512044889,2.272998215,2.099764776,2.029928577,1.94049397,1.909152819,1.809137695,1.733635147,1.51794403,1.430045513
662.9105,2.506214409,2.267152537,2.093927302,2.024357194,1.935044686,1.903678608,1.803548142,1.728172196,1.512769741,1.424652498
663.3926,2.501235414,2.262164255,2.088891839,2.019608155,1.930355321,1.898887205,1.798587398,1.723246664,1.508160012,1.419730345
663.8747,2.497111214,2.258049205,2.084702079,2.015685572,1.926439788,1.89481843,1.79429755,1.718850041,1.504099584,1.415313
664.3568,2.493529847,2.254521588,2.081116293,2.012332463,1.923069514,1.891273836,1.790510248,1.714793864,1.500430224,1.411311766
664.8389,2.490035365,2.251141018,2.07773841,2.009144507,1.919881434,1.88791202,1.786942809,1.710821582,1.49692136,1.407551438
665.321,2.486211543,2.247501043,2.074180814,2.005729722,1.916507185,1.884373302,1.783284284,1.70673136,1.493334508,1.403824508
665.8032,2.481767933,2.243293995,2.070127777,2.001750946,1.91260689,1.880332596,1.77924885,1.702412553,1.489432881,1.399890618
666.2853,2.476524142,2.23833286,2.065369281,1.996977237,1.907928787,1.875558818,1.774603452,1.697790992,1.485006252,1.395508862
666.7674,2.470364321,2.232515083,2.059775653,1.991303746,1.902364224,1.869956662,1.769215545,1.692727458,1.479922948,1.390505129
667.2495,2.463232203,2.225842925,2.053343367,1.984817504,1.89602848,1.8636482,1.763130985,1.686963576,1.474208963,1.384881063
667.7316,2.455280044,2.218517729,2.046283852,1.977857044,1.889294557,1.856980055,1.756629942,1.68037776,1.468134429,1.378891257
668.2137,2.447185556,2.211124666,2.039182755,1.971023362,1.882750117,1.850479022,1.750243227,1.673472775,1.462216999,1.373050922
668.6959,2.43991111,2.204426116,2.032782889,1.964936643,1.876930481,1.844612491,1.744506679,1.667242604,1.456968678,1.36786213
669.178,2.433821626,2.198695812,2.027331621,1.959709959,1.871885339,1.839426157,1.73949254,1.662109764,1.452414331,1.36334678
669.6601,2.428519083,2.193628351,2.022513926,1.95497257,1.867230426,1.83461517,1.734836463,1.657625597,1.448125593,1.359075621
670.1422,2.423695656,2.189017867,2.018088778,1.950498331,1.862768307,1.830043102,1.73033806,1.653332324,1.443829509,1.354766684
670.6243,2.419412578,2.184942783,2.014097055,1.946366051,1.858613601,1.825838548,1.726107262,1.649165501,1.439592763,1.350464317
671.1064,2.415753427,2.181476248,2.010583154,1.942669613,1.854889538,1.82212162,1.722286666,1.645216322,1.435563417,1.346315254
671.5886,2.412531189,2.178436525,2.007368068,1.939278127,1.851485475,1.81877286,1.718802775,1.641476274,1.431747124,1.342350156
672.0707,2.409289918,2.17539454,2.004052203,1.935840042,1.848052261,1.815448906,1.715367254,1.637782429,1.427976607,1.338447474
672.5528,2.405516573,2.171871448,2.000207773,1.931970912,1.844193042,1.81175809,1.711632718,1.633898907,1.424028075,1.334434742
673.0349,2.400939737,2.167607089,1.995622646,1.927485708,1.839708398,1.807494133,1.70740192,1.629677978,1.419780026,1.330222715
673.517,2.395678569,2.162701003,1.990415927,1.922513951,1.834701682,1.802743202,1.702738306,1.62515855,1.415289538,1.325861764
673.9991,2.390184877,2.1575521,1.984995668,1.917431178,1.829538611,1.797838869,1.697922043,1.620550971,1.410760057,1.321518881
674.4813,2.384980805,2.152621883,1.97983053,1.912651301,1.824636574,1.793166272,1.693286068,1.616122735,1.406418762,1.317372556
674.9634,2.380365077,2.148181822,1.975210166,1.908392927,1.820238059,1.788945398,1.689022605,1.61204224,1.402379245,1.313502178
675.4455,2.376253289,2.144163295,1.971107091,1.904569711,1.816297349,1.785125332,1.685085795,1.60827605,1.398587817,1.30984095
675.9276,2.37225404,2.140225455,1.967231652,1.900856826,1.812528896,1.781435821,1.681248238,1.604629017,1.394854598,1.306216953
676.4097,2.367898971,2.135964867,1.963215261,1.896875994,1.808583549,1.777557657,1.677239816,1.600844589,1.390976706,1.30245115
676.8918,2.362925768,2.131163598,1.958838742,1.892422999,1.804254598,1.773311325,1.672927355,1.596764702,1.386860897,1.298459224
677.374,2.357446971,2.125929484,1.95415495,1.887580761,1.799593722,1.768774506,1.66840194,1.592427049,1.382585722,1.294310708
677.8561,2.35186722,2.120634289,1.949443673,1.882664512,1.794869906,1.764220715,1.663927408,1.588037113,1.378356322,1.290182451
678.3382,2.346654873,2.115701809,1.945038259,1.878036769,1.79040315,1.759956758,1.659787696,1.583853268,1.374397053,1.286262796
678.8203,2.342075555,2.111374861,1.94111842,1.873905174,1.786377637,1.756144525,1.65612917,1.58003662,1.370824894,1.282655225
679.3024,2.338044861,2.107590101,1.93760311,1.870216959,1.782747652,1.752706987,1.652872053,1.576568321,1.367599157,1.279326338
679.7845,2.334180492,2.104016485,1.934187874,1.866694584,1.779265411,1.749371283,1.649755019,1.573253831,1.364536742,1.276133783
680.2667,2.330038915,2.100258118,1.930528794,1.863017334,1.775642051,1.745827995,1.646485966,1.569849365,1.361432507,1.272915494
680.7488,2.325354506,2.096082741,1.926428538,1.859000181,1.771721218,1.741912622,1.642897169,1.566192605,1.358163821,1.269588797
681.2309,2.320210013,2.09153937,1.921962515,1.854704803,1.767565187,1.73769436,1.639035113,1.562298748,1.354754984,1.266190376
681.713,2.314969532,2.086921345,1.917418265,1.85038955,1.763415781,1.733428445,1.635118405,1.558342881,1.35134106,1.262853277
682.1951,2.310063356,2.082569512,1.913131249,1.846346357,1.759543312,1.729402099,1.631401459,1.55455359,1.348080286,1.25971821
682.6772,2.305750489,2.078678426,1.909293866,1.842724615,1.756080284,1.725775256,1.628021846,1.551083467,1.345047822,1.256850878
683.1594,2.301975489,2.075170415,1.90585185,1.839443461,1.752944544,1.722485899,1.624926799,1.547924001,1.342186591,1.254195434
683.6415,2.298421428,2.071760436,1.902549375,1.836243856,1.749890958,1.719306862,1.6219153,1.544923817,1.339351922,1.251614452
684.1236,2.294693595,2.068111412,1.89907776,1.832831812,1.746643251,1.715979644,1.618754922,1.541879252,1.336391794,1.248957365
684.6057,2.290556982,2.064054427,1.895269272,1.829072328,1.743072232,1.712379564,1.615335734,1.538665072,1.333258738,1.246158472
685.0878,2.286065378,2.059679971,1.891190159,1.825057916,1.73926469,1.708592136,1.611736885,1.535305594,1.330047694,1.243268692
685.5699,2.281512539,2.055298729,1.88709695,1.821070231,1.735477686,1.704868028,1.608183895,1.531966787,1.326953632,1.240436401
686.0521,2.277243529,2.051240989,1.883285643,1.81741354,1.731986832,1.701469657,1.604921751,1.528852917,1.32417604,1.237817093
686.5342,2.273442049,2.047683963,1.879916217,1.814241346,1.728930596,1.698530843,1.602073579,1.526089221,1.321806468,1.235495085
687.0163,2.270018731,2.044537915,1.876922424,1.811478269,1.726232787,1.695964113,1.599575932,1.523647125,1.31978784,1.233435336
687.4984,2.26666244,2.041501208,1.874051258,1.808852935,1.723646282,1.693520759,1.597207062,1.52135823,1.317935923,1.231509729
687.9805,2.263027286,2.038231489,1.871011656,1.806055593,1.720896133,1.69092139,1.594724491,1.519007325,1.316042753,1.229570433
688.4626,2.25894446,2.034546269,1.867648573,1.802908755,1.717843209,1.688017826,1.591991905,1.51645276,1.313977784,1.22753368
688.9448,2.25452402,2.030523972,1.86402473,1.799455594,1.714555751,1.684864247,1.589052646,1.513700615,1.311751189,1.225419728
689.4269,2.250099441,2.026458691,1.860388907,1.79592294,1.71127028,1.68167803,1.586095799,1.510893147,1.309486731,1.223331508
689.909,2.246033166,2.02268298,1.857023004,1.792585592,1.708253795,1.678705271,1.58333997,1.508222466,1.307343775,1.221391118
690.3911,2.242493172,2.019375557,1.854070087,1.789593629,1.705638802,1.676069347,1.580893205,1.505811375,1.305412741,1.219655498
690.8732,2.23936444,2.016470062,1.851454747,1.786903877,1.703358385,1.673699756,1.578698341,1.503642244,1.303672154,1.218088512
691.3553,2.236301907,2.013690499,1.848925386,1.784310066,1.701176021,1.671379777,1.576563783,1.501578287,1.301999948,1.216581753
691.8375,2.232924929,2.010716382,1.846193762,1.781577827,1.698822726,1.668872451,1.574284743,1.499435298,1.300259361,1.215017505
692.3196,2.229027461,2.007363714,1.843103418,1.778591346,1.696148767,1.666065498,1.57175443,1.497100807,1.298380319,1.213347039
692.8017,2.224696389,2.003689804,1.839714963,1.775423949,1.693202511,1.663041822,1.569042573,1.494590014,1.296410856,1.211617989
693.2838,2.220254434,1.999946519,1.836270128,1.772298355,1.690193976,1.66003055,1.566344537,1.492048216,1.294486604,1.209954093
693.7659,2.216077274,1.996427198,1.833050109,1.769453044,1.687374262,1.657283,1.563871389,1.489654756,1.29276071,1.208481279
694.248,2.212380058,1.993296231,1.830224752,1.766994919,1.684887799,1.654925813,1.561729292,1.487529397,1.291311163,1.207258133
694.7302,2.209109826,1.990496308,1.827756001,1.764839006,1.682699472,1.652900237,1.559860454,1.485661196,1.290101794,1.206241399
695.2123,2.205981094,1.987789137,1.825431724,1.762745455,1.680623776,1.650994773,1.558075164,1.483923095,1.288996974,1.205308434
695.6944,2.202650455,1.98489797,1.822999619,1.760453855,1.678434787,1.648970504,1.556164238,1.482148518,1.287840727,1.204325099
696.1765,2.198914347,1.981681791,1.820302528,1.7578388,1.676008614,1.64669883,1.554015859,1.480228035,1.286536982,1.203219668
696.6586,2.194820764,1.978214501,1.817374277,1.754959224,1.673381032,1.644225448,1.55167777,1.478171373,1.285093652,1.202010209
697.1407,2.190637812,1.974745703,1.814398808,1.752035104,1.670721649,1.641732482,1.549317066,1.476094649,1.283597199,1.200786514
697.6229,2.18668242,1.971546114,1.811591775,1.749296012,1.668221936,1.639409892,1.547111523,1.474140121,1.282150478,1.199641114
698.105,2.183144909,1.968745437,1.809063824,1.746851593,1.665968682,1.637340581,1.545141548,1.47238439,1.280793611,1.198605765
698.5871,2.179973148,1.966252427,1.806748004,1.744626466,1.663892323,1.635430547,1.543327362,1.47078186,1.279473478,1.197619144
699.0692,2.17691558,1.96379863,1.804430774,1.742391745,1.661794763,1.633459153,1.541477997,1.469175682,1.278062925,1.196554777
699.5513,2.173672654,1.961082411,1.801883795,1.739909636,1.659472606,1.631203799,1.539393693,1.467387729,1.2764461,1.195288924
700.0334,2.170072254,1.957938624,1.79899642,1.73706638,1.656836412,1.628570486,1.536985876,1.465307358,1.274585142,1.193771214
700.5156,2.166162374,1.954425335,1.795839829,1.733941471,1.653961708,1.625647338,1.534333068,1.462953413,1.27255069,1.192051472
700.9977,2.162179674,1.950777819,1.792631086,1.730761054,1.651045927,1.622664788,1.531634403,1.460460251,1.270489677,1.190251793
701.4798,2.158392262,1.947269809,1.789598532,1.727767036,1.648295778,1.619861099,1.52910786,1.457996877,1.268544515,1.188500842
701.9619,2.154931707,1.944054384,1.786851403,1.725077284,1.645796064,1.617349856,1.52685646,1.455671506,1.266772281,1.186851182
702.444,2.151701194,1.941070464,1.784303719,1.722617789,1.64345867,1.615057293,1.524818013,1.453475018,1.265110247,1.18525901
702.9261,2.148430134,1.938091822,1.78172714,1.72016172,1.64107291,1.612762773,1.522798411,1.451287649,1.263406393,1.18360497
703.4083,2.144818977,1.934850758,1.778863727,1.717454152,1.638412865,1.610222807,1.520570254,1.448959238,1.261499095,1.181759847
703.8904,2.140715464,1.931206259,1.775585214,1.714364192,1.635378492,1.607310104,1.517999109,1.446392514,1.259304712,1.179665057
704.3725,2.136201518,1.927216387,1.771952209,1.710939813,1.632043995,1.604074275,1.515108221,1.443605108,1.256854328,1.177359475
704.8546,2.13155931,1.923115665,1.768186711,1.707390712,1.628622043,1.600718335,1.512054006,1.440716784,1.254277355,1.174964647
705.3367,2.127103288,1.919167268,1.764549478,1.703955368,1.625347173,1.597470756,1.509031828,1.437881959,1.251722988,1.172612526
705.8188,2.123016325,1.915522768,1.761189919,1.700770154,1.622337314,1.594461442,1.506163554,1.435194255,1.24927995,1.17037593
706.301,2.119250427,1.91213692,1.758083365,1.697803547,1.619547413,1.591653183,1.503441018,1.432640906,1.24694146,1.168238982
706.7831,2.115578035,1.908809136,1.75505222,1.694882168,1.616795939,1.588875606,1.500742353,1.430115523,1.244619359,1.166110247
707.2652,2.111717804,1.90529811,1.751882239,1.691797691,1.613876846,1.585929611,1.497923077,1.427478278,1.242209664,1.163884054
707.7473,2.107519958,1.901482432,1.748451499,1.68845075,1.610686117,1.582715977,1.494907809,1.424653788,1.239669425,1.161511127
708.2294,2.103046558,1.897424693,1.7448044,1.68489411,1.607276753,1.579294759,1.491749316,1.421670017,1.237044981,1.159027055
708.7115,2.098539231,1.89334056,1.741122767,1.681313486,1.603829626,1.575855262,1.488593963,1.418648554,1.23444936,1.156535318
709.1937,2.094277668,1.889467572,1.737610981,1.67790898,1.600546143,1.572602461,1.485598797,1.415738953,1.232000671,1.15414706
709.6758,2.090414127,1.885931661,1.734376867,1.674778589,1.597528333,1.569645369,1.482837314,1.413025107,1.229743559,1.15191813
710.1579,2.086909715,1.882689843,1.731383074,1.671872972,1.594739758,1.566946778,1.480269311,1.410501548,1.227641857,1.149832101
710.64,2.083507085,1.879515893,1.728427338,1.668987228,1.591997559,1.56431477,1.477730204,1.408042429,1.22556276,1.147784397
711.1221,2.079920752,1.876167749,1.725294004,1.665912346,1.589110267,1.561543068,1.47506232,1.405500023,1.223375724,1.145665517
711.6042,2.075973635,1.87251043,1.721861149,1.662544845,1.585978503,1.558517434,1.472180854,1.402780099,1.221014065,1.143416329
712.0864,2.071688902,1.868593705,1.71817106,1.658942977,1.58264798,1.555275077,1.469132292,1.399889343,1.218504907,1.141055447
712.5685,2.067258531,1.864611374,1.71439781,1.655295194,1.579277044,1.551974623,1.466053578,1.396924419,1.215946019,1.138664453
713.0506,2.062923322,1.860782123,1.710745777,1.65181188,1.576041262,1.54879885,1.463086051,1.394011777,1.213447034,1.136333684
713.5327,2.058829739,1.857224343,1.707331247,1.648602681,1.573024115,1.545845022,1.460292531,1.391231667,1.211062204,1.134108039
714.0148,2.054937236,1.853876199,1.704121094,1.645616886,1.570164649,1.543061569,1.45760643,1.388569496,1.208758752,1.131959045
714.4969,2.05106211,1.850540874,1.700956751,1.642683172,1.567297233,1.54028595,1.454878869,1.385927388,1.206443998,1.129806219
714.9791,2.046989214,1.846992898,1.697652867,1.639595954,1.564242984,1.537334733,1.451959084,1.383183754,1.204020174,1.127559769
715.4612,2.042603528,1.843119909,1.694112185,1.636251068,1.560920412,1.534115877,1.448788027,1.380260777,1.201451679,1.125183557
715.9433,2.037967941,1.838973188,1.690373468,1.632684835,1.557387157,1.530679644,1.445434169,1.377173049,1.198784851,1.12270934
716.4254,2.033281876,1.834747287,1.686586123,1.629055555,1.553810837,1.527187926,1.442056441,1.374007504,1.196123675,1.120221983
716.9075,2.02875469,1.830649581,1.682912947,1.625535236,1.550363047,1.523815666,1.438811887,1.370869317,1.193565351,1.117803612
717.3896,2.024477404,1.826778856,1.679423008,1.622199944,1.547121303,1.520645768,1.43576521,1.367811986,1.191135877,1.115478867
717.8718,2.020358169,1.823063471,1.676041601,1.618984577,1.544020677,1.517620787,1.432847309,1.364802074,1.188773087,1.113201207
718.3539,2.016166943,1.819306613,1.672592537,1.615711646,1.540893551,1.51457557,1.429898628,1.361739879,1.186348698,1.110873177
718.836,2.011669546,1.815288086,1.668893991,1.612195439,1.537561041,1.511327991,1.426756468,1.358522051,1.183740644,1.10839677
719.3181,2.006771645,1.810919663,1.664879715,1.608359887,1.533951594,1.507800369,1.423356125,1.355118194,1.180905974,1.105741873
719.8002,2.001580813,1.806285802,1.660638508,1.60428243,1.530132127,1.504052761,1.419769212,1.351595788,1.177898941,1.102954478
720.2823,1.996351917,1.801611219,1.656372635,1.600157002,1.526273571,1.500256847,1.416160941,1.348095269,1.174842742,1.100138612
720.7645,1.991339822,1.797115356,1.652275903,1.596175485,1.522540232,1.496583656,1.412690242,1.344739439,1.171854358,1.097382973
721.2466,1.986643,1.792893226,1.648420197,1.592415315,1.518987763,1.493097812,1.409413651,1.341565991,1.168974478,1.094712746
721.7287,1.982154706,1.788846044,1.64470826,1.588790832,1.515524073,1.489713803,1.406246363,1.338488597,1.16614772,1.092067705
722.2108,1.977610969,1.784740797,1.640918801,1.585101247,1.511959016,1.486239709,1.403006834,1.335346762,1.163249191,1.089332324
722.6929,1.972739548,1.780330145,1.63683123,1.581136176,1.508103109,1.482475129,1.399510379,1.33197695,1.160156259,1.08639272
723.175,1.967396458,1.775487402,1.632329265,1.576788715,1.503879501,1.478326714,1.395662772,1.3282904,1.156809585,1.083194689
723.6572,1.961645417,1.770265353,1.627462942,1.57210752,1.499355105,1.47384734,1.391503586,1.324314471,1.153240252,1.07976287
724.1393,1.955706536,1.764860815,1.622416907,1.567261855,1.494709466,1.469208687,1.387177305,1.320164671,1.149543766,1.076181031
724.6214,1.949833026,1.759500769,1.617395538,1.562442917,1.490127431,1.464602021,1.382845998,1.315979611,1.145820719,1.072540609
725.1035,1.944177146,1.754318686,1.612532034,1.557763778,1.485709702,1.460144188,1.378606405,1.311846225,1.142124798,1.068894712
725.5856,1.938713243,1.749291946,1.607814414,1.553200451,1.481420503,1.455812343,1.374444079,1.307758435,1.138430572,1.065238412
726.0677,1.933261753,1.744266714,1.603117232,1.548624105,1.477115403,1.451481149,1.37025474,1.303631129,1.13466288,1.06152298
726.5499,1.92761663,1.739062009,1.598288966,1.543890142,1.472642022,1.447001122,1.365928459,1.299359741,1.13074995,1.057706258
727.032,1.921665337,1.733588849,1.593254207,1.538934832,1.467934106,1.44230372,1.361420633,1.294890773,1.126683872,1.053791531
727.5141,1.915463314,1.72791284,1.588067926,1.533827388,1.463051946,1.437445081,1.356794709,1.290268603,1.122536981,1.049849429
727.9962,1.909209161,1.722223258,1.582887988,1.528738447,1.45815786,1.432584483,1.352193284,1.285611173,1.118435864,1.045988906
728.4783,1.903127952,1.716725213,1.577882124,1.523846868,1.453428081,1.427892303,1.34776084,1.281067428,1.114508242,1.042308515
728.9604,1.897351258,1.711532574,1.573137019,1.519239684,1.448954037,1.423467109,1.343563964,1.276735246,1.110812321,1.038848225
729.4426,1.891848463,1.706606127,1.568606158,1.514875091,1.44470724,1.419277569,1.339559311,1.272623746,1.107320975,1.035570805
729.9247,1.886454897,1.701779219,1.564139431,1.5105989,1.440557834,1.415191821,1.335621245,1.268659976,1.103939264,1.032387557
730.4068,1.880978582,1.696858051,1.559571923,1.506243901,1.436364702,1.411056462,1.33161722,1.264743625,1.100558117,1.029202666
730.8889,1.875311117,1.691736296,1.554813428,1.501715524,1.432055627,1.406789894,1.327487559,1.260800525,1.097114807,1.025963024
731.371,1.869497186,1.686452412,1.549911162,1.497051461,1.42767235,1.402427367,1.323280632,1.256833107,1.093624592,1.022684509
731.8531,1.863693186,1.681166266,1.545010306,1.492386712,1.423336774,1.398094868,1.319121447,1.25290399,1.090158677,1.019437202
732.3353,1.85807868,1.676058838,1.540274363,1.487873412,1.419176768,1.393935356,1.315141921,1.249098892,1.086802961,1.01629885
732.8174,1.852733108,1.671230422,1.53579354,1.483590369,1.415238046,1.390021942,1.311403617,1.245464017,1.083603786,1.01330778
733.2995,1.847594408,1.666644822,1.531536829,1.479500576,1.411455018,1.386313501,1.307861305,1.241972617,1.08054137,1.010449756
733.7816,1.842493772,1.662154238,1.527376669,1.475479312,1.407684577,1.382680129,1.304394375,1.238545658,1.077550726,1.007667288
734.2637,1.837252463,1.657585982,1.523169291,1.471388833,1.403786932,1.378979521,1.300872793,1.235086478,1.074557256,1.004898509
734.7458,1.831796835,1.652848056,1.518837876,1.46716541,1.399713717,1.375138565,1.297234369,1.231545834,1.071533269,1.002119326
735.228,1.826204672,1.647979674,1.514420481,1.462861122,1.39553516,1.371195123,1.293516795,1.227951084,1.068508152,0.999358212
735.7101,1.820668777,1.643124111,1.510041847,1.458610972,1.39140828,1.367270612,1.289829373,1.224384906,1.065556501,0.99668032
736.1922,1.815381957,1.638442742,1.505840107,1.454556814,1.387492746,1.36350342,1.286289574,1.220950652,1.062756304,0.994153542
736.6743,1.810432751,1.634019271,1.501876573,1.450759639,1.383861437,1.359963396,1.282949536,1.217703035,1.060136947,0.991804706
737.1564,1.805748342,1.629808452,1.498101209,1.447166679,1.380465987,1.356611372,1.279761519,1.214624426,1.057671304,0.989604246
737.6385,1.801139234,1.625670026,1.494385044,1.443638822,1.377167266,1.353330502,1.276613704,1.21163944,1.055285344,0.987491388
738.1207,1.796401866,1.621447896,1.490589946,1.440036268,1.37381223,1.349990228,1.273392393,1.208653845,1.052908426,0.985400431
738.6028,1.791440248,1.617071932,1.48666024,1.436298027,1.370329326,1.346530496,1.270058637,1.205620224,1.050508338,0.983302357
739.0849,1.78631727,1.612599445,1.482652307,1.432480979,1.366758969,1.342996999,1.26667337,1.202562892,1.048114466,0.981219065
739.567,1.781223254,1.608183515,1.478710621,1.428726291,1.363229026,1.339515725,1.263370395,1.199562707,1.045792365,0.97920914
740.0491,1.776364245,1.603985515,1.474975427,1.425175819,1.359881277,1.336220493,1.260285399,1.196713291,1.043606459,0.977326786
740.5313,1.771850298,1.600082364,1.471515792,1.421894665,1.356783302,1.333177235,1.257483084,1.194064496,1.041576528,0.975587881
741.0134,1.767642522,1.596422782,1.468283088,1.418830062,1.35390131,1.330350046,1.254928273,1.191592611,1.039668099,0.973959026
741.4955,1.763552249,1.592840871,1.465122269,1.415821652,1.351098822,1.327605107,1.252486534,1.189197935,1.037793578,0.972363022
741.9776,1.759363505,1.589149618,1.461870536,1.412704966,1.34822743,1.324791627,1.250011501,1.186763742,1.035871021,0.970724312
742.4597,1.754941409,1.585254761,1.458434158,1.409384066,1.345204983,1.321829965,1.247408948,1.184213433,1.033861999,0.969003475
742.9418,1.750299202,1.581175907,1.454831458,1.40588499,1.342048042,1.31873579,1.244678246,1.181539712,1.031780642,0.96720927
743.424,1.745574246,1.57704276,1.451170968,1.40232561,1.338852013,1.315607017,1.241892264,1.178803373,1.029684026,0.965389333
743.9061,1.740940313,1.572997086,1.447580249,1.398847093,1.335728861,1.312558535,1.239144601,1.176091351,1.027628664,0.963592391
744.3882,1.736508288,1.569122589,1.444129071,1.395535101,1.332732915,1.309653666,1.236486767,1.173464442,1.025637162,0.961839251
744.8703,1.732266585,1.565383074,1.440793473,1.392375242,1.329833697,1.306863686,1.233895521,1.170926899,1.023686914,0.960112938
745.3524,1.728098528,1.561666182,1.437481132,1.389281171,1.326937792,1.304098511,1.231294224,1.168434952,1.021731014,0.958371843
745.8345,1.72386179,1.557848997,1.434091972,1.386151466,1.323953109,1.301251739,1.228603098,1.165928415,1.01973047,0.956583661
746.3167,1.719479413,1.553885518,1.430594281,1.382947064,1.320853146,1.298280285,1.225801411,1.163376282,1.017693192,0.954752774
746.7988,1.714986981,1.549842106,1.427046551,1.379713194,1.317698193,1.295223318,1.222938163,1.160801047,1.015668347,0.952925171
747.2809,1.710506962,1.545865808,1.423571412,1.376555392,1.31460883,1.292186587,1.220120771,1.158265328,1.013727141,0.951168746
747.763,1.706175062,1.542099901,1.420280918,1.373579876,1.311693712,1.289272579,1.217446605,1.155839647,1.01192213,0.949537701
748.2451,1.70205169,1.538603956,1.417213126,1.370810631,1.308989278,1.286528946,1.214958381,1.153553792,1.010250488,0.948042987
748.7272,1.69808885,1.535316139,1.414303903,1.368180499,1.306431261,1.283914563,1.212615266,1.15137919,1.008659095,0.94665011
749.2094,1.694150835,1.532090911,1.411418643,1.365551053,1.303897759,1.281330208,1.210319265,1.149240456,1.007066006,0.945296108
749.6915,1.690106901,1.528774438,1.408434011,1.362792088,1.301271502,1.278683839,1.207983689,1.14706099,1.005413579,0.943928965
750.1736,1.6859074,1.525299608,1.405299973,1.359852892,1.298514728,1.275944776,1.205573359,1.14480614,1.003701248,0.942541016
750.6557,1.681620185,1.521716943,1.402075021,1.356791715,1.295686401,1.273174379,1.203136645,1.142504478,1.001989483,0.941166755
751.1378,1.677398341,1.518165196,1.398885306,1.353738761,1.292913064,1.27048819,1.200770916,1.140231998,1.000367007,0.939869146
751.6199,1.67338668,1.514786134,1.395847114,1.350826291,1.290308008,1.267987391,1.198565373,1.138070162,0.998901637,0.938690348
752.1021,1.669636504,1.511638577,1.39299991,1.348109128,1.287912973,1.265700704,1.196542003,1.136053017,0.997595067,0.937628718
752.5842,1.666073341,1.508657674,1.390271809,1.34553519,1.28565972,1.263555017,1.194634218,1.134144692,0.996380612,0.936627315
753.0663,1.662525073,1.505690343,1.387517632,1.342974273,1.283411766,1.261412595,1.192717638,1.13225643,0.995150333,0.935600725
