Wavenumber,t0,60s,120s,180s,5m,10m,15m,20m,25m,30m,40m,50m,60m,90m,2h
1520.114,0.194307699,0.19224295,0.191756868,0.191482957,0.191495999,0.192752397,0.194151791,0.195925809,0.196911474,0.198438332,0.201107433,0.202365784,0.20423362,0.206941971,0.208713125
1520.596,0.192738133,0.190641891,0.1901455,0.189862849,0.189830997,0.191006477,0.192361624,0.194099954,0.195046609,0.196564302,0.199188036,0.200470738,0.202283269,0.205081123,0.206782592
1521.078,0.191104868,0.188970938,0.18845193,0.188151793,0.188062847,0.189097948,0.19037851,0.192043966,0.192930781,0.194412955,0.196964196,0.198276378,0.200026001,0.202938289,0.204561237
1521.561,0.189519089,0.18734756,0.186798146,0.186476577,0.186330149,0.187184859,0.188376213,0.189946182,0.19076531,0.192196221,0.194666767,0.196020914,0.197711363,0.200755239,0.20229766
1522.043,0.188067792,0.185866312,0.185284213,0.184944328,0.184750802,0.185433933,0.18654162,0.18801984,0.188778428,0.19015679,0.192555579,0.193948881,0.195593429,0.198737938,0.200212665
1522.525,0.186766635,0.184546278,0.183935155,0.183584418,0.183361698,0.183930958,0.184976748,0.186390761,0.187105168,0.188440356,0.190783717,0.192186222,0.193800339,0.196959144,0.198394899
1523.007,0.18558721,0.183359545,0.182726006,0.182374589,0.18214011,0.182678747,0.183690859,0.185078845,0.185769103,0.187076439,0.189382752,0.190749682,0.192347715,0.195413514,0.196845359
1523.489,0.184503393,0.182278001,0.18163068,0.181288068,0.181055819,0.181639869,0.182649313,0.184046886,0.18473341,0.186029981,0.188319845,0.189618023,0.191212292,0.194106825,0.195562911
1523.971,0.183502496,0.181285734,0.180633377,0.180307912,0.180087674,0.180768238,0.181803102,0.183234944,0.183937217,0.185239516,0.18753744,0.188758258,0.190359826,0.193059651,0.194553556
1524.453,0.182575061,0.180370166,0.179721299,0.179417903,0.179215206,0.180012122,0.1810938,0.182571769,0.183304851,0.184627222,0.186956953,0.188113578,0.189732075,0.192262396,0.193792958
1524.935,0.181707925,0.1795136,0.17887472,0.178593261,0.178409907,0.179315656,0.180454069,0.181978593,0.182748354,0.184099451,0.186477506,0.187593075,0.189234785,0.191646794,0.193203651
1525.417,0.18088912,0.178700701,0.178075484,0.17780995,0.177643914,0.178630134,0.17982061,0.181382273,0.18218375,0.183565117,0.185994133,0.187089631,0.188755957,0.191104207,0.192671754
1525.9,0.180117119,0.177926509,0.177315465,0.177054446,0.176900026,0.177925149,0.179150122,0.180732145,0.181549893,0.182954675,0.185423022,0.186511682,0.188198141,0.190526448,0.192089191
1526.382,0.179399609,0.177197868,0.176599158,0.176328881,0.176177425,0.177195366,0.17842816,0.180009714,0.180822167,0.182238348,0.184722232,0.185809538,0.187506806,0.189842917,0.19138911
1526.864,0.17874285,0.176522098,0.175932804,0.175641246,0.175482766,0.176451358,0.17766354,0.179224763,0.180010054,0.181423289,0.183894996,0.184981309,0.186678559,0.189036879,0.19055912
1527.346,0.178144474,0.175900887,0.175318543,0.174997052,0.174822489,0.175711601,0.176879929,0.178404911,0.179147473,0.180545247,0.182980733,0.184066863,0.185753875,0.188141053,0.189636436
1527.828,0.177592843,0.17532614,0.174749368,0.17439628,0.174198678,0.17499344,0.176105095,0.177585,0.178278454,0.179653646,0.182038149,0.183126827,0.184797489,0.187217532,0.188686426
1528.31,0.17707137,0.174784842,0.174213737,0.173831582,0.173608548,0.174310674,0.175364512,0.176798839,0.177445691,0.178797577,0.181128107,0.182223158,0.183876219,0.186329935,0.187774612
1528.792,0.17656469,0.174263007,0.173697911,0.173292797,0.173046536,0.173673061,0.174677209,0.176074864,0.176683123,0.178016532,0.18029883,0.181400457,0.183038185,0.185517151,0.186942979
1529.274,0.176061965,0.173749286,0.173190054,0.172769254,0.172505227,0.173087007,0.174055342,0.175431377,0.176011243,0.17733414,0.179577944,0.180678389,0.182303972,0.184782822,0.186198018
1529.757,0.175560578,0.173239334,0.17268469,0.172253723,0.171979583,0.172554761,0.173502114,0.174875564,0.175435332,0.176756037,0.178969968,0.180051386,0.181667348,0.184102673,0.185517974
1530.239,0.175065929,0.172736227,0.172182819,0.171745267,0.17146824,0.172073995,0.173013622,0.174402289,0.17494642,0.176270183,0.178459582,0.179497537,0.181103676,0.183440289,0.184868051
1530.721,0.174585576,0.172244409,0.171688486,0.171245076,0.170970128,0.171633707,0.172573749,0.173990029,0.174518751,0.175845794,0.178010953,0.178981347,0.180574644,0.182760991,0.184210681
1531.203,0.174122714,0.171765287,0.171202004,0.170752175,0.170479742,0.171210165,0.172152304,0.17359894,0.174108945,0.175434096,0.177570391,0.178457463,0.180031955,0.182034416,0.183510698
1531.685,0.173674293,0.171294459,0.170719349,0.170260915,0.169986436,0.170769586,0.171709228,0.173177286,0.173664042,0.174975083,0.177075504,0.177877983,0.179426397,0.18124448,0.182743141
1532.167,0.173239118,0.170829801,0.170239698,0.169771277,0.169486165,0.170283464,0.1712106,0.172680144,0.173139973,0.174422047,0.176480747,0.177218292,0.178733911,0.180411499,0.181917314
1532.649,0.172832125,0.170388077,0.169782285,0.169304424,0.168998192,0.16975213,0.170657023,0.172100679,0.172535599,0.173775226,0.175794743,0.176511196,0.177991282,0.179619803,0.181107672
1533.131,0.172485082,0.170004105,0.16938462,0.16890206,0.168566491,0.169215247,0.170092319,0.171485199,0.171904804,0.173096618,0.175091615,0.175849476,0.177297287,0.179000404,0.180438984
1533.614,0.172212861,0.169697864,0.169069727,0.168588825,0.168221886,0.168723343,0.169574274,0.170903039,0.171321375,0.172470529,0.17446382,0.175318891,0.176743918,0.178630608,0.17999415
1534.096,0.171979472,0.169436659,0.168805513,0.16833193,0.167938243,0.168289943,0.169119121,0.170388026,0.170815188,0.171933456,0.173940869,0.174910314,0.17632234,0.178432239,0.179713434
1534.578,0.171711639,0.169148392,0.168518334,0.168053811,0.167641544,0.167881226,0.168689967,0.169917837,0.170352952,0.17145172,0.173470379,0.174518758,0.175924544,0.178204474,0.179419523
1535.06,0.171359301,0.168781999,0.168154724,0.167696491,0.167274308,0.16745978,0.168244503,0.169454582,0.169887634,0.170973235,0.172984649,0.174044326,0.175445597,0.177786016,0.178965209
1535.542,0.170936858,0.168350174,0.167725281,0.16726923,0.166844301,0.167023916,0.167779719,0.168990584,0.169408831,0.170484228,0.172467227,0.173477611,0.174874183,0.177173936,0.178345154
1536.024,0.17050502,0.16791093,0.167287182,0.166829462,0.16640579,0.166602082,0.1673254,0.168543871,0.168939017,0.170005645,0.171947526,0.172881508,0.174275216,0.176487161,0.177665501
1536.506,0.170120545,0.167518408,0.166892815,0.166430967,0.166008803,0.166214924,0.166902072,0.168122666,0.168490797,0.169548346,0.171445485,0.172310618,0.173704913,0.175842124,0.17702674
1536.988,0.169794143,0.167179055,0.166546634,0.166076812,0.165652017,0.165839214,0.166481966,0.167686344,0.168024791,0.16906724,0.170916608,0.171735931,0.173133599,0.175240529,0.176420525
1537.47,0.169476105,0.16683877,0.166190758,0.165705753,0.16526904,0.165399081,0.165979163,0.167139046,0.16743991,0.168453685,0.170240592,0.171026608,0.172426959,0.174537335,0.175700252
1537.953,0.169076756,0.166403117,0.165727397,0.165215686,0.164753397,0.164789586,0.165278211,0.16635974,0.166606734,0.167568646,0.169263265,0.170000533,0.171395774,0.173505273,0.174643456
1538.435,0.168517213,0.165792044,0.16507443,0.164521856,0.16401951,0.163934701,0.164298761,0.165268486,0.16544235,0.166324646,0.167888283,0.168536791,0.16991385,0.171984232,0.173095519
1538.917,0.167797374,0.165008467,0.164238097,0.163633195,0.163080086,0.162857286,0.16307555,0.163910418,0.163998617,0.16478248,0.166189336,0.166714004,0.168058646,0.170056482,0.171138382
1539.399,0.167024179,0.164169142,0.163342781,0.162682509,0.162079874,0.161711702,0.161793097,0.162490964,0.162501787,0.163190259,0.164453228,0.164862206,0.166166836,0.168108081,0.169150224
1539.881,0.166356296,0.163444747,0.162570475,0.161864823,0.161227798,0.16072153,0.160712019,0.161300062,0.161266854,0.161892853,0.16307351,0.163430835,0.164699562,0.166654613,0.167638977
1540.363,0.16588748,0.162938743,0.162032548,0.161301728,0.160656854,0.160044352,0.160013726,0.160546147,0.160517555,0.16113455,0.162322498,0.162719146,0.163965012,0.166012426,0.1669232
1540.845,0.165583533,0.162618535,0.16169889,0.160964828,0.160339665,0.159680265,0.15969655,0.160241854,0.160261311,0.160923824,0.162200055,0.162703,0.163941071,0.166109533,0.166946872
1541.327,0.165329379,0.162363282,0.161443921,0.160723605,0.16013837,0.159509525,0.159619348,0.160241991,0.160334706,0.161081598,0.162491676,0.163114818,0.164355066,0.166601243,0.167385783
1541.809,0.165016471,0.162057378,0.161145378,0.160449219,0.159912285,0.159392011,0.15961597,0.160364879,0.16053689,0.161386956,0.162941018,0.163649977,0.164896544,0.167126937,0.167892698
1542.292,0.16459718,0.161646921,0.160743886,0.160076324,0.159586203,0.159235805,0.159574573,0.160477241,0.16072345,0.161678658,0.163366121,0.164107408,0.165361556,0.167475843,0.168257116
1542.774,0.164084031,0.161139092,0.160244213,0.159605876,0.159153355,0.159001185,0.159443799,0.160505932,0.160816356,0.161868279,0.163671754,0.164402845,0.165664682,0.16759932,0.16841836
1543.256,0.16352216,0.160575336,0.159684715,0.159073969,0.158643413,0.158677363,0.159205242,0.16041023,0.160773112,0.161906057,0.163807952,0.164515408,0.165784484,0.167536968,0.168396819
1543.738,0.162962391,0.160000827,0.159110358,0.158521739,0.158093912,0.158259701,0.158848378,0.160158613,0.160559661,0.161751909,0.163734403,0.164435813,0.165710042,0.167340933,0.168225273
1544.22,0.162443082,0.159449828,0.158553764,0.157978596,0.157532484,0.157743522,0.158362293,0.159725103,0.160146695,0.161371881,0.163412796,0.164147335,0.165421546,0.167033469,0.16791033
1544.702,0.161977644,0.158932793,0.158025592,0.157452297,0.156968857,0.157127196,0.157742543,0.159099799,0.159521592,0.160750383,0.162822083,0.163630172,0.164896008,0.166595803,0.167428493
1545.184,0.161547517,0.158432821,0.157509432,0.156925725,0.156392095,0.1564167,0.156997125,0.15830022,0.158700371,0.159906532,0.161975959,0.162877681,0.164124515,0.165979944,0.166739379
1545.666,0.161108552,0.157911819,0.156970013,0.156365151,0.155778227,0.155627811,0.156151089,0.157372615,0.157733106,0.158897557,0.160933049,0.161914122,0.163131861,0.165142236,0.165816187
1546.148,0.160613181,0.157329909,0.156370375,0.155737333,0.155103862,0.154786567,0.155243792,0.156383038,0.156693173,0.157809203,0.159787119,0.160802546,0.161984765,0.164080621,0.164677352
1546.631,0.160031451,0.156665786,0.155691656,0.155028417,0.154362348,0.153925376,0.15432267,0.155400845,0.155661111,0.15673415,0.158645727,0.159638098,0.160783853,0.162856797,0.163399517
1547.113,0.159361219,0.155922801,0.15493831,0.154247549,0.153564852,0.15307381,0.153430247,0.15448113,0.154702169,0.155747365,0.157600796,0.15852169,0.159635566,0.161577941,0.162094551
1547.595,0.15861909,0.155119008,0.154127788,0.153414758,0.152729452,0.152247702,0.152587706,0.153646356,0.15384589,0.154883275,0.156699852,0.157523075,0.158613513,0.160348064,0.160862515
1548.077,0.157829332,0.15427748,0.153280483,0.152549332,0.151870254,0.151442765,0.15178862,0.152881796,0.153079337,0.15412777,0.155934036,0.156657564,0.15773395,0.159227084,0.159753098
1548.559,0.157020889,0.153422522,0.152416651,0.151670168,0.150996968,0.150641495,0.151005339,0.152144501,0.152356146,0.153426578,0.155246109,0.155887198,0.156956244,0.158217692,0.158756233
1549.041,0.156228184,0.152584387,0.151562712,0.150799994,0.150124227,0.149827244,0.150206486,0.151386035,0.151618939,0.152711887,0.154556835,0.155144629,0.156208274,0.157284182,0.15782364
1549.523,0.155489743,0.151796862,0.150750953,0.149968297,0.14927542,0.148997158,0.149375187,0.150573526,0.150825179,0.151929837,0.153798609,0.154365156,0.155419253,0.156378544,0.156899041
1550.005,0.154831027,0.151084212,0.150005302,0.149198509,0.148473021,0.1481616,0.148512938,0.149700921,0.149960597,0.151058909,0.152937323,0.153507777,0.154544018,0.15545718,0.155937107
1550.488,0.154253191,0.150447367,0.149330508,0.148497312,0.147726681,0.147335454,0.147635116,0.148785914,0.149040796,0.150113764,0.15198033,0.152566547,0.153575741,0.154495422,0.154918602
1550.97,0.153737116,0.149869367,0.148712871,0.147854232,0.147032994,0.146532457,0.146764556,0.147862411,0.148101543,0.149136005,0.150970856,0.151572227,0.152548248,0.153501242,0.153859943
1551.452,0.153259524,0.149328366,0.148134176,0.147254223,0.146382739,0.145762642,0.145924539,0.146966153,0.147186021,0.148177578,0.149969249,0.150581407,0.151522641,0.152517318,0.152811727
1551.934,0.152802966,0.148806194,0.147577425,0.146683056,0.145765485,0.145029443,0.145130443,0.146122199,0.146326856,0.147280242,0.1490272,0.149648588,0.15055883,0.151596132,0.151829907
1552.416,0.152352629,0.148287036,0.147026249,0.146123654,0.145165198,0.144323081,0.144379375,0.145332464,0.145530074,0.146455054,0.148162565,0.148795146,0.149681908,0.150759284,0.150936555
1552.898,0.151892259,0.147753496,0.146461981,0.145554403,0.144558354,0.143622015,0.143650113,0.144574525,0.144773041,0.145679173,0.147352908,0.147997499,0.148868172,0.149976254,0.150100088
1553.38,0.151405458,0.147188688,0.14586674,0.144952752,0.143919715,0.142899838,0.142910831,0.143812172,0.144014046,0.144906878,0.14654783,0.147196133,0.148055448,0.14917317,0.149245879
1553.862,0.150880628,0.14658319,0.14523183,0.144304982,0.143233793,0.142139784,0.142134618,0.143013569,0.143213181,0.144092449,0.145694155,0.146326903,0.147174889,0.148266434,0.148291189
1554.344,0.150316286,0.145939402,0.144560432,0.143611309,0.142500334,0.141341774,0.141313028,0.142165339,0.142350207,0.143210328,0.144760925,0.145349664,0.146181387,0.147201278,0.147181651
1554.827,0.149721783,0.145270933,0.143869013,0.142887659,0.141736929,0.140523564,0.140458914,0.14127955,0.141433626,0.142266839,0.143753432,0.144267695,0.145074736,0.1459749,0.14591669
1555.309,0.149117619,0.144600759,0.14318201,0.14216137,0.140973194,0.139715735,0.13960247,0.140387804,0.140497042,0.141296982,0.14271084,0.143126667,0.143900206,0.144641657,0.144551868
1555.791,0.148529358,0.143953638,0.142524744,0.141460877,0.140239404,0.138947724,0.138775288,0.13952471,0.139579656,0.140343757,0.141681863,0.141987756,0.142719848,0.143280638,0.14316453
1556.273,0.147964542,0.143333657,0.141898746,0.140791494,0.139540153,0.138221977,0.137980842,0.138694565,0.138689143,0.139416763,0.140679127,0.140871724,0.141555337,0.141926009,0.141788524
1556.755,0.147393978,0.142704073,0.141262737,0.140112555,0.138831056,0.137491824,0.137168106,0.137844615,0.137772208,0.138460583,0.13964038,0.139712754,0.140339669,0.140509056,0.140354288
1557.237,0.146760374,0.141999636,0.140544879,0.13935113,0.138033949,0.136672043,0.136243509,0.136877128,0.136725797,0.137365922,0.138445139,0.138380012,0.138939591,0.138893303,0.138724523
1557.719,0.146060601,0.141210267,0.139728527,0.138490825,0.137126728,0.135718933,0.135160586,0.135737144,0.135496949,0.136077167,0.137038844,0.136834625,0.137317891,0.137088234,0.136897891
1558.201,0.145478603,0.140519241,0.138993612,0.137719141,0.136296426,0.13476982,0.134078245,0.134574874,0.134258384,0.134779584,0.135647004,0.13538886,0.135802068,0.135573143,0.135322145
1558.684,0.145382232,0.140306404,0.13872563,0.137437212,0.135953591,0.134182484,0.133404864,0.133799084,0.13346384,0.133958653,0.134836216,0.134749159,0.135128869,0.135287148,0.134893857
1559.166,0.145982256,0.140804968,0.139171482,0.137901739,0.136373442,0.134243279,0.133470921,0.133762502,0.133497563,0.134026188,0.135072816,0.135436629,0.135844027,0.136818058,0.136188447
1559.648,0.146981093,0.141730594,0.140055668,0.138827509,0.137279047,0.134777523,0.134087759,0.134308921,0.134175587,0.134785398,0.136104655,0.137053675,0.137537326,0.139502065,0.138597545
1560.13,0.147776496,0.142474849,0.140767638,0.139577736,0.13802387,0.135258367,0.134665763,0.134863269,0.134852119,0.135542518,0.137103494,0.138519799,0.139083462,0.141826096,0.140699309
1560.612,0.147978035,0.142632632,0.140895103,0.139719961,0.138161634,0.135295216,0.134760033,0.134974693,0.135022797,0.135755353,0.137429739,0.139031938,0.139642046,0.142699281,0.141460869
1561.094,0.147597062,0.142205291,0.14043557,0.139249083,0.137680043,0.134855355,0.134324102,0.134580518,0.134618154,0.135346454,0.13699762,0.138505719,0.139118916,0.142024277,0.140783582
1561.576,0.146874586,0.141431853,0.139628424,0.138412208,0.136825807,0.134126367,0.133560627,0.133866622,0.133846301,0.134538569,0.136076032,0.137311348,0.137895231,0.14034209,0.139170753
1562.058,0.146068017,0.140570347,0.13873356,0.137478875,0.135869921,0.133319993,0.132704183,0.133054504,0.132956789,0.133599454,0.134987791,0.135887513,0.1364249,0.138299477,0.137225023
1562.541,0.145349332,0.139794687,0.137926787,0.136630783,0.134997433,0.132577907,0.131912981,0.132294338,0.1321201,0.132713017,0.133956553,0.134542505,0.135028107,0.136362557,0.135379331
1563.023,0.144799039,0.139185379,0.137288952,0.135951551,0.134293259,0.131961601,0.131256085,0.131652081,0.131412769,0.131962656,0.13308649,0.133424317,0.133861281,0.134767511,0.133849907
1563.505,0.144436174,0.138760816,0.136838409,0.135459763,0.133776915,0.131483047,0.130746273,0.131141111,0.130852346,0.131368275,0.132402743,0.132572092,0.132966566,0.133581955,0.132697607
1563.987,0.144252311,0.13851203,0.13656499,0.135145317,0.133439937,0.131138094,0.1303777,0.130759515,0.130437437,0.130929461,0.131903192,0.131978459,0.132338027,0.132789129,0.131906904
1564.469,0.14422864,0.138421126,0.136450028,0.134990527,0.133266136,0.130924547,0.130145726,0.130509636,0.130170181,0.130648322,0.131585581,0.13162512,0.131958363,0.132339557,0.131434949
1564.951,0.144337063,0.138462075,0.136467066,0.134971728,0.13323296,0.130837964,0.130044932,0.130393778,0.130050833,0.130524878,0.131444293,0.131484916,0.131799485,0.132163826,0.131223335
1565.433,0.144535265,0.138596149,0.136577336,0.135052533,0.133303944,0.130859852,0.130054427,0.130396434,0.130060962,0.130538219,0.131452112,0.131507329,0.131808737,0.132166576,0.131188211
1565.915,0.144773185,0.13877512,0.136732555,0.13518571,0.133429916,0.130952334,0.130134755,0.130479167,0.13015646,0.130640853,0.131552762,0.131616407,0.131906744,0.132235843,0.131225656
1566.397,0.145008634,0.13895679,0.136890542,0.135328286,0.133565579,0.131070333,0.130237665,0.130590279,0.130279557,0.130768948,0.131675683,0.131729623,0.132006746,0.132268972,0.131237063
1566.88,0.145222884,0.139120048,0.137029194,0.135455601,0.133681725,0.131177659,0.130324362,0.130684086,0.130378195,0.130866221,0.131758175,0.131781979,0.132041184,0.132199899,0.131154958
1567.362,0.145427719,0.139271998,0.13715448,0.135570096,0.133777615,0.131259934,0.130377292,0.130736312,0.130424108,0.130900708,0.131765195,0.131744858,0.131978653,0.132014183,0.130959328
1567.844,0.145665021,0.139449342,0.137302103,0.135704367,0.133882923,0.1313334,0.13041133,0.130756527,0.130424305,0.130879425,0.131704897,0.131638691,0.131840126,0.131759666,0.130690184
1568.326,0.146002815,0.139716797,0.137536011,0.135921066,0.134060032,0.131448954,0.130479814,0.130796253,0.130432628,0.130860211,0.131642395,0.131547234,0.131713317,0.131559521,0.130461498
1568.808,0.146518293,0.140151399,0.137934422,0.136299785,0.134391854,0.131683554,0.130666974,0.130942247,0.130544594,0.130947059,0.131696138,0.131612349,0.131746488,0.131599232,0.130452547
1569.29,0.147256569,0.140803043,0.138550764,0.136897508,0.134941549,0.132106029,0.131051391,0.131280856,0.130857882,0.131248851,0.131991725,0.131976862,0.132090496,0.132053261,0.130834666
1569.772,0.148179678,0.141642309,0.139359872,0.137691899,0.135694621,0.132719948,0.131645822,0.131834852,0.131405134,0.131805237,0.132576974,0.132683837,0.132793278,0.13295411,0.131648034
1570.254,0.149158862,0.142548414,0.140243234,0.138566471,0.136538817,0.13344131,0.132365513,0.132529843,0.132111895,0.132540956,0.133367618,0.13361557,0.133736029,0.134121739,0.132729178
1570.736,0.150036833,0.143367304,0.141047377,0.139364028,0.137318022,0.134138669,0.133071319,0.133230654,0.132835008,0.133302156,0.13418768,0.134548512,0.134687633,0.135245294,0.133786489
1571.219,0.150719302,0.144002938,0.141674082,0.139982524,0.137926909,0.134716846,0.133657246,0.133829611,0.133455634,0.133958653,0.13488466,0.135295403,0.135451334,0.136071695,0.134578557
1571.701,0.15121799,0.144462558,0.142128276,0.140423953,0.138362735,0.135165691,0.134106399,0.134305249,0.133944724,0.134474107,0.135413065,0.135805299,0.135970318,0.136536515,0.135041322
1572.183,0.15162834,0.144837601,0.142498717,0.140776779,0.138710765,0.135550812,0.134483127,0.134714833,0.134359044,0.134904034,0.135833715,0.136161622,0.136327373,0.136761979,0.135285103
1572.665,0.152072785,0.145246888,0.142902899,0.141160501,0.13908806,0.135965117,0.134882729,0.135147073,0.134790403,0.135343005,0.136253703,0.136506252,0.136666702,0.136954254,0.135500387
1573.147,0.152649365,0.1457865,0.143436135,0.141672006,0.139589402,0.136481782,0.135380347,0.135671226,0.135311273,0.135866402,0.136760224,0.13695783,0.137110281,0.13729303,0.135852123
1573.629,0.153407295,0.146503555,0.144143825,0.142358077,0.140259388,0.137129678,0.136003729,0.136309362,0.1359446,0.136497536,0.137381499,0.137562736,0.137705446,0.137861314,0.136414465
1574.111,0.154347852,0.147396843,0.145022496,0.143215921,0.141092025,0.137894584,0.136734991,0.13703861,0.136665986,0.137209272,0.138087798,0.138293336,0.13842521,0.138639642,0.137164077
1574.593,0.155447655,0.148440077,0.146044001,0.144216888,0.142056842,0.138746248,0.137540232,0.137823112,0.137437269,0.137960717,0.138831893,0.139093592,0.139213092,0.1395572,0.138032717
1575.075,0.156691417,0.149616057,0.147189986,0.145343548,0.143136891,0.139676965,0.138413025,0.138658784,0.138256684,0.138750708,0.139610968,0.139950468,0.140057071,0.140578867,0.138989201
1575.558,0.15808672,0.150931885,0.148469482,0.146607547,0.144348711,0.140722169,0.139398417,0.139599748,0.139186771,0.139647847,0.14050224,0.14093654,0.141033582,0.141759429,0.14009257
1576.04,0.15963307,0.152392481,0.149890183,0.148019849,0.14571141,0.1419294,0.140558601,0.140722155,0.140313918,0.140750686,0.14161755,0.142159234,0.142254375,0.14318594,0.141436538
1576.522,0.161267447,0.153940072,0.151399975,0.149529136,0.147182414,0.143285852,0.141891867,0.142037918,0.14165434,0.142083229,0.142987735,0.143633256,0.143734892,0.144835373,0.143009504
1577.004,0.162853412,0.155445306,0.152872396,0.15100612,0.148635945,0.144687846,0.143293442,0.143447021,0.14310139,0.143538704,0.144495862,0.145213021,0.145323742,0.146509415,0.144627031
1577.486,0.164254648,0.156776093,0.154175367,0.152313424,0.149933264,0.145999163,0.144617233,0.144799053,0.144490886,0.144945227,0.145950477,0.146682728,0.146797442,0.147954509,0.146046014
1577.968,0.165419303,0.157881464,0.155257757,0.153396135,0.151013877,0.147141991,0.145775028,0.145995053,0.145714395,0.146186311,0.147221863,0.147908836,0.148018009,0.149043365,0.147138833
1578.45,0.166400629,0.158813995,0.156169933,0.154303243,0.151922266,0.148133386,0.146779293,0.14703709,0.146771288,0.147257934,0.148305125,0.148907431,0.149002643,0.149838579,0.147958188
1578.932,0.167313087,0.159687007,0.157024579,0.155147739,0.152767395,0.149056051,0.147713308,0.14800112,0.147741498,0.148240679,0.149288616,0.149797619,0.149875774,0.150521091,0.148670896
1579.415,0.168276635,0.160616899,0.157937541,0.156046015,0.15366407,0.150007085,0.148676817,0.148983177,0.148726076,0.14923854,0.150285525,0.150718487,0.150781262,0.151278178,0.149452486
1579.897,0.169374522,0.161683544,0.158988585,0.157078346,0.154691075,0.151058459,0.1497431,0.150057576,0.149802952,0.150331073,0.151380777,0.151767806,0.151820784,0.152228977,0.150415076
1580.379,0.170636125,0.162913507,0.160203544,0.158270706,0.1558747,0.15223932,0.150940253,0.151255256,0.151004279,0.151551148,0.152608304,0.152978325,0.153028307,0.153401246,0.151585357
1580.861,0.172039215,0.164281175,0.16155798,0.159599271,0.157190933,0.153534531,0.152251326,0.15256309,0.152316886,0.152884736,0.153951574,0.154324592,0.154376375,0.154747893,0.152918104
1581.343,0.173526007,0.165726951,0.162992067,0.16100657,0.158583754,0.15489826,0.15362663,0.153936216,0.153694742,0.154283652,0.155360367,0.155744291,0.155799818,0.156181204,0.154330163
1581.825,0.175029609,0.167184551,0.164439304,0.162428915,0.159989942,0.15627497,0.155008478,0.155319068,0.155082275,0.155689722,0.156775205,0.15716908,0.15722606,0.157613208,0.155736476
1582.307,0.176503876,0.168607591,0.165852939,0.163822203,0.161366165,0.157624669,0.156355297,0.156670417,0.156438421,0.157059295,0.158152446,0.158551536,0.158605731,0.158987748,0.157083664
1582.789,0.177938279,0.169987241,0.167222488,0.165177775,0.162703121,0.158937461,0.157657768,0.157979326,0.157753285,0.158380763,0.159481684,0.159882393,0.159928072,0.160296988,0.158364196
1583.271,0.179354781,0.171346815,0.168569053,0.166517518,0.164022604,0.160232265,0.15893622,0.159264933,0.159046695,0.159672552,0.160783057,0.161185094,0.16121889,0.161572184,0.159609407
1583.754,0.180788711,0.172722796,0.169928416,0.167875688,0.165358256,0.161540186,0.160225371,0.160560424,0.160351588,0.160968894,0.162091802,0.162498454,0.162519216,0.162859784,0.160865369
1584.236,0.182264048,0.174141768,0.171326073,0.169275346,0.166733564,0.162885422,0.161551745,0.161892339,0.161694032,0.162297811,0.163435132,0.1638517,0.16386123,0.164192604,0.162166269
1584.718,0.183777436,0.175602126,0.17276118,0.170713345,0.168146952,0.164268691,0.162918136,0.16326404,0.163075696,0.163664408,0.164816693,0.1652472,0.165249437,0.165572287,0.163515412
1585.2,0.185299373,0.177076609,0.174208418,0.172161545,0.169572268,0.165667445,0.164303304,0.164655525,0.164474104,0.165050041,0.16621522,0.166660735,0.166659838,0.166970326,0.164885861
1585.682,0.186791707,0.178527742,0.17563167,0.173582679,0.170974584,0.167049433,0.165674531,0.16603494,0.165855767,0.16642393,0.16759692,0.168056274,0.168054914,0.168346151,0.16623907
1586.164,0.188227738,0.179928006,0.177005538,0.174950484,0.172329228,0.168390827,0.167006729,0.167376914,0.167194698,0.167762464,0.168936722,0.169407353,0.16940592,0.169670149,0.167546011
1586.646,0.189608888,0.181277084,0.178329786,0.176265292,0.17363651,0.169690754,0.168298521,0.168678401,0.16848903,0.169063929,0.170233259,0.170712759,0.1707097,0.17094222,0.168805237
1587.128,0.190963154,0.1825993,0.179628753,0.177552174,0.174920403,0.170971024,0.169570546,0.169959712,0.169760749,0.170349196,0.171509204,0.171996491,0.171988786,0.172189623,0.170042316
1587.611,0.192328936,0.183930424,0.18093773,0.178847206,0.176214434,0.17226315,0.170854823,0.17125114,0.171043009,0.171648966,0.172798744,0.1732943,0.173279127,0.173452041,0.171294505
1588.093,0.193734436,0.185296882,0.182282725,0.180177041,0.17754314,0.173590728,0.17217475,0.172575712,0.172361937,0.172986791,0.174128419,0.174632773,0.174608019,0.174758967,0.172589483
1588.575,0.195183858,0.186702443,0.183668213,0.181546312,0.178908583,0.174955699,0.173532773,0.173935869,0.173722008,0.174363714,0.175502013,0.176014652,0.175979909,0.176114793,0.17393024
1589.057,0.196654046,0.18812582,0.18507378,0.182935261,0.180289709,0.176337221,0.174907514,0.175310655,0.175103593,0.175757684,0.176897586,0.177416495,0.17737296,0.177496236,0.175293593
1589.539,0.198110348,0.189534913,0.186468198,0.184313032,0.181655697,0.177703822,0.176266857,0.176668743,0.176474147,0.177135652,0.178280753,0.178802272,0.178751976,0.178866423,0.176642639
1590.021,0.199525037,0.190904188,0.187827208,0.185656136,0.182983196,0.179031167,0.17758591,0.17798603,0.177808013,0.178471132,0.179622755,0.180142852,0.180089344,0.180195267,0.177948191
