Wavenumber,t0,60s,120s,180s,5m,8m,19m,15m,20m,25m,30m,40m,50m,60m,90m,2h
649.8933,0.610073887,0.575095631,0.565866044,0.561613166,0.558277647,0.588772467,0.580228879,0.563762886,0.55865749,0.558809298,0.562762889,0.558366386,0.558665891,0.552390271,0.53714524,0.529506914
650.3754,0.609320332,0.57443122,0.565184992,0.560912077,0.557509517,0.588058812,0.579383627,0.562935305,0.557704619,0.557822179,0.561743078,0.557261357,0.55761713,0.551383395,0.536051362,0.52851424
650.8575,0.608278653,0.57352099,0.564246181,0.559939535,0.556470645,0.587077172,0.578268839,0.56186765,0.556488618,0.556597177,0.560475558,0.555897299,0.556330148,0.55011753,0.534716159,0.527295245
651.3397,0.607003437,0.572395945,0.563078355,0.558746772,0.555222029,0.585839083,0.576917749,0.560610477,0.555078679,0.555207177,0.55903732,0.554347524,0.554843052,0.54864466,0.533199107,0.525888218
651.8218,0.605561996,0.571100554,0.561723986,0.557382267,0.553813505,0.584378031,0.575371073,0.559194178,0.553514831,0.553682279,0.557464485,0.552652189,0.553170545,0.546988249,0.531525473,0.524297376
652.3039,0.603999478,0.569664842,0.56021653,0.555872578,0.552263341,0.582729799,0.57365614,0.557613513,0.551792808,0.552002501,0.555749162,0.550802211,0.551293834,0.545136541,0.529686444,0.522506603
652.786,0.602321627,0.568089789,0.55856193,0.554212712,0.550557989,0.580909392,0.571771373,0.555837482,0.549876698,0.550123899,0.553847132,0.548759217,0.549181612,0.543060127,0.527658599,0.520499388
653.2681,0.600500946,0.566353779,0.556748453,0.552378962,0.548669485,0.578909462,0.569699977,0.553834331,0.547739967,0.548021005,0.551724923,0.546491168,0.54681423,0.540743221,0.525434698,0.518282845
653.7502,0.598506242,0.564429213,0.554764163,0.550354303,0.546588898,0.576715307,0.567425055,0.551598516,0.545386978,0.545714405,0.54938688,0.544001446,0.544211432,0.538202404,0.523038301,0.51589847
654.2324,0.596332999,0.562314697,0.552617461,0.548147808,0.544344546,0.574326569,0.564958872,0.549173636,0.542878293,0.54327935,0.546893608,0.54134524,0.54144016,0.535500105,0.520528703,0.51340941
654.7145,0.594013231,0.560037677,0.550343136,0.545805408,0.542001234,0.571767495,0.562344586,0.546633281,0.540303343,0.540812735,0.544331888,0.538604366,0.53858872,0.532720343,0.517973115,0.510874944
655.1966,0.59160522,0.557653662,0.547994265,0.543389856,0.539631482,0.569083158,0.559646325,0.544060113,0.537746745,0.538388654,0.541783708,0.535856437,0.535740039,0.529938567,0.515416988,0.508324099
655.6787,0.589167248,0.555216769,0.545618445,0.540958603,0.537286597,0.566321283,0.556924144,0.541508518,0.535255024,0.536029001,0.539288437,0.533141563,0.532940887,0.527194024,0.512865761,0.505753011
656.1608,0.586728865,0.552765173,0.543237245,0.538539839,0.534973481,0.563517348,0.55421769,0.538986913,0.532822625,0.5336922,0.536835483,0.53045641,0.530193072,0.524483857,0.510289808,0.503131951
656.6429,0.584283095,0.550301712,0.540843493,0.536131424,0.53265732,0.560686104,0.551533628,0.53646929,0.530403816,0.531306624,0.534380781,0.527770048,0.527472328,0.521778935,0.507648083,0.500439007
657.1251,0.581793818,0.547803532,0.538407115,0.533706238,0.530281377,0.557822702,0.54885598,0.533915981,0.527943145,0.528809909,0.531880214,0.525049714,0.52474597,0.519049941,0.504917885,0.497678746
657.6072,0.579229022,0.545245973,0.535902237,0.531242257,0.527805916,0.554925764,0.546168407,0.531305917,0.525411049,0.526184941,0.529321192,0.522291491,0.522004721,0.516291582,0.502111351,0.494890206
658.0893,0.576589117,0.542626869,0.533331318,0.528739636,0.525227537,0.552017748,0.543472945,0.528654572,0.522817895,0.523471232,0.526730146,0.519527034,0.519268229,0.513528071,0.499281529,0.492136883
658.5714,0.573913093,0.539974335,0.530729146,0.526223251,0.522588565,0.549143321,0.540794075,0.526004034,0.520206886,0.520741516,0.524155236,0.516805829,0.516569181,0.510797157,0.496491943,0.48947819
659.0535,0.571264569,0.537340734,0.528150594,0.523730775,0.519949998,0.546359242,0.538166761,0.523406924,0.51762509,0.518065206,0.521638732,0.514167118,0.513931128,0.508129889,0.493793979,0.486942319
659.5356,0.568705929,0.534775179,0.525643922,0.521291213,0.517367509,0.543708441,0.535618536,0.520890612,0.515101129,0.515477435,0.519187477,0.511619211,0.511354831,0.505529687,0.491204089,0.484517282
660.0178,0.566264673,0.532304702,0.523231624,0.518907369,0.514863121,0.541202709,0.533153218,0.518445772,0.512631629,0.512966374,0.516773843,0.509131905,0.508808936,0.502973181,0.488702943,0.48215943
660.4999,0.563927257,0.529925794,0.520900172,0.516556201,0.512427447,0.538817238,0.530750857,0.516033543,0.510189111,0.510490901,0.514351415,0.506655232,0.506252051,0.500424918,0.486254172,0.479820197
660.982,0.561653868,0.52761323,0.518616163,0.51420595,0.51003359,0.536504608,0.528380151,0.513608714,0.50774833,0.508010947,0.511886721,0.504150142,0.503657912,0.497866491,0.483828553,0.477466649
661.4641,0.559405106,0.525342246,0.516348652,0.511843211,0.507667441,0.534225361,0.526023798,0.511156061,0.505307201,0.505523645,0.509385854,0.501609243,0.501035131,0.495310313,0.481423209,0.475102913
661.9462,0.557161679,0.523109695,0.514091029,0.509480624,0.505338644,0.531959641,0.523688057,0.508698872,0.502898213,0.503064026,0.506897128,0.499067473,0.498428004,0.492799376,0.479064979,0.47276021
662.4283,0.554930975,0.520931777,0.511864043,0.507161419,0.503086831,0.529711889,0.521396289,0.506296422,0.500577217,0.500705783,0.504497283,0.496587948,0.495903091,0.490393393,0.476802686,0.470490846
662.9105,0.552726129,0.518825103,0.509696694,0.504937541,0.500959962,0.52748435,0.519171294,0.504023661,0.498407203,0.498531967,0.502267857,0.494246202,0.493528714,0.488149455,0.474692256,0.468354709
663.3926,0.550535237,0.516778736,0.5076022,0.502832592,0.498983308,0.525254106,0.517009916,0.501938655,0.49643817,0.496616822,0.500270351,0.492109648,0.491353642,0.486106713,0.472786961,0.466411834
663.8747,0.548307817,0.514737064,0.505555507,0.500834798,0.497145198,0.522957759,0.514874241,0.500066151,0.494697993,0.495010432,0.498544086,0.490228934,0.489408038,0.484290037,0.471136614,0.464724254
664.3568,0.545976147,0.512619865,0.503507071,0.498896596,0.495401987,0.52052007,0.512708741,0.498392994,0.493186771,0.493725128,0.497097554,0.488631847,0.48770118,0.482707343,0.46977111,0.463337414
664.8389,0.5435156,0.510378854,0.501416573,0.496970323,0.493696127,0.51791623,0.510484713,0.496870646,0.491865766,0.492701013,0.495885341,0.487289391,0.486206329,0.481334322,0.468665319,0.462234214
665.321,0.541016474,0.508069643,0.499307887,0.495047924,0.491981386,0.515249554,0.50824445,0.495410042,0.490623228,0.491756226,0.494768904,0.486076836,0.484827663,0.480066068,0.467675021,0.461267642
665.8032,0.538722974,0.505885431,0.497292344,0.493178439,0.490235587,0.512786954,0.506119716,0.49388588,0.489266164,0.490574361,0.493496937,0.484746897,0.483378202,0.478695201,0.466513799,0.460136321
666.2853,0.536924456,0.504075856,0.495514321,0.491429107,0.488444774,0.510843837,0.504258157,0.492147601,0.48756165,0.48880715,0.491769873,0.482997002,0.481613299,0.476953131,0.464839041,0.458482092
666.7674,0.535682896,0.50270984,0.493990214,0.489789121,0.486578143,0.509496308,0.50265911,0.490092081,0.485378988,0.486329059,0.489445569,0.480663568,0.479372759,0.47468512,0.462491789,0.456151321
667.2495,0.534529579,0.501421775,0.492452787,0.488071803,0.484569822,0.508258781,0.501018687,0.487752132,0.482861028,0.483484227,0.486749454,0.47793985,0.476759589,0.47203771,0.459738555,0.453447144
667.7316,0.532631737,0.499548281,0.490467984,0.486010084,0.482370687,0.506273296,0.498882095,0.485328814,0.480401845,0.480944627,0.484213714,0.475333807,0.47415308,0.469456897,0.457190565,0.451005228
668.2137,0.529723408,0.496876144,0.48794999,0.483603351,0.480081777,0.503279577,0.496209281,0.483110842,0.478355138,0.479119481,0.482248933,0.473280375,0.471978056,0.467380342,0.45531424,0.449250691
668.6959,0.526612736,0.494049086,0.485392289,0.481233372,0.477935522,0.500116645,0.493583392,0.481259004,0.476742483,0.477785554,0.480792909,0.471774721,0.470357932,0.465878295,0.454042183,0.448031436
669.178,0.524169838,0.49176051,0.48326685,0.47922003,0.476046308,0.497648635,0.49147352,0.47965606,0.475273124,0.476424547,0.479431012,0.470419459,0.468986023,0.464584844,0.452894362,0.446849423
669.6601,0.522443557,0.490058652,0.481563065,0.47751668,0.474309542,0.495867125,0.489752988,0.47802368,0.473634528,0.47470002,0.477787382,0.468789703,0.467395017,0.463023973,0.451393576,0.445292024
670.1422,0.521073532,0.488651004,0.480050127,0.47594429,0.472603581,0.494368147,0.488116178,0.476204352,0.471729281,0.472604475,0.475774189,0.466746178,0.465374144,0.461001839,0.449386765,0.443271522
670.6243,0.519777384,0.487291953,0.478558349,0.474390506,0.470886861,0.492862176,0.486407607,0.474233309,0.469665263,0.470342522,0.473554704,0.464431445,0.463035547,0.458654538,0.447036569,0.440971133
671.1064,0.518430753,0.485867023,0.477022304,0.472819747,0.469173997,0.491250491,0.484614297,0.472214331,0.467596038,0.468131206,0.471333322,0.462060316,0.460605124,0.456217224,0.4445933,0.438636765
671.5886,0.51702543,0.484370178,0.475447936,0.471238997,0.467483514,0.489558309,0.482788873,0.47022116,0.4656028,0.466066718,0.469213361,0.459762595,0.45823541,0.453843369,0.44222371,0.43641638
672.0707,0.515606563,0.482855329,0.473877002,0.469668086,0.465820537,0.487863932,0.480986096,0.468269069,0.463672455,0.46412258,0.467177235,0.457556016,0.455971034,0.451565944,0.439971164,0.434336455
672.5528,0.514206987,0.481369937,0.472341623,0.468113588,0.464174154,0.48622504,0.479234113,0.466341272,0.461756097,0.462225103,0.465160344,0.455406463,0.45378735,0.44934959,0.437817077,0.43236123
673.0349,0.512821775,0.479926125,0.470850511,0.466576882,0.462537515,0.484645106,0.477525389,0.464431872,0.459832201,0.460343078,0.463133311,0.453304222,0.451665945,0.447173514,0.43575992,0.430471858
673.517,0.51141399,0.478496449,0.46939019,0.465047874,0.460919349,0.483082118,0.475833918,0.462565719,0.457933997,0.458511288,0.461135555,0.451288726,0.4496249,0.445063547,0.433838535,0.428688046
673.9991,0.509955311,0.4770563,0.467948723,0.463528143,0.459350053,0.48150009,0.474146621,0.460795586,0.456132514,0.456804882,0.459251212,0.449424539,0.447713409,0.443081067,0.432106606,0.427051548
674.4813,0.508451484,0.475605679,0.466527699,0.462034513,0.457868045,0.479900707,0.472476526,0.459172077,0.454490694,0.455277719,0.457551876,0.447756171,0.445974959,0.441283996,0.430595812,0.425580743
674.9634,0.506943142,0.474178995,0.465144997,0.460585946,0.456502504,0.478332564,0.470861397,0.457719941,0.45303061,0.453928893,0.45605838,0.446273182,0.444422206,0.439688005,0.429285596,0.424259992
675.4455,0.505479538,0.472818138,0.463816706,0.459196004,0.455253127,0.476856352,0.469335536,0.456419622,0.451718384,0.452695485,0.454725511,0.444909269,0.443017706,0.438255912,0.428106629,0.42303134
675.9276,0.504086939,0.471545291,0.462542979,0.457860708,0.454090885,0.475509487,0.467910395,0.455219909,0.450484676,0.451487647,0.453471231,0.443574691,0.44169856,0.436914949,0.426971558,0.421834821
676.4097,0.502749748,0.470344049,0.46130112,0.456561301,0.452962289,0.474273236,0.466562461,0.454056638,0.449259449,0.45023481,0.452219948,0.442198745,0.440398731,0.435594148,0.425813851,0.420628178
676.8918,0.501423228,0.469161173,0.460051422,0.455275045,0.451814358,0.473083487,0.465247149,0.452881976,0.448002775,0.448920866,0.450939088,0.440766402,0.439081727,0.434256992,0.424612504,0.419411721
677.374,0.500061411,0.467939502,0.458765245,0.453991237,0.450614867,0.471862447,0.463923746,0.451682364,0.446720855,0.447588097,0.449649735,0.43931758,0.437749212,0.432914404,0.423394145,0.418215586
677.8561,0.498640903,0.466641222,0.457435212,0.452715483,0.449361734,0.470558051,0.462572198,0.450468135,0.445448161,0.446302391,0.4484015,0.437921192,0.436430162,0.431606289,0.42220457,0.417077524
678.3382,0.497182224,0.465273968,0.456086172,0.451470366,0.448077239,0.469171933,0.461205993,0.449266053,0.444219413,0.445111163,0.447232554,0.436633683,0.435153218,0.430378448,0.42108082,0.416017099
678.8203,0.495733805,0.463885872,0.454762543,0.450277705,0.446794266,0.467756209,0.459859687,0.448089374,0.443045373,0.444015321,0.446144695,0.435466458,0.433926992,0.429247754,0.420024867,0.415021031
679.3024,0.494349415,0.462541524,0.453510847,0.449148102,0.445538647,0.466386833,0.458571146,0.446932807,0.441905757,0.442967246,0.445095006,0.434384675,0.4327335,0.428197665,0.419008922,0.414053085
679.7845,0.493053677,0.461285237,0.452349425,0.448064787,0.444318958,0.465118067,0.457352789,0.445769183,0.440756914,0.441893601,0.444017939,0.433321835,0.431538294,0.427181005,0.417988745,0.413074797
680.2667,0.49183387,0.460122274,0.451267159,0.446993757,0.443132204,0.463960272,0.456191382,0.444573855,0.439564821,0.44074682,0.442868377,0.432227244,0.430319681,0.426154792,0.416940409,0.412069292
680.7488,0.490650182,0.459023642,0.450231721,0.445902031,0.441976509,0.462880064,0.45505644,0.443344152,0.438332947,0.439530123,0.441652617,0.431093896,0.429089892,0.425102207,0.415875251,0.41105811
681.2309,0.489459105,0.457938836,0.449203456,0.444772887,0.440857758,0.461820581,0.453922974,0.442105678,0.437100578,0.438302201,0.440428414,0.429962771,0.427892574,0.424044985,0.414837407,0.410082369
681.713,0.48824176,0.456832362,0.448161409,0.443616929,0.439790974,0.460736494,0.452786352,0.440906016,0.435927729,0.437141276,0.439278303,0.428900221,0.426786492,0.423023488,0.413878924,0.409184818
682.1951,0.487014155,0.455696535,0.447108552,0.442472339,0.4387927,0.459618258,0.451668002,0.439791989,0.434866531,0.436107194,0.438270582,0.42796216,0.425815612,0.422079893,0.413031439,0.408382933
682.6772,0.485819384,0.454563339,0.446068503,0.441382703,0.437870093,0.45849012,0.450605432,0.438790716,0.433938608,0.435212842,0.437422837,0.427164873,0.424987956,0.421231339,0.412289025,0.407661609
683.1594,0.484701365,0.453477656,0.445070159,0.440380339,0.437011175,0.45739562,0.449630756,0.437892923,0.433122336,0.434414278,0.436700845,0.426476948,0.424268587,0.420460467,0.411610198,0.406979147
683.6415,0.483679387,0.452477403,0.444130118,0.439472182,0.43618712,0.456366968,0.448750031,0.437066098,0.432375355,0.433647928,0.436036559,0.425842037,0.423603039,0.419734096,0.410942718,0.406296786
684.1236,0.48273457,0.451569649,0.443243822,0.438639419,0.435362762,0.455405082,0.447941728,0.436273648,0.43166002,0.432862904,0.43537502,0.425211766,0.422946387,0.419026324,0.410255025,0.405599271
684.6057,0.481818073,0.450728135,0.442391495,0.437848916,0.434519017,0.45447954,0.447165082,0.435495765,0.430969633,0.432060464,0.434705188,0.424576758,0.422291387,0.418340108,0.409555131,0.404909204
685.0878,0.48087695,0.4499103,0.441551002,0.437072127,0.433657562,0.453552619,0.44638701,0.43474762,0.43033465,0.431294567,0.43406948,0.423974226,0.421675971,0.417716617,0.408891315,0.404274022
685.5699,0.479877545,0.449074255,0.440712405,0.436297019,0.432805495,0.452597318,0.445593416,0.434064446,0.42980467,0.430640615,0.433537391,0.423461823,0.421163076,0.417209189,0.408327482,0.403742828
686.0521,0.478826837,0.44820251,0.439885746,0.435534452,0.432003059,0.451622416,0.444805064,0.433487775,0.429419722,0.430160319,0.433168276,0.423090097,0.420806594,0.416866596,0.40790941,0.403339681
686.5342,0.477761352,0.447308375,0.439091876,0.434802981,0.431279792,0.450664512,0.444060227,0.433036157,0.429179707,0.429861933,0.432973127,0.422864268,0.420623481,0.416694221,0.407644406,0.403050271
687.0163,0.476731986,0.446419606,0.438353236,0.434119632,0.430643355,0.449772353,0.443396973,0.432688471,0.429039189,0.429692556,0.432898535,0.422736735,0.420573529,0.416649602,0.407494827,0.402828717
687.4984,0.475777319,0.445569735,0.437677256,0.433486598,0.430077306,0.448978404,0.442830316,0.432390735,0.428914643,0.429557105,0.432847274,0.422622733,0.420575779,0.416647883,0.407394377,0.402618107
687.9805,0.47490597,0.444774495,0.437052714,0.432887821,0.429545056,0.448284554,0.44234621,0.432072082,0.428718275,0.429358684,0.432712928,0.422433149,0.420533854,0.416596535,0.407276034,0.4023775
688.4626,0.474103163,0.44403394,0.436454763,0.432303011,0.429013871,0.447661707,0.441906789,0.431679032,0.42839255,0.429038403,0.432425451,0.422111683,0.42037903,0.416425906,0.407096905,0.40209671
688.9448,0.47334263,0.443340795,0.43586214,0.431715091,0.428469239,0.447070609,0.441475714,0.43119329,0.427929729,0.428592536,0.431972151,0.421654613,0.420090132,0.416113334,0.406849164,0.401792699
689.4269,0.472605903,0.442689231,0.435267467,0.431126305,0.427920191,0.446486199,0.441028405,0.430636378,0.427368303,0.428063867,0.431395347,0.421102437,0.419697234,0.415681575,0.406548078,0.40149606
689.909,0.471894622,0.442086985,0.434683247,0.43055582,0.427392812,0.445910262,0.440571273,0.430057893,0.426771016,0.427515267,0.430766133,0.420516577,0.419258822,0.415186858,0.406218796,0.401225879
690.3911,0.471224385,0.441551133,0.434131919,0.430027034,0.426911006,0.445366023,0.440124319,0.429508087,0.426195703,0.4269944,0.430146562,0.41995058,0.418832543,0.414686323,0.405875824,0.400982866
690.8732,0.470616123,0.441094574,0.433633925,0.42955677,0.426485632,0.444883906,0.439712839,0.429021539,0.42567723,0.426524674,0.429575604,0.419434213,0.418453685,0.414225935,0.405519608,0.400749926
691.3553,0.470070658,0.440716016,0.433194696,0.429144518,0.42610984,0.444474834,0.439345739,0.4286049,0.425224132,0.426102213,0.429060502,0.418974437,0.418129113,0.413827873,0.405147059,0.400507545
691.8375,0.469573213,0.440391988,0.432798299,0.428775545,0.425764953,0.444118134,0.439012382,0.428248343,0.424831396,0.425721077,0.428598909,0.418568303,0.417847104,0.413500693,0.404765124,0.40025099
692.3196,0.469091365,0.440081218,0.432418605,0.428424058,0.425431941,0.443769856,0.438686709,0.427935184,0.424492081,0.425382272,0.428189975,0.41822161,0.417596892,0.413248274,0.404398774,0.399996911
692.8017,0.468599666,0.439747852,0.432031993,0.428076598,0.42510913,0.443384928,0.438349687,0.427659374,0.424210649,0.42510251,0.427849039,0.41795224,0.417376211,0.413076362,0.404089789,0.399778721
693.2838,0.468086624,0.439370636,0.431631498,0.427729494,0.424805806,0.442939564,0.437994191,0.427420359,0.423991167,0.424900315,0.427591987,0.417778507,0.417197894,0.412987757,0.403875069,0.39962611
693.7659,0.467569479,0.438958855,0.431231258,0.427399774,0.424543538,0.442445808,0.437637677,0.427224792,0.423836315,0.42478087,0.427428364,0.417706356,0.41707795,0.412979946,0.403775545,0.399548798
694.248,0.46707778,0.438541967,0.430858121,0.427106656,0.424333389,0.441946438,0.437308289,0.427070153,0.423729377,0.424721525,0.42734328,0.417715876,0.417020067,0.413033074,0.403777464,0.399529292
694.7302,0.466643952,0.438157322,0.430539907,0.426863647,0.424167644,0.441492396,0.437029338,0.42694253,0.423640096,0.424677532,0.427299713,0.417764879,0.417013011,0.413113712,0.403841846,0.399531159
695.2123,0.466278256,0.437827465,0.430287017,0.426665754,0.424021184,0.441117218,0.436805199,0.426813899,0.423529488,0.42459599,0.427249602,0.417799045,0.417033056,0.413182787,0.403919369,0.399516532
695.6944,0.465963454,0.437548525,0.430089869,0.426489985,0.423855693,0.440818708,0.436613735,0.426659815,0.423371511,0.424445186,0.427158273,0.417782131,0.417049727,0.41321217,0.403970318,0.399463894
696.1765,0.465664946,0.437297236,0.429923461,0.426306467,0.42364194,0.440564659,0.43641937,0.426467373,0.423164479,0.42422784,0.427016382,0.417703891,0.417045883,0.413191699,0.403981099,0.399380282
696.6586,0.465346245,0.437039345,0.429759615,0.426089356,0.423368203,0.440306271,0.436185765,0.426242521,0.422928332,0.423976165,0.426842267,0.417583123,0.417013173,0.413126685,0.403958063,0.399286209
697.1407,0.464990359,0.436755298,0.429580808,0.425829627,0.423048893,0.440012253,0.435899129,0.426006933,0.422693921,0.423732694,0.426662856,0.417450661,0.416954171,0.413031982,0.403917449,0.399205473
697.6229,0.464605988,0.436445663,0.429385504,0.425538395,0.422711771,0.439676737,0.435567553,0.425779965,0.422479251,0.423520885,0.426493437,0.417321195,0.416863583,0.412912435,0.403862517,0.39914238
698.105,0.464223177,0.436133242,0.429182516,0.425232685,0.422382667,0.439324988,0.435218724,0.425569226,0.422280006,0.423332078,0.42632057,0.417185833,0.416727629,0.412757275,0.403779973,0.399077996
698.5871,0.463867003,0.435841302,0.428976248,0.424929167,0.42206828,0.438987481,0.434879615,0.42536,0.422063501,0.423125856,0.426107285,0.417004803,0.416519067,0.412539002,0.403639403,0.398977486
699.0692,0.463546619,0.435582584,0.428760502,0.424633041,0.421757395,0.438684735,0.434560915,0.425124815,0.421792336,0.422857722,0.425813462,0.416737365,0.416215638,0.412235778,0.403415431,0.398810739
699.5513,0.463239451,0.435340118,0.428511556,0.424332887,0.421421592,0.43840552,0.434250257,0.424834237,0.421439529,0.422500343,0.425419367,0.416362208,0.415811136,0.411845289,0.403104688,0.398570611
700.0334,0.462901377,0.435075829,0.428198619,0.424011833,0.421036868,0.438112728,0.433918732,0.424477579,0.421011032,0.422069275,0.424944084,0.415897986,0.415332054,0.41139741,0.402734217,0.398278197
700.5156,0.462483967,0.434746848,0.427797252,0.423653362,0.420595305,0.437760826,0.433538246,0.424066838,0.420545087,0.421612284,0.424444171,0.41540269,0.414829541,0.410946201,0.402353643,0.397973791
700.9977,0.461956314,0.434321087,0.427302281,0.42325156,0.420110454,0.437317656,0.433093481,0.423630491,0.420094815,0.421188312,0.423984276,0.414946393,0.414363496,0.410550494,0.402011786,0.39769351
701.4798,0.461316244,0.433792871,0.426728564,0.422809231,0.41960911,0.436781023,0.432591002,0.423196867,0.419697963,0.420832092,0.423606468,0.41457979,0.413974247,0.410245692,0.401731065,0.397446501
701.9619,0.460586166,0.433183454,0.426104944,0.422332544,0.419113246,0.436173898,0.432051014,0.42277665,0.419361524,0.420535317,0.423308349,0.414309694,0.413667193,0.410025035,0.401493741,0.39720812
702.444,0.45979838,0.432524409,0.425457245,0.421822467,0.418631947,0.435529459,0.431494333,0.422354366,0.419053407,0.420246595,0.423041705,0.414094449,0.413406918,0.409840918,0.401252465,0.396929521
702.9261,0.458978499,0.431844832,0.42479976,0.421270588,0.418151461,0.434871238,0.430928134,0.421895842,0.41871796,0.419896616,0.422734043,0.413863159,0.413134516,0.409622177,0.400946487,0.396559172
703.4083,0.458134321,0.431152667,0.424128493,0.420659423,0.41764225,0.434195968,0.430341476,0.421365694,0.418301863,0.419433283,0.422322961,0.413547589,0.412790142,0.409303634,0.400536625,0.396070208
703.8904,0.457257348,0.430436926,0.423426793,0.419977349,0.417074019,0.433479454,0.429707385,0.4207424,0.417776397,0.41884084,0.421782079,0.413107578,0.412336077,0.408848519,0.400014547,0.395469589
704.3725,0.456339415,0.429679192,0.422680929,0.419223499,0.416430275,0.432693825,0.429005604,0.420035738,0.417148805,0.418149188,0.421125936,0.412545398,0.411769676,0.4082602,0.399408037,0.394796915
704.8546,0.455382613,0.428867599,0.421892798,0.418415103,0.415714924,0.431828924,0.428230739,0.419276353,0.416452268,0.417411277,0.420397649,0.411891592,0.411112934,0.40757028,0.398759888,0.394102452
705.3367,0.454408861,0.428007255,0.42107782,0.417585348,0.414949687,0.430903484,0.427399788,0.418503258,0.415722846,0.416672964,0.419638386,0.411182757,0.410395345,0.406819987,0.398104883,0.39342439
705.8188,0.453454768,0.427123696,0.420265967,0.416766961,0.414160751,0.42996319,0.426545935,0.417743117,0.414985339,0.415952419,0.418867432,0.410440605,0.409639827,0.406042563,0.397453636,0.392777159
706.301,0.452554935,0.426249114,0.419478808,0.415981709,0.413367603,0.429058372,0.42570221,0.416998854,0.414239697,0.415234541,0.418072846,0.409663185,0.408851037,0.405249867,0.396795098,0.392151006
706.7831,0.451726517,0.42540889,0.418727873,0.415233263,0.412579225,0.428222005,0.424890192,0.416256304,0.41347367,0.414492251,0.417234345,0.408839579,0.408030304,0.404445031,0.396113106,0.391533911
707.2652,0.450959458,0.424611793,0.418000607,0.414506125,0.411793638,0.427451996,0.424107846,0.415493391,0.412675353,0.413707831,0.416340835,0.407965429,0.407178145,0.403631957,0.395402674,0.390919728
707.7473,0.450221212,0.423842452,0.41727288,0.413777101,0.411008508,0.426714503,0.423336747,0.414698472,0.411850252,0.41289175,0.415410505,0.407060408,0.406315167,0.402825741,0.394683099,0.390320308
708.2294,0.449471187,0.42307894,0.416520305,0.413026105,0.410226728,0.425960318,0.422554197,0.41388203,0.411024456,0.412083925,0.414492364,0.406167711,0.405476625,0.402053883,0.393991558,0.389758024
708.7115,0.448680159,0.422299177,0.415734325,0.412249163,0.409460527,0.425157742,0.421749508,0.413071384,0.410232786,0.411332776,0.413645669,0.405339427,0.404701543,0.401344466,0.393364444,0.389248834
709.1937,0.447841522,0.421498573,0.414924163,0.411459119,0.408727567,0.424304224,0.420929499,0.412301163,0.40950009,0.41066765,0.412913785,0.404609792,0.404014218,0.400711251,0.392815059,0.388790833
709.6758,0.446969392,0.420685794,0.414114462,0.410678098,0.408035915,0.42343279,0.420116667,0.411593643,0.408830982,0.410083311,0.412302857,0.403981787,0.403413137,0.400143917,0.392326896,0.388356043
710.1579,0.446090081,0.419880031,0.41333171,0.409925472,0.407387603,0.4225929,0.419340835,0.410953111,0.408205125,0.409542109,0.411785007,0.403424155,0.402871953,0.399611981,0.391857489,0.387906385
710.64,0.445220701,0.419093046,0.412588049,0.40920909,0.406764666,0.421826158,0.418613964,0.410360513,0.40758899,0.408993257,0.411307576,0.402887883,0.402350166,0.399077702,0.39136399,0.387409653
711.1221,0.44436068,0.418322776,0.411876564,0.408520898,0.406142286,0.421142058,0.417933304,0.409787723,0.406953065,0.408402274,0.410822951,0.402331029,0.401810689,0.398514702,0.390819128,0.386858918
711.6042,0.443497334,0.417556375,0.411176964,0.407845247,0.40550118,0.420517016,0.417276717,0.409210246,0.406290157,0.407768154,0.410311896,0.401738447,0.401239368,0.39792068,0.390232039,0.386275012
712.0864,0.442612974,0.416777954,0.410465684,0.407166741,0.404835309,0.419908869,0.416619367,0.408620268,0.405616832,0.407123615,0.409781007,0.401125651,0.400644506,0.397315512,0.389636624,0.385700538
712.5685,0.441695984,0.415976008,0.40973063,0.406474217,0.404150154,0.419272138,0.415940234,0.408016682,0.404955214,0.406508371,0.409248868,0.400520693,0.400042179,0.396721529,0.389067328,0.385166806
713.0506,0.440754451,0.415155284,0.408976467,0.405770121,0.403461091,0.418585638,0.415236315,0.407408257,0.404322661,0.405948193,0.408725772,0.399945726,0.399443368,0.396152052,0.388542301,0.384682888
713.5327,0.43980988,0.41433585,0.408223994,0.405060876,0.402781264,0.41785672,0.414518808,0.406794791,0.403715752,0.405436588,0.408195932,0.39940106,0.398843772,0.395598229,0.388048613,0.384227407
714.0148,0.438885503,0.413537722,0.407493552,0.404352446,0.402110369,0.417109069,0.413803133,0.406164793,0.403110231,0.404932383,0.407624074,0.398859791,0.39821925,0.395030771,0.387547871,0.383758379
714.4969,0.437993509,0.412770805,0.406792979,0.403642946,0.401436277,0.416367492,0.41309896,0.405501529,0.402475149,0.40438796,0.406970629,0.398288212,0.397543929,0.394417789,0.387000559,0.383237987
714.9791,0.437123145,0.412023698,0.406112336,0.402920702,0.400737673,0.415634031,0.412398197,0.404788566,0.401792302,0.403772615,0.406217411,0.397660468,0.396805953,0.393746324,0.386388421,0.382653208
715.4612,0.436244654,0.411266171,0.405422523,0.402173224,0.399999282,0.414889034,0.411680079,0.404024998,0.40107027,0.40309576,0.405387953,0.396980188,0.39601967,0.393029278,0.385727895,0.382025794
715.9433,0.435321302,0.410465773,0.404691261,0.401390827,0.399218161,0.414096616,0.410919922,0.40322907,0.400341889,0.402400785,0.404538809,0.396278824,0.39522353,0.392307685,0.385065994,0.3814022
