0.001974	0.001989333	1.23516E-06
0.002862333	0.002884667	5.34567E-06
0.003704667	0.003730667	5.04616E-06
0.004582333	0.004616	2.20806E-05
0.005615667	0.00566	2.13584E-06
0.006597	0.006650333	2.47541E-05
0.009642	0.009569667	0.000149409
0.012726	0.012820667	3.94616E-06
0.015643333	0.015762667	4.31808E-06
0.018592	0.018724333	1.59044E-06
0.021869333	0.022014	2.13311E-06
0.024689667	0.024868667	1.22736E-05
0.027371	0.027536333	3.19314E-06
0.030797667	0.030961333	4.43148E-06
0.033091	0.033247667	3.08636E-06
