RamanShift,SLS1
606.212,0.023818433
607.177,0.023576079
608.141,0.023271133
609.105,0.022897865
610.069,0.022536128
611.033,0.022225813
611.998,0.021953761
612.962,0.021693936
613.926,0.021427776
614.89,0.021160834
615.855,0.020916818
616.819,0.020676864
617.783,0.020437655
618.747,0.020201663
619.712,0.019975302
620.676,0.019758787
621.64,0.019515887
622.604,0.019235813
623.568,0.018941088
624.533,0.018655411
625.497,0.018401834
626.461,0.018185601
627.425,0.018029385
628.39,0.017891476
629.354,0.017713176
630.318,0.017486481
631.282,0.017246129
632.246,0.017051128
633.211,0.016942498
634.175,0.016845753
635.139,0.016710666
636.104,0.016524413
637.068,0.016307207
638.032,0.016103922
638.996,0.015957792
639.96,0.015844172
640.925,0.015729541
641.889,0.015593546
642.853,0.01542834
643.817,0.015237707
644.782,0.015017578
645.746,0.014796096
646.71,0.014607551
647.674,0.014471161
648.639,0.01437966
649.603,0.014292176
650.567,0.014136096
651.531,0.013940354
652.495,0.013733732
653.46,0.013516198
654.424,0.013290918
655.388,0.013079598
656.352,0.012928367
657.317,0.012810724
658.281,0.012672988
659.245,0.012516397
660.209,0.012356091
661.173,0.012199319
662.138,0.01200867
663.102,0.011801675
664.066,0.011625382
665.03,0.011465662
665.995,0.011301057
666.959,0.011116716
667.923,0.010919308
668.887,0.010725768
669.852,0.010539127
670.816,0.010355575
671.78,0.010176092
672.744,0.009997245
673.709,0.009813436
674.673,0.009601766
675.637,0.009375915
676.601,0.009166699
677.566,0.008982754
678.53,0.008816624
679.494,0.008646135
680.458,0.008451307
681.422,0.008249049
682.387,0.008054853
683.351,0.007872984
684.315,0.007703368
685.279,0.007540861
686.244,0.007362718
687.208,0.007163035
688.172,0.006972364
689.136,0.006807248
690.101,0.006668511
691.065,0.006534916
692.029,0.006369317
692.993,0.006154508
693.957,0.005938983
694.922,0.005747936
695.886,0.00558295
696.85,0.005432709
697.814,0.005290347
698.779,0.005142079
699.743,0.004959257
700.707,0.004758896
701.671,0.00456424
702.636,0.004389511
703.6,0.004236405
704.564,0.004119499
705.528,0.004033645
706.492,0.003941024
707.457,0.003831019
708.421,0.003717189
709.385,0.003622915
710.349,0.003550874
711.314,0.003450798
712.278,0.003316972
713.242,0.003183132
714.206,0.003075874
715.171,0.002997414
716.135,0.002912375
717.099,0.002786384
718.063,0.002682312
719.028,0.002621047
719.992,0.002582749
720.956,0.00254043
721.92,0.002483006
722.885,0.002429969
723.849,0.002389084
724.813,0.002349054
725.777,0.002307812
726.741,0.00226773
727.706,0.002229943
728.67,0.002188734
729.634,0.002145725
730.598,0.002107171
731.563,0.002069294
732.527,0.002044366
733.491,0.002043774
734.455,0.002061717
735.419,0.002061745
736.384,0.002047989
737.348,0.002041961
738.312,0.002053456
739.276,0.002087077
740.241,0.002141789
741.205,0.002206497
742.169,0.00226947
743.133,0.00234462
744.098,0.002433968
745.062,0.002519551
746.026,0.002585012
746.99,0.002637109
747.955,0.002708211
748.919,0.002762297
749.883,0.002818014
750.847,0.002884611
751.812,0.002958254
752.776,0.003034328
753.74,0.003152428
754.704,0.003307696
755.668,0.003435436
756.633,0.003537913
757.597,0.003637025
758.561,0.003751576
759.525,0.003877361
760.49,0.004004209
761.454,0.004147426
762.418,0.004299786
763.382,0.004452657
764.346,0.004604061
765.311,0.00476036
766.275,0.00492199
767.239,0.005055371
768.203,0.005165956
769.168,0.005272005
770.132,0.00538181
771.096,0.005497585
772.06,0.005621408
773.025,0.005767894
773.989,0.005926605
774.953,0.006082775
775.917,0.006225239
776.881,0.006341134
777.846,0.006418251
778.81,0.006451357
779.774,0.006478244
780.739,0.006545022
781.703,0.006632569
782.667,0.006713417
783.631,0.006765463
784.595,0.006780564
785.56,0.006760178
786.524,0.00675286
787.488,0.006784253
788.452,0.006844083
789.417,0.006908219
790.381,0.006952615
791.345,0.006966036
792.309,0.006958821
793.274,0.006943172
794.238,0.006916049
795.202,0.006868669
796.166,0.006800261
797.13,0.006720599
798.095,0.006646347
799.059,0.006554663
800.023,0.006454287
800.987,0.006383902
801.952,0.006333418
802.916,0.006280933
803.88,0.006216883
804.844,0.006151812
805.808,0.006057378
806.773,0.005932244
807.737,0.005799609
808.701,0.005679732
809.665,0.005570591
810.63,0.005440637
811.594,0.005246689
812.558,0.005025011
813.522,0.004816527
814.487,0.004612378
815.451,0.00441492
816.415,0.004241347
817.379,0.004114005
818.344,0.003973534
819.308,0.003825057
820.272,0.003685197
821.236,0.0035328
822.201,0.003354598
823.165,0.003156431
824.129,0.0029576
825.093,0.002736583
826.057,0.002482929
827.022,0.002221257
827.986,0.001982153
828.95,0.001785436
829.914,0.001631123
830.879,0.001488997
831.843,0.001325025
832.807,0.001180444
833.771,0.00108382
834.736,0.000996718
835.7,0.000866108
836.664,0.00068157
837.628,0.000543978
838.592,0.000503286
839.557,0.00046825
840.521,0.000407932
841.485,0.000321901
842.449,0.000224328
843.414,0.000129058
844.378,5.77711E-05
845.342,2.93796E-05
846.306,2.40456E-05
847.271,2.03681E-05
848.235,1.05455E-05
849.199,4.91337E-06
850.163,2.90241E-05
851.128,0.000124643
852.092,0.000207597
853.056,0.000225577
854.02,0.000228679
854.984,0.000262496
855.949,0.000338537
856.913,0.000433702
857.877,0.000556567
858.841,0.000691023
859.806,0.000802019
860.77,0.000892158
861.734,0.000984963
862.698,0.001102958
863.663,0.001247152
864.627,0.001394056
865.591,0.001560865
866.555,0.001744151
867.519,0.001891814
868.484,0.002008224
869.448,0.002146761
870.412,0.002357796
871.376,0.002557361
872.341,0.002736878
873.305,0.002949661
874.269,0.003175596
875.233,0.003399599
876.198,0.003631412
877.162,0.003894421
878.126,0.004156828
879.09,0.004371891
880.054,0.004572584
881.019,0.00479431
881.983,0.005045057
882.947,0.005307161
883.911,0.005558566
884.876,0.005801593
885.84,0.00606611
886.804,0.006365858
887.768,0.0066822
888.733,0.006989231
889.697,0.007279554
890.661,0.007582229
891.625,0.007926537
892.59,0.00829028
893.554,0.008654878
894.518,0.009025653
895.482,0.00940901
896.447,0.009809434
897.411,0.010229123
898.375,0.010664385
899.339,0.011101163
900.303,0.011517803
901.268,0.011915557
902.232,0.012313892
903.196,0.012714543
904.16,0.013102623
905.125,0.013476312
906.089,0.013865191
907.053,0.014285735
908.017,0.014748697
908.981,0.015246804
909.946,0.015757387
910.91,0.016255506
911.874,0.016729638
912.838,0.017219169
913.803,0.017760072
914.767,0.018319925
915.731,0.018868342
916.695,0.019406276
917.66,0.019952782
918.624,0.020504895
919.588,0.021021625
920.552,0.021524536
921.516,0.02203181
922.481,0.022541548
923.445,0.023075292
924.409,0.023669403
925.374,0.024338582
926.338,0.025041836
927.302,0.025719079
928.266,0.026333187
929.23,0.026874886
930.195,0.027373968
931.159,0.027878755
932.123,0.028424346
933.087,0.028980734
934.052,0.029496872
935.016,0.030025885
935.98,0.030551629
936.944,0.031067945
937.909,0.031587532
938.873,0.032114884
939.837,0.032601929
940.801,0.033051692
941.765,0.033554772
942.73,0.034054503
943.694,0.034500988
944.658,0.03489206
945.622,0.035249555
946.587,0.035592457
947.551,0.035934079
948.515,0.03630384
949.479,0.036636764
950.443,0.036901231
951.408,0.037137227
952.372,0.037387222
953.336,0.037660432
954.301,0.037942594
955.265,0.038201966
956.229,0.038360646
957.193,0.038443489
958.157,0.038530103
959.122,0.038677897
960.086,0.038887818
961.05,0.039103277
962.014,0.039250341
962.979,0.039320599
963.943,0.039372184
964.907,0.039416799
965.871,0.039437328
966.836,0.039442597
967.8,0.039464231
968.764,0.039481058
969.728,0.039505474
970.692,0.039619137
971.657,0.039767461
972.621,0.039887335
973.585,0.039966433
974.549,0.040030419
975.514,0.040105141
976.478,0.040197839
977.442,0.040324308
978.406,0.0404627
979.37,0.040564873
980.335,0.040592773
981.299,0.040561773
982.263,0.040544257
983.227,0.040622811
984.192,0.04074198
985.156,0.040798172
986.12,0.040892223
987.084,0.041049876
988.049,0.041212099
989.013,0.04132238
989.977,0.041400967
990.941,0.041509833
991.906,0.041665323
992.87,0.041821245
993.834,0.041967196
994.798,0.042124934
995.763,0.04230782
996.727,0.042486491
997.691,0.042585494
998.655,0.042591652
999.619,0.042662858
1000.58,0.042815328
1001.55,0.043029966
1002.51,0.043273172
1003.48,0.043485862
1004.44,0.043620977
1005.4,0.043745265
1006.37,0.04396721
1007.33,0.044193371
1008.3,0.044367707
1009.26,0.044511985
1010.23,0.044679714
1011.19,0.044908036
1012.15,0.045190737
1013.12,0.04546976
1014.08,0.045705209
1015.05,0.045983982
1016.01,0.046334935
1016.98,0.046695102
1017.94,0.047000004
1018.9,0.047237466
1019.87,0.047452153
1020.83,0.047729123
1021.8,0.048123709
1022.76,0.048563224
1023.73,0.04900427
1024.69,0.049397951
1025.65,0.049728267
1026.62,0.050027843
1027.58,0.050369689
1028.55,0.050798651
1029.51,0.051245065
1030.47,0.051636561
1031.44,0.051975591
1032.4,0.052319588
1033.37,0.052725895
1034.33,0.053208481
1035.3,0.053725766
1036.26,0.05425856
1037.22,0.054844284
1038.19,0.055399001
1039.15,0.055881742
1040.12,0.056334973
1041.08,0.05680995
1042.05,0.057310616
1043.01,0.057788261
1043.97,0.058231683
1044.94,0.058732876
1045.9,0.059322033
1046.87,0.059951208
1047.83,0.060555433
1048.8,0.061117799
1049.76,0.061673736
1050.72,0.062271806
1051.69,0.06293354
1052.65,0.063656268
1053.62,0.064383595
1054.58,0.065101106
1055.55,0.065844408
1056.51,0.066611317
1057.47,0.067354221
1058.44,0.068032019
1059.4,0.068697226
1060.37,0.069407258
1061.33,0.070118174
1062.3,0.070808193
1063.26,0.071511813
1064.22,0.072294377
1065.19,0.073192899
1066.15,0.074185047
1067.12,0.075127653
1068.08,0.07594489
1069.04,0.076742059
1070.01,0.077606466
1070.97,0.078526181
1071.94,0.079414001
1072.9,0.080184943
1073.87,0.080845435
1074.83,0.08149711
1075.79,0.082171554
1076.76,0.082831793
1077.72,0.083485046
1078.69,0.084155501
1079.65,0.084848582
1080.62,0.085546663
1081.58,0.086221144
1082.54,0.086964259
1083.51,0.087834403
1084.47,0.088681701
1085.44,0.089359251
1086.4,0.089779104
1087.37,0.089983139
1088.33,0.090115758
1089.29,0.090328779
1090.26,0.090614168
1091.22,0.090831924
1092.19,0.090957964
1093.15,0.091001171
1094.11,0.090950278
1095.08,0.09079758
1096.04,0.090540136
1097.01,0.090198328
1097.97,0.089819165
1098.93,0.089502475
1099.9,0.089233486
1100.86,0.088935708
1101.83,0.088508723
1102.79,0.08786678
1103.76,0.087025096
1104.72,0.086096651
1105.68,0.085208231
1106.65,0.084386381
1107.61,0.083529726
1108.58,0.082647446
1109.54,0.081764291
1110.51,0.080860542
1111.47,0.079897622
1112.43,0.078834926
1113.4,0.07766193
1114.36,0.076440136
1115.33,0.07535493
1116.29,0.074334557
1117.26,0.073323027
1118.22,0.07236156
1119.18,0.071388411
1120.15,0.070317668
1121.11,0.069142677
1122.08,0.067964006
1123.04,0.066845126
1124.01,0.065777051
1124.97,0.064729227
1125.93,0.063656737
1126.9,0.062504404
1127.86,0.061256009
1128.83,0.059976859
1129.79,0.058800078
1130.76,0.057804527
1131.72,0.056932362
1132.68,0.056067513
1133.65,0.055149096
1134.61,0.054144883
1135.58,0.053109669
1136.54,0.052108188
1137.51,0.051135916
1138.47,0.050151728
1139.43,0.049196286
1140.4,0.048353581
1141.36,0.047558528
1142.33,0.046725776
1143.29,0.045867662
1144.25,0.045057126
1145.22,0.044347197
1146.18,0.043693467
1147.15,0.042990595
1148.11,0.042167992
1149.08,0.041326044
1150.04,0.040533117
1151,0.039775187
1151.97,0.039034787
1152.93,0.038316252
1153.9,0.037631096
1154.86,0.036964898
1155.83,0.036287012
1156.79,0.035597884
1157.75,0.034902041
1158.72,0.034192839
1159.68,0.033477264
1160.65,0.032769824
1161.61,0.032095314
1162.58,0.031474619
1163.54,0.03091451
1164.5,0.030383697
1165.47,0.029795591
1166.43,0.029157197
1167.4,0.028513522
1168.36,0.027901404
1169.32,0.027317856
1170.29,0.026739098
1171.25,0.026150171
1172.22,0.025575556
1173.18,0.02507081
1174.15,0.024615136
1175.11,0.024110544
1176.07,0.023533789
1177.04,0.022941661
1178,0.022408973
1178.97,0.021950177
1179.93,0.021509408
1180.89,0.021030764
1181.86,0.020545877
1182.82,0.020036674
1183.79,0.019471372
1184.75,0.018894816
1185.72,0.018364079
1186.68,0.017903587
1187.64,0.017497115
1188.61,0.017101339
1189.57,0.016670772
1190.54,0.016191091
1191.5,0.015712407
1192.47,0.015273877
1193.43,0.014847089
1194.39,0.014387947
1195.36,0.013933755
1196.32,0.013557617
1197.29,0.013253748
1198.25,0.012877674
1199.22,0.012407307
1200.18,0.011984053
1201.14,0.011600649
1202.11,0.011227567
1203.07,0.010864649
1204.04,0.010512057
1205,0.010154677
1205.96,0.009783575
1206.93,0.009419474
1207.89,0.009103669
1208.86,0.008837688
1209.82,0.008569706
1210.79,0.008291888
1211.75,0.008009659
1212.71,0.007715536
1213.68,0.007397146
1214.64,0.007061365
1215.61,0.006734005
1216.57,0.00640288
1217.54,0.006060739
1218.5,0.005766633
1219.46,0.005525459
1220.43,0.005304858
1221.39,0.005071194
1222.36,0.004818955
1223.32,0.004574262
1224.29,0.004379196
1225.25,0.004247359
1226.21,0.00409583
1227.18,0.003853465
1228.14,0.003627359
1229.11,0.003472769
1230.07,0.003344573
1231.04,0.003198677
1232,0.003034425
1232.96,0.002863825
1233.93,0.002676284
1234.89,0.002488581
1235.86,0.002350167
1236.82,0.002250344
1237.79,0.00214898
1238.75,0.00202662
1239.71,0.001895137
1240.68,0.001767609
1241.64,0.001643785
1242.61,0.001533476
1243.57,0.001486872
1244.54,0.001424327
1245.5,0.00129486
1246.46,0.001188336
1247.43,0.001132114
1248.39,0.001091569
1249.36,0.001035886
1250.32,0.000966581
1251.28,0.0009047
1252.25,0.000864708
1253.21,0.000842566
1254.18,0.000823093
1255.14,0.00079437
1256.11,0.000741808
1257.07,0.00066366
1258.03,0.000583559
1259,0.000517605
1259.96,0.000464413
1260.93,0.000434109
1261.89,0.000451486
1262.86,0.00046658
1263.82,0.000448871
1264.78,0.000423546
1265.75,0.000405766
1266.71,0.000388765
1267.68,0.000357156
1268.64,0.000314531
1269.61,0.000294622
1270.57,0.000334821
1271.53,0.00041294
1272.5,0.000421339
1273.46,0.000349752
1274.43,0.000270379
1275.39,0.000213133
1276.35,0.000176914
1277.32,0.000143051
1278.28,9.69052E-05
1279.25,4.40801E-05
1280.21,2.64062E-06
1281.18,-3.02886E-06
1282.14,6.76011E-05
1283.1,0.00014669
1284.07,0.000147108
1285.03,7.76391E-05
1286,1.81716E-05
1286.96,2.00317E-05
1287.92,5.19901E-05
1288.89,4.23186E-05
1289.85,-2.4842E-05
1290.82,-6.0279E-05
1291.78,-1.94439E-05
1292.75,2.51386E-05
1293.71,6.53469E-05
1294.67,9.70395E-05
1295.64,9.57904E-05
1296.6,6.37988E-05
1297.57,4.81238E-05
1298.53,8.65274E-05
1299.5,0.00013606
1300.46,0.000112051
1301.42,3.39316E-05
1302.39,-8.53246E-06
1303.35,-3.1439E-06
1304.32,4.14013E-06
1305.28,9.58233E-06
1306.25,3.90577E-05
1307.21,8.37362E-05
1308.17,8.84531E-05
1309.14,4.26528E-05
1310.1,-2.21275E-05
1311.07,-5.76198E-05
1312.03,-2.96332E-05
1312.99,4.59515E-05
1313.96,0.000130846
