RamanShift,SLS2
727.71,0.001876508
728.67,0.001848829
729.63,0.001794324
730.6,0.001742825
731.56,0.001680067
732.53,0.001629783
733.49,0.00162363
734.46,0.001668248
735.42,0.001689146
736.38,0.001667139
737.35,0.0016435
738.31,0.001637326
739.28,0.001655139
740.24,0.001697003
741.2,0.00175987
742.17,0.00182618
743.13,0.001889464
744.1,0.001948157
745.06,0.001997293
746.03,0.002028852
746.99,0.002044251
747.95,0.002082427
748.92,0.002107763
749.88,0.002146163
750.85,0.002218977
751.81,0.00231485
752.78,0.002396352
753.74,0.00247151
754.7,0.002576445
755.67,0.002683426
756.63,0.002780798
757.6,0.002865337
758.56,0.002941843
759.53,0.003020285
760.49,0.003128746
761.45,0.003272413
762.42,0.003401632
763.38,0.003499552
764.35,0.003579477
765.31,0.003677975
766.28,0.003803618
767.24,0.003911146
768.2,0.004008923
769.17,0.004102031
770.13,0.004195348
771.1,0.004290729
772.06,0.004389682
773.02,0.004510937
773.99,0.004639404
774.95,0.004761407
775.92,0.004866867
776.88,0.004945319
777.85,0.004988284
778.81,0.004993692
779.77,0.00500426
780.74,0.005056034
781.7,0.005128454
782.67,0.005199475
783.63,0.00524994
784.6,0.005267889
785.56,0.005249549
786.52,0.005243215
787.49,0.005273324
788.45,0.005324231
789.42,0.005370163
790.38,0.005391772
791.35,0.005389133
792.31,0.005384632
793.27,0.005380094
794.24,0.005366888
795.2,0.005337738
796.17,0.005282259
797.13,0.005198353
798.09,0.005093054
799.06,0.004991057
800.02,0.004904531
800.99,0.004842584
801.95,0.004789211
802.92,0.00472867
803.88,0.004673165
804.84,0.004645952
805.81,0.004588443
806.77,0.004473543
807.74,0.004336912
808.7,0.004210529
809.67,0.004101765
810.63,0.003983614
811.59,0.003821929
812.56,0.003638225
813.52,0.003461098
814.49,0.003279905
815.45,0.0030999
816.42,0.002935739
817.38,0.002803697
818.34,0.002669438
819.31,0.002540307
820.27,0.00241984
821.24,0.002284458
822.2,0.002124885
823.16,0.001955662
824.13,0.001797013
825.09,0.001628667
826.06,0.001437804
827.02,0.00124082
827.99,0.001052522
828.95,0.000882115
829.91,0.000738965
830.88,0.000621367
831.84,0.000518246
832.81,0.000426005
833.77,0.000359529
834.74,0.000302206
835.7,0.00022418
836.66,0.000119776
837.63,5.43976E-05
838.59,6.37823E-05
839.56,7.88546E-05
840.52,7.14069E-05
841.49,4.51468E-05
842.45,1.88014E-05
843.41,1.12666E-05
844.38,3.02045E-05
845.34,7.75815E-05
846.31,0.000140292
847.27,0.000206966
848.23,0.000271938
849.2,0.000348552
850.16,0.000455873
851.13,0.000639906
852.09,0.000805321
853.06,0.000896574
854.02,0.00097847
854.98,0.001099006
855.95,0.001267998
856.91,0.001458613
857.88,0.001680669
858.84,0.001911032
859.81,0.002107294
860.77,0.002278871
861.73,0.002470331
862.7,0.002712885
863.66,0.003002703
864.63,0.003281742
865.59,0.003567316
866.56,0.003865504
867.52,0.004133129
868.48,0.004381922
869.45,0.004672658
870.41,0.005056413
871.38,0.005419681
872.34,0.005734635
873.3,0.006078027
874.27,0.006434345
875.23,0.006799406
876.2,0.007197274
877.16,0.007667477
878.13,0.008160943
879.09,0.008589995
880.05,0.008990329
881.02,0.009401854
881.98,0.009836306
882.95,0.010280077
883.91,0.010728889
884.88,0.011183059
885.84,0.011676418
886.8,0.012231388
887.77,0.012808177
888.73,0.013366142
889.7,0.013893498
890.66,0.014430114
891.63,0.01500077
892.59,0.015599024
893.55,0.016217129
894.52,0.016851352
895.48,0.017495101
896.45,0.018140823
897.41,0.0187961
898.37,0.019469443
899.34,0.020138716
900.3,0.020809428
901.27,0.021500591
902.23,0.022203517
903.2,0.022886149
904.16,0.023528823
905.12,0.024148389
906.09,0.024780199
907.05,0.025436233
908.02,0.026125147
908.98,0.026840338
909.95,0.027568314
910.91,0.028285081
911.87,0.028976595
912.84,0.029670467
913.8,0.030411393
914.77,0.03116924
915.73,0.031914132
916.7,0.032642266
917.66,0.033376184
918.62,0.034107519
919.59,0.034792758
920.55,0.035439405
921.52,0.03609636
922.48,0.036786335
923.45,0.037516374
924.41,0.038283707
925.37,0.03908707
926.34,0.039909727
927.3,0.040714954
928.27,0.041454381
929.23,0.042112134
930.19,0.042722166
931.16,0.043327828
932.12,0.043955967
933.09,0.044564562
934.05,0.045159202
935.02,0.045822246
935.98,0.046477654
936.94,0.047091755
937.91,0.047690471
938.87,0.048307449
939.84,0.048904689
940.8,0.049448547
941.77,0.050005382
942.73,0.050545256
943.69,0.051038554
944.66,0.051492522
945.62,0.051931351
946.59,0.052378393
947.55,0.052845396
948.52,0.053307803
949.48,0.053689277
950.44,0.05398385
951.41,0.054235822
952.37,0.054502953
953.34,0.054833191
954.3,0.055229294
955.26,0.055595348
956.23,0.055841371
957.19,0.055985347
958.16,0.056103683
959.12,0.056270223
960.09,0.056508838
961.05,0.056776067
962.01,0.056981467
962.98,0.057089878
963.94,0.057166405
964.91,0.057241479
965.87,0.057304646
966.84,0.057350636
967.8,0.057359941
968.76,0.057283528
969.73,0.057241473
970.69,0.05734929
971.66,0.057494039
972.62,0.057574811
973.59,0.057586529
974.55,0.057565462
975.51,0.057544415
976.48,0.057546591
977.44,0.05760671
978.41,0.057683487
979.37,0.057686911
980.33,0.057569116
981.3,0.057367374
982.26,0.057193728
983.23,0.057136951
984.19,0.057124977
985.16,0.057061014
986.12,0.057009565
987.08,0.056962439
988.05,0.056892747
989.01,0.056789729
989.98,0.056698574
990.94,0.056624813
991.91,0.05652136
992.87,0.056402885
993.83,0.056293254
994.8,0.056223174
995.76,0.056187176
996.73,0.056140016
997.69,0.056007731
998.66,0.055773227
999.62,0.055614181
1000.58,0.055520352
1001.55,0.055445357
1002.51,0.055395372
1003.48,0.055357327
1004.44,0.055292491
1005.41,0.055197687
1006.37,0.055134578
1007.33,0.055075897
1008.3,0.055015263
1009.26,0.054937097
1010.23,0.054842714
1011.19,0.054742538
1012.15,0.054670233
1013.12,0.054634188
1014.08,0.054597237
1015.05,0.05460839
1016.01,0.054701999
1016.98,0.054799004
1017.94,0.054825847
1018.9,0.054768836
1019.87,0.05470049
1020.83,0.05471491
1021.8,0.054842823
1022.76,0.055006306
1023.73,0.055166149
1024.69,0.055274444
1025.65,0.055317929
1026.62,0.05534273
1027.58,0.055436943
1028.55,0.055628827
1029.51,0.055827382
1030.48,0.055964067
1031.44,0.056049201
1032.4,0.05614146
1033.37,0.056295412
1034.33,0.056527219
1035.3,0.05680141
1036.26,0.057099873
1037.23,0.057475501
1038.19,0.057814407
1039.15,0.058063169
1040.12,0.058273774
1041.08,0.058503705
1042.05,0.058771446
1043.01,0.059024414
1043.97,0.05925784
1044.94,0.059547011
1045.9,0.059897608
1046.87,0.060272154
1047.83,0.060616695
1048.8,0.060922904
1049.76,0.061223978
1050.72,0.061577874
1051.69,0.062017911
1052.65,0.062505227
1053.62,0.062992038
1054.58,0.063459074
1055.55,0.063927562
1056.51,0.064401483
1057.47,0.064883628
1058.44,0.065372543
1059.4,0.065856627
1060.37,0.066289848
1061.33,0.066664899
1062.3,0.067026067
1063.26,0.067422739
1064.22,0.06789605
1065.19,0.068464802
1066.15,0.069102088
1067.12,0.069716127
1068.08,0.070274941
1069.04,0.070788832
1070.01,0.071296943
1070.97,0.071823061
1071.94,0.072333207
1072.9,0.072769391
1073.87,0.073104932
1074.83,0.073396413
1075.79,0.073696344
1076.76,0.073997411
1077.72,0.074303267
1078.69,0.074631375
1079.65,0.074987264
1080.62,0.075349839
1081.58,0.075686367
1082.54,0.076074929
1083.51,0.076542989
1084.47,0.076941099
1085.44,0.077221282
1086.4,0.077355624
1087.37,0.077358698
1088.33,0.077287579
1089.29,0.077250005
1090.26,0.077262639
1091.22,0.077219399
1092.19,0.077116411
1093.15,0.076983602
1094.11,0.076805533
1095.08,0.076554615
1096.04,0.076207288
1097.01,0.0757863
1097.97,0.075342274
1098.94,0.074950661
1099.9,0.074601983
1100.86,0.07425211
1101.83,0.073796683
1102.79,0.073148423
1103.76,0.072330114
1104.72,0.071484856
1105.69,0.070728671
1106.65,0.070052244
1107.61,0.069392538
1108.58,0.068705645
1109.54,0.067922946
1110.51,0.067042761
1111.47,0.06611962
1112.44,0.065211112
1113.4,0.06429462
1114.36,0.06331376
1115.33,0.062385292
1116.29,0.061521125
1117.26,0.060687649
1118.22,0.059897578
1119.18,0.059089204
1120.15,0.058198614
1121.11,0.057235015
1122.08,0.05628336
1123.04,0.055374904
1124.01,0.054467412
1124.97,0.053573757
1125.93,0.052702231
1126.9,0.051812964
1127.86,0.050850251
1128.83,0.04981502
1129.79,0.048815073
1130.76,0.047971871
1131.72,0.047251741
1132.68,0.046535704
1133.65,0.045779889
1134.61,0.044961446
1135.58,0.044144387
1136.54,0.043363194
1137.51,0.042578228
1138.47,0.041741382
1139.43,0.040907891
1140.4,0.040166885
1141.36,0.03947075
1142.33,0.038759632
1143.29,0.038043695
1144.25,0.037367754
1145.22,0.03676818
1146.18,0.036205749
1147.15,0.035589561
1148.11,0.034829488
1149.08,0.034095989
1150.04,0.033460979
1151,0.032863677
1151.97,0.032267912
1152.93,0.031676048
1153.9,0.031094421
1154.86,0.030519562
1155.83,0.029929701
1156.79,0.029346626
1157.75,0.028759157
1158.72,0.028156712
1159.68,0.02754409
1160.65,0.026935979
1161.61,0.026351673
1162.58,0.025811576
1163.54,0.025326648
1164.5,0.02489736
1165.47,0.024410525
1166.43,0.02385689
1167.4,0.023296547
1168.36,0.022748931
1169.32,0.02222861
1170.29,0.02172729
1171.25,0.021250324
1172.22,0.020789651
1173.18,0.020364945
1174.15,0.019973848
1175.11,0.019558677
1176.07,0.019110961
1177.04,0.018648006
1178,0.01821551
1178.97,0.017822536
1179.93,0.017431364
1180.9,0.017001889
1181.86,0.016577048
1182.82,0.016151259
1183.79,0.015692762
1184.75,0.01522147
1185.72,0.014778307
1186.68,0.014383385
1187.65,0.014031354
1188.61,0.013687119
1189.57,0.01333045
1190.54,0.012946768
1191.5,0.012553355
1192.47,0.012176696
1193.43,0.011807853
1194.4,0.011420673
1195.36,0.011044279
1196.32,0.010743365
1197.29,0.01051537
1198.25,0.010216099
1199.22,0.009801301
1200.18,0.009423832
1201.14,0.009089825
1202.11,0.008778732
1203.07,0.008496442
1204.04,0.008234315
1205,0.007959655
1205.97,0.007645798
1206.93,0.007322284
1207.89,0.007036724
1208.86,0.006792166
1209.82,0.006558969
1210.79,0.006331167
1211.75,0.006105833
1212.72,0.005859045
1213.68,0.005593694
1214.64,0.00533375
1215.61,0.005103185
1216.57,0.004866081
1217.54,0.004592357
1218.5,0.004345055
1219.47,0.004157409
1220.43,0.003999467
1221.39,0.003813983
1222.36,0.003588773
1223.32,0.003369106
1224.29,0.003215443
1225.25,0.003140217
1226.21,0.003019283
1227.18,0.002788727
1228.14,0.00259109
1229.11,0.002484196
1230.07,0.00241359
1231.04,0.002321397
1232,0.002207639
1232.96,0.00207831
1233.93,0.001924152
1234.89,0.001772721
1235.86,0.001685193
1236.82,0.001631201
1237.79,0.001549353
1238.75,0.001433528
1239.71,0.001323554
1240.68,0.001256337
1241.64,0.001213626
1242.61,0.001152192
1243.57,0.001087537
1244.54,0.00102262
1245.5,0.000942098
1246.46,0.000876831
1247.43,0.000829899
1248.39,0.000792184
1249.36,0.000757359
1250.32,0.000725574
1251.28,0.000702997
1252.25,0.000689577
1253.21,0.000682375
1254.18,0.000659398
1255.14,0.000623877
1256.11,0.000566242
1257.07,0.000489704
1258.03,0.000416082
1259,0.000373532
1259.96,0.000362321
1260.93,0.00035722
1261.89,0.000374153
1262.86,0.000384659
1263.82,0.000360508
1264.78,0.000333083
1265.75,0.000340199
1266.71,0.000359993
1267.68,0.000354337
1268.64,0.000313822
1269.61,0.000269888
1270.57,0.000273518
1271.53,0.000308866
1272.5,0.000312295
1273.46,0.000277534
1274.43,0.000229778
1275.39,0.000172376
1276.35,0.000124369
1277.32,0.000104866
1278.28,9.81515E-05
1279.25,8.16318E-05
1280.21,4.26587E-05
1281.18,2.91053E-05
1282.14,8.94574E-05
1283.1,0.000159499
1284.07,0.000158664
1285.03,0.000103074
1286,6.33151E-05
1286.96,7.51764E-05
1287.93,0.000115961
1288.89,0.000114802
1289.85,5.85117E-05
1290.82,3.4336E-05
1291.78,8.47824E-05
1292.75,0.000125391
1293.71,0.000143362
1294.68,0.000144903
1295.64,0.000123688
1296.6,8.27946E-05
1297.57,5.79437E-05
1298.53,7.55617E-05
1299.5,0.000106097
1300.46,0.000126921
1301.42,0.0001215
1302.39,9.61908E-05
1303.35,5.11884E-05
1304.32,1.90412E-05
1305.28,2.96465E-05
1306.25,7.62854E-05
1307.21,0.000116481
1308.17,0.000123694
1309.14,0.000107604
1310.1,8.8237E-05
1311.07,7.85523E-05
1312.03,9.54028E-05
1313,0.000128652
1313.96,0.000171983
1314.92,0.000198721
1315.89,0.000195384
1316.85,0.000152179
1317.82,9.86879E-05
1318.78,5.51656E-05
1319.75,1.80217E-05
1320.71,2.09619E-05
1321.67,0.00010408
1322.64,0.000163718
1323.6,0.000173297
1324.57,0.000162562
1325.53,0.000178733
1326.5,0.000218236
1327.46,0.000247804
1328.42,0.000267263
1329.39,0.000269697
1330.35,0.000231749
1331.32,0.000176633
1332.28,0.000128252
1333.24,9.66237E-05
1334.21,9.17941E-05
1335.17,0.000110762
1336.14,0.000143109
1337.1,0.000155239
1338.07,0.000156975
1339.03,0.000148602
1339.99,0.000143552
1340.96,0.000162121
1341.92,0.000197875
1342.89,0.000226641
1343.85,0.000265811
1344.82,0.000297987
