-1963,0.5,-392.4,1.003106287
-1530,1,-370.4,1.003106287
-1444,0.5,-354.4,2.001554951
-1408,0.5,-347.4,1.003106287
-1359,0.5,-333.4,2.001554951
-1309,0.5,-310.4,1.003106287
-1249,0.5,-249.4,1.003106287
-1208,0.5,-181.4,1.003106287
-1101,0.5,141.6,2.001554951
-1000,0.5,677.6,1.003106287
