-1527,1,-138.4,1.003106287
-1299,1,-134.4,1.003106287
-1008,0.5,-131.4,1.003106287
-849,0.5,-129.4,1.003106287
-798,0.5,-128.4,1.003106287
-701,0.5,-119.4,1.003106287
-658,0.5,-103.4,1.003106287
-625,0.5,-74.4,1.003106287
-604,0.5,-44.4,1.003106287
-549,0.5,149.6,1.003106287
-518,0.5,355.6,1.003106287
-477,0.5,690.6,1.003106287
