76.6	0.221
76.7	0.217
76.9	0.212
77	0.208
77.1	0.203
77.2	0.199
77.3	0.196
77.5	0.195
77.6	0.194
77.7	0.192
77.8	0.191
78	0.191
78.1	0.191
78.2	0.191
78.3	0.193
78.5	0.195
78.6	0.197
78.7	0.198
78.8	0.2
79	0.204
79.1	0.208
79.2	0.213
79.3	0.218
79.5	0.223
79.6	0.228
79.7	0.233
79.9	0.238
80	0.243
80.1	0.248
80.2	0.254
80.3	0.261
80.5	0.268
80.6	0.274
80.7	0.28
80.8	0.286
80.9	0.292
81.1	0.298
81.2	0.305
81.3	0.312
81.4	0.318
81.6	0.325
81.7	0.331
81.8	0.336
82	0.342
82.1	0.347
82.2	0.351
82.3	0.356
82.4	0.361
82.6	0.365
82.7	0.37
82.8	0.374
82.9	0.378
83.1	0.381
83.2	0.385
83.3	0.388
83.4	0.39
83.5	0.392
83.6	0.393
83.8	0.394
83.9	0.396
84	0.397
84.2	0.398
84.3	0.398
84.4	0.398
84.5	0.398
84.7	0.397
84.8	0.395
84.9	0.394
85	0.392
85.1	0.391
85.3	0.39
85.4	0.387
85.5	0.385
85.6	0.383
85.7	0.38
85.8	0.377
86	0.374
86.1	0.37
86.2	0.365
86.3	0.362
86.4	0.359
86.5	0.354
86.7	0.349
86.8	0.344
86.9	0.34
87	0.335
87.1	0.331
87.2	0.326
87.4	0.322
87.5	0.318
87.6	0.314
87.7	0.31
87.9	0.305
88	0.301
88.1	0.297
88.2	0.294
88.3	0.291
88.4	0.288
88.5	0.285
88.6	0.283
88.7	0.281
88.8	0.278
88.9	0.276
89	0.274
89.2	0.272
89.3	0.27
89.4	0.268
89.5	0.268
89.6	0.269
89.7	0.269
89.9	0.269
90	0.269
90.1	0.27
90.2	0.271
90.3	0.272
90.4	0.273
90.5	0.275
90.6	0.277
90.7	0.28
90.8	0.282
91	0.284
91.1	0.287
91.2	0.29
91.3	0.293
91.4	0.296
91.5	0.3
91.6	0.303
91.7	0.306
91.8	0.31
91.9	0.313
92	0.318
92.1	0.322
92.2	0.326
92.3	0.33
92.4	0.335
92.5	0.339
92.6	0.344
92.7	0.348
92.8	0.352
92.9	0.355
93	0.359
93.1	0.362
87.6	0.37
68.8	0.384
42.6	0.39
20	0.376
7.97	0.332
5.79	0.272
5.34	0.221
5.17	0.182
5.12	0.151
5.11	0.126
5.1	0.107
5.11	0.0929
5.1	0.082
5.12	0.0732
5.12	0.0658
5.12	0.0604
5.12	0.0562
5.12	0.0525
5.12	0.0497
5.12	0.0478
5.12	0.0457
5.12	0.044
5.12	0.0433
5.12	0.043
5.12	0.0426
5.12	0.0417
5.12	0.0413
5.11	0.0409
5.1	0.0412
5.12	0.0417
5.12	0.0417
5.12	0.0403
5.12	0.039
5.12	0.0392
5.12	0.04
5.12	0.0404
5.12	0.0403
5.12	0.0399
5.12	0.0395
5.12	0.04
5.12	0.0406
5.12	0.0408
5.12	0.0409
5.12	0.041
5.12	0.0412
5.12	0.041
5.12	0.0414
5.12	0.042
5.12	0.0425
5.12	0.0417
5.12	0.0406
5.12	0.0404
5.12	0.0407
5.12	0.0405
5.12	0.0403
5.12	0.0405
5.12	0.0401
5.12	0.0407
5.12	0.0421
5.12	0.0425
5.12	0.0416
5.12	0.0408
5.12	0.041
5.12	0.0406
5.12	0.0399
5.14	0.0393
5.18	0.0391
5.2	0.0392
5.22	0.0393
5.26	0.0394
5.28	0.0394
5.3	0.0392
5.32	0.0396
5.32	0.0403
5.34	0.0405
5.36	0.0408
5.34	0.0413
5.32	0.0421
5.34	0.043
5.34	0.0435
5.3	0.043
5.31	0.0422
5.36	0.0416
5.34	0.0417
5.34	0.0412
5.37	0.0396
