83	0.379
83.1	0.382
83.2	0.384
83.3	0.386
83.5	0.388
83.6	0.39
83.7	0.392
83.8	0.394
83.9	0.396
84.1	0.397
84.2	0.396
84.4	0.395
84.5	0.395
84.6	0.394
84.7	0.393
84.8	0.393
84.9	0.392
85.1	0.39
85.2	0.388
85.3	0.387
85.4	0.385
85.6	0.383
85.7	0.38
85.8	0.378
85.9	0.375
86	0.371
86.1	0.367
86.3	0.364
86.4	0.36
86.5	0.357
86.6	0.353
86.7	0.349
86.9	0.344
87	0.338
87.1	0.334
87.2	0.33
87.3	0.325
87.4	0.321
87.6	0.316
87.7	0.312
87.8	0.309
87.9	0.306
88.1	0.302
88.2	0.297
88.3	0.293
88.4	0.289
88.5	0.287
88.6	0.284
88.7	0.281
88.8	0.278
88.9	0.277
89	0.276
89.1	0.275
89.2	0.275
89.4	0.274
89.5	0.272
89.6	0.271
89.7	0.27
89.8	0.27
89.9	0.271
90.1	0.272
90.2	0.272
90.3	0.274
90.4	0.274
90.4	0.276
90.6	0.278
90.7	0.28
90.8	0.282
90.9	0.284
91	0.287
91.1	0.289
91.2	0.291
91.3	0.294
91.5	0.297
91.6	0.301
91.7	0.305
91.8	0.309
91.9	0.313
92	0.316
92.1	0.32
92.2	0.325
92.3	0.329
92.4	0.333
92.5	0.337
92.6	0.341
92.7	0.345
92.8	0.349
92.9	0.352
93	0.356
93.1	0.361
91.3	0.367
79	0.379
54	0.393
28.5	0.389
11.3	0.358
6.12	0.3
5.51	0.242
5.26	0.197
5.15	0.163
5.12	0.137
5.12	0.116
5.12	0.0996
5.12	0.087
5.12	0.0774
5.12	0.0694
5.12	0.0626
5.12	0.0575
5.12	0.0539
5.12	0.0518
5.12	0.0501
5.12	0.0483
5.12	0.047
5.12	0.0462
5.12	0.0456
5.12	0.0443
5.12	0.0433
5.12	0.0431
5.12	0.0421
5.14	0.0407
5.15	0.0395
5.12	0.0391
5.12	0.0397
5.12	0.0399
5.12	0.0408
5.12	0.0412
5.12	0.0416
5.12	0.0418
5.12	0.0413
5.12	0.0408
5.12	0.041
5.12	0.0416
5.12	0.0417
5.12	0.0416
5.11	0.0415
5.1	0.0408
5.12	0.0403
5.12	0.0409
5.12	0.0424
5.12	0.0429
5.12	0.0425
5.12	0.0415
5.12	0.0407
5.12	0.0401
5.12	0.0396
5.12	0.0396
5.14	0.0402
5.15	0.0409
5.12	0.0411
5.12	0.0412
5.12	0.0407
5.12	0.0399
5.12	0.04
5.12	0.0407
5.12	0.041
5.12	0.0403
5.12	0.0396
5.12	0.0397
5.12	0.0401
5.12	0.0403
5.12	0.0406
5.12	0.0406
5.12	0.0401
5.14	0.0396
5.15	0.0396
5.12	0.04
5.14	0.0399
5.15	0.0394
5.12	0.0388
5.12	0.0387
5.14	0.0393
5.15	0.0396
5.12	0.0396
5.12	0.0398
5.12	0.0399
5.12	0.0395
5.12	0.0393
5.12	0.0394
5.12	0.0395
5.11	0.0396
5.1	0.0397
5.12	0.04
5.12	0.0401
5.12	0.0394
5.12	0.0384
5.12	0.0382
5.12	0.0387
5.12	0.0391
5.12	0.0391
5.12	0.0389
5.12	0.0389
5.12	0.0387
5.12	0.039
5.12	0.0397
5.11	0.04
5.09	0.0396
5.1	0.0396
5.12	0.0401
5.12	0.0394
5.12	0.0392
5.12	0.04
5.12	0.0407
5.12	0.0415
5.12	0.0426
5.12	0.0433
5.12	0.0432
5.12	0.0425
5.12	0.0412
5.12	0.0404
5.12	0.0407
5.12	0.0414
5.12	0.0415
5.12	0.0412
5.12	0.0408
5.12	0.041
5.14	0.0405
5.16	0.0392
5.15	0.039
5.14	0.0396
5.16	0.0405
5.18	0.0405
5.19	0.0395
5.16	0.0391
5.16	0.0391
5.16	0.0388
5.16	0.0382
5.16	0.0375
5.16	0.0374
5.16	0.0376
5.15	0.038
5.12	0.0383
5.12	0.0381
5.12	0.0383
5.12	0.0387
5.12	0.0389
5.12	0.0393
5.12	0.0392
5.12	0.0388
5.12	0.0387
5.12	0.0383
5.12	0.0385
5.12	0.0389
5.12	0.0391
5.12	0.0389
5.12	0.0386
5.12	0.0392
5.14	0.0399
5.15	0.0401
5.12	0.0403
5.12	0.0409
5.12	0.0408
5.12	0.0404
5.12	0.0403
5.14	0.0405
5.16	0.0408
5.15	0.0403
5.12	0.0395
5.12	0.0394
5.12	0.0402
5.12	0.0406
5.14	0.0406
5.15	0.0398
5.14	0.0392
5.16	0.0392
5.16	0.0404
5.16	0.0416
5.15	0.0413
5.12	0.0412
5.12	0.0407
5.12	0.0399
5.14	0.0395
5.15	0.0396
5.14	0.0398
5.16	0.0393
5.16	0.0391
5.2	0.0392
5.26	0.0391
5.27	0.0393
5.24	0.0398
5.24	0.0406
5.24	0.0412
5.24	0.0414
5.26	0.0417
5.28	0.0418
5.28	0.0411
5.27	0.0402
5.26	0.0396
5.3	0.0391
5.41	0.0391
5.62	0.0394
5.79	0.0396
5.97	0.0401
6.12	0.0401
6.28	0.0403
6.44	0.0408
6.59	0.0413
6.75	0.0405
6.91	0.0394
7.06	0.0395
7.2	0.0395
7.34	0.039
7.49	0.0385
7.65	0.0385
7.8	0.0389
7.96	0.0395
8.12	0.0405
8.27	0.0407
8.45	0.0402
8.62	0.0397
8.77	0.0389
8.9	0.0382
9.05	0.0383
9.21	0.0388
9.37	0.04
9.52	0.0408
9.7	0.0416
9.87	0.0422
10	0.0432
10.2	0.0451
10.3	0.0474
10.5	0.0491
10.7	0.0511
10.8	0.0537
11	0.0562
11.1	0.0592
11.3	0.0628
11.5	0.0669
11.6	0.0718
11.8	0.0766
11.9	0.0807
12.1	0.0851
12.2	0.0894
12.4	0.0929
12.6	0.0957
12.7	0.0996
12.9	0.104
13	0.108
13.2	0.111
13.3	0.116
13.5	0.12
13.6	0.124
13.8	0.128
14	0.132
14.1	0.136
14.3	0.139
14.4	0.142
14.6	0.146
14.8	0.15
14.9	0.153
15.1	0.157
15.2	0.16
15.4	0.163
15.5	0.166
15.7	0.168
15.8	0.168
16	0.17
16.1	0.172
16.3	0.174
16.4	0.175
16.6	0.176
16.7	0.178
16.9	0.178
17	0.179
17.1	0.179
17.3	0.179
17.5	0.18
17.6	0.18
17.8	0.18
17.9	0.18
18.1	0.179
18.2	0.178
18.4	0.176
18.5	0.175
18.7	0.173
18.9	0.172
19	0.17
19.1	0.168
19.3	0.165
19.4	0.162
19.5	0.158
19.7	0.154
19.8	0.151
20	0.147
20.1	0.143
20.3	0.138
20.5	0.134
20.6	0.13
20.8	0.127
20.9	0.124
21.1	0.12
21.2	0.117
21.4	0.114
21.5	0.111
21.7	0.109
21.8	0.106
22	0.104
22.1	0.104
22.3	0.104
22.5	0.104
22.6	0.104
22.8	0.105
22.9	0.107
23.1	0.109
23.2	0.112
23.4	0.115
23.5	0.118
23.7	0.121
23.9	0.127
24.1	0.132
24.2	0.138
24.4	0.143
24.5	0.148
24.7	0.154
24.8	0.159
25	0.166
25.1	0.171
25.3	0.176
25.4	0.182
25.6	0.188
25.7	0.193
25.9	0.199
26.1	0.205
26.2	0.209
26.4	0.213
26.6	0.216
26.7	0.22
26.9	0.224
27	0.227
27.2	0.23
27.3	0.231
27.5	0.232
27.6	0.234
27.8	0.233
27.9	0.233
28.1	0.232
28.2	0.232
28.4	0.23
28.6	0.227
28.7	0.225
28.9	0.221
29.1	0.218
29.2	0.214
29.4	0.21
29.5	0.205
29.7	0.2
29.8	0.195
30	0.189
30.1	0.183
30.3	0.177
30.4	0.171
30.6	0.164
30.7	0.158
30.9	0.152
31	0.146
31.2	0.14
31.3	0.133
31.4	0.126
31.6	0.12
31.7	0.113
31.9	0.108
32.1	0.103
32.3	0.0981
32.4	0.0942
32.6	0.091
32.7	0.0882
32.9	0.086
33	0.0843
33.2	0.0831
33.4	0.0828
33.5	0.0842
33.6	0.0871
33.8	0.0898
33.9	0.0925
34.1	0.0964
34.2	0.101
34.4	0.107
34.5	0.114
34.6	0.12
34.8	0.128
34.9	0.136
35.1	0.145
35.2	0.153
35.3	0.161
35.5	0.171
35.6	0.181
35.8	0.19
35.9	0.199
36	0.206
36.2	0.215
36.4	0.223
36.5	0.23
36.7	0.236
36.8	0.244
37	0.25
37.1	0.256
37.3	0.262
37.5	0.267
37.6	0.271
37.8	0.275
37.9	0.278
38.1	0.279
38.3	0.281
38.4	0.281
38.6	0.281
38.7	0.28
38.9	0.278
39	0.275
39.2	0.272
39.3	0.27
39.4	0.267
39.6	0.263
39.7	0.258
39.9	0.253
40	0.248
40.1	0.242
40.3	0.235
40.5	0.228
40.6	0.221
40.8	0.215
40.9	0.208
41.1	0.201
41.2	0.192
41.4	0.183
41.6	0.174
41.7	0.166
41.9	0.158
42	0.151
42.2	0.143
42.3	0.134
42.5	0.127
42.6	0.12
42.8	0.113
43	0.106
43.1	0.0994
43.2	0.0936
43.4	0.089
43.5	0.0851
43.7	0.082
43.8	0.079
44	0.0772
44.1	0.0763
44.3	0.0769
44.4	0.079
44.6	0.0811
44.7	0.0839
44.8	0.0879
45	0.0926
45.1	0.0977
45.2	0.104
45.3	0.112
45.5	0.121
45.6	0.13
45.8	0.141
45.9	0.151
46	0.161
46.2	0.172
46.3	0.182
46.5	0.192
46.6	0.203
46.7	0.213
46.9	0.224
47	0.233
47.2	0.242
47.3	0.251
47.5	0.261
47.6	0.269
47.7	0.276
47.9	0.282
48	0.288
48.1	0.294
48.3	0.3
48.4	0.304
48.5	0.307
48.7	0.31
48.8	0.312
49	0.314
49.1	0.315
49.3	0.315
49.4	0.314
49.5	0.313
49.7	0.312
49.8	0.31
50	0.306
50.1	0.303
50.3	0.299
50.4	0.295
50.6	0.291
50.7	0.286
50.8	0.28
50.9	0.276
51	0.271
51.2	0.265
51.3	0.259
51.5	0.251
51.6	0.243
51.8	0.235
52	0.226
52.1	0.217
52.3	0.209
52.4	0.202
52.6	0.194
52.7	0.186
52.9	0.177
53	0.167
53.2	0.158
53.4	0.151
53.5	0.142
53.6	0.134
53.8	0.127
53.9	0.12
54	0.113
54.2	0.107
54.3	0.102
54.5	0.0978
54.6	0.0939
54.8	0.092
54.9	0.092
55	0.0923
55.2	0.0926
55.3	0.0945
55.5	0.0975
55.6	0.101
55.7	0.106
55.9	0.111
56.1	0.116
56.2	0.122
56.4	0.13
56.5	0.139
56.7	0.148
56.8	0.159
57	0.169
57.1	0.179
57.3	0.189
57.4	0.199
57.6	0.209
57.7	0.219
57.8	0.229
58	0.239
58.1	0.249
58.3	0.259
58.4	0.267
58.5	0.275
58.7	0.282
58.8	0.29
58.9	0.296
59.1	0.303
59.2	0.31
59.3	0.315
59.5	0.319
59.6	0.324
59.7	0.328
59.8	0.332
60	0.335
60.1	0.338
60.2	0.34
60.4	0.342
60.5	0.342
60.7	0.341
60.8	0.34
61	0.339
61.1	0.337
61.3	0.334
61.4	0.331
61.6	0.328
61.7	0.324
61.9	0.32
62	0.315
62.2	0.311
62.3	0.306
62.5	0.301
62.6	0.294
62.7	0.288
62.9	0.282
63	0.276
63.1	0.269
63.3	0.262
63.4	0.254
63.5	0.246
63.7	0.238
63.8	0.23
64	0.221
64.1	0.212
64.2	0.204
64.4	0.196
64.5	0.189
64.7	0.182
64.8	0.175
65	0.168
65.1	0.161
65.3	0.156
65.4	0.15
65.5	0.145
65.7	0.141
65.8	0.137
66	0.135
66.1	0.134
66.2	0.133
66.4	0.133
66.5	0.133
66.7	0.134
66.8	0.136
66.9	0.138
67.1	0.141
67.2	0.146
67.4	0.15
67.5	0.156
67.6	0.163
67.8	0.169
67.9	0.176
68.1	0.184
68.2	0.191
68.3	0.199
68.5	0.205
68.6	0.213
68.7	0.222
68.9	0.23
69	0.238
69.1	0.245
69.3	0.253
69.4	0.262
69.5	0.271
69.6	0.279
69.8	0.287
69.9	0.295
70.1	0.303
70.2	0.31
70.3	0.318
70.5	0.324
70.6	0.33
70.8	0.336
70.9	0.34
71	0.343
71.2	0.346
71.3	0.35
71.5	0.353
71.6	0.356
71.7	0.359
71.9	0.361
72	0.363
72.1	0.364
72.3	0.364
72.4	0.364
72.5	0.363
72.7	0.363
72.8	0.363
73	0.362
73.1	0.36
73.2	0.358
73.4	0.356
73.5	0.353
73.6	0.35
73.8	0.347
73.9	0.344
74	0.339
74.2	0.335
74.3	0.329
74.4	0.324
74.5	0.319
74.7	0.314
74.8	0.308
74.9	0.302
75	0.295
75.2	0.288
75.3	0.282
75.4	0.275
75.6	0.269
75.7	0.262
75.8	0.255
76	0.249
76.1	0.243
76.2	0.238
76.4	0.232
76.5	0.226
