Angle,Intensity
11.33776139,6417
11.35089167,6476
11.36402196,6605
11.37715224,6404
11.39028252,6617
11.4034128,6394
11.41654309,6487
11.42967337,6351
11.44280365,6467
11.45593393,6481
11.46906422,6542
11.4821945,6475
11.49532478,6617
11.50845507,6444
11.52158535,6547
11.53471563,6594
11.54784591,6618
11.5609762,6505
11.57410648,6507
11.58723676,6573
11.60036704,6592
11.61349733,6456
11.62662761,6571
11.63975789,6422
11.65288817,6623
11.66601846,6452
11.67914874,6544
11.69227902,6505
11.70540931,6517
11.71853959,6535
11.73166987,6676
11.74480015,6663
11.75793044,6650
11.77106072,6604
11.784191,6681
11.79732128,6599
11.81045157,6729
11.82358185,6596
11.83671213,6437
11.84984241,6421
11.8629727,6566
11.87610298,6590
11.88923326,6658
11.90236355,6578
11.91549383,6420
11.92862411,6685
11.94175439,6733
11.95488468,6733
11.96801496,6663
11.98114524,6452
11.99427552,6781
12.00740581,6711
12.02053609,6611
12.03366637,6527
12.04679665,6623
12.05992694,6592
12.07305722,6650
12.0861875,6782
12.09931779,6727
12.11244807,6677
12.12557835,6587
12.13870863,6756
12.15183892,6789
12.1649692,6697
12.17809948,6669
12.19122976,6805
12.20436005,6775
12.21749033,6610
12.23062061,6624
12.2437509,6721
12.25688118,6669
12.27001146,6702
12.28314174,6721
12.29627203,6518
12.30940231,6876
12.32253259,6671
12.33566287,6797
12.34879316,7043
12.36192344,6738
12.37505372,6834
12.388184,6815
12.40131429,6809
12.41444457,6820
12.42757485,6721
12.44070514,6986
12.45383542,6851
12.4669657,6761
12.48009598,6786
12.49322627,6685
12.50635655,6689
12.51948683,6896
12.53261711,6989
12.5457474,6867
12.55887768,6698
12.57200796,6763
12.58513824,6743
12.59826853,6796
12.61139881,6940
12.62452909,6797
12.63765938,6778
12.65078966,6786
12.66391994,6810
12.67705022,6906
12.69018051,6768
12.70331079,6991
12.71644107,6726
12.72957135,6666
12.74270164,6857
12.75583192,7009
12.7689622,6750
12.78209248,6724
12.79522277,6947
12.80835305,6965
12.82148333,6811
12.83461362,6910
12.8477439,6804
12.86087418,7106
12.87400446,6895
12.88713475,6873
12.90026503,6853
12.91339531,6815
12.92652559,6779
12.93965588,6910
12.95278616,6909
12.96591644,7024
12.97904672,6740
12.99217701,6938
13.00530729,6821
13.01843757,6985
13.03156786,6872
13.04469814,7018
13.05782842,6882
13.0709587,6880
13.08408899,7146
13.09721927,6977
13.11034955,6873
13.12347983,7004
13.13661012,7033
13.1497404,6860
13.16287068,6929
13.17600097,7045
13.18913125,7208
13.20226153,7028
13.21539181,6854
13.2285221,6888
13.24165238,6870
13.25478266,6906
13.26791294,7102
13.28104323,6976
13.29417351,7030
13.30730379,7157
13.32043407,6992
13.33356436,7100
13.34669464,7042
13.35982492,6993
13.37295521,7129
13.38608549,6970
13.39921577,7123
13.41234605,7103
13.42547634,7067
13.43860662,7044
13.4517369,7071
13.46486718,7134
13.47799747,6946
13.49112775,7029
13.50425803,7172
13.51738831,7221
13.5305186,7118
13.54364888,7130
13.55677916,6991
13.56990945,7099
13.58303973,7153
13.59617001,7011
13.60930029,6863
13.62243058,7203
13.63556086,7117
13.64869114,7354
13.66182142,7087
13.67495171,7292
13.68808199,7202
13.70121227,7133
13.71434255,7128
13.72747284,7253
13.74060312,7100
13.7537334,7103
13.76686369,7241
13.77999397,7321
13.79312425,7003
13.80625453,6975
13.81938482,7163
13.8325151,7252
13.84564538,7286
13.85877566,7162
13.87190595,7298
13.88503623,7260
13.89816651,7258
13.91129679,7124
13.92442708,7361
13.93755736,7312
13.95068764,7138
13.96381793,7404
13.97694821,7216
13.99007849,7132
14.00320877,7131
14.01633906,7189
14.02946934,7249
14.04259962,7158
14.0557299,7283
14.06886019,7290
14.08199047,7339
14.09512075,7326
14.10825104,7322
14.12138132,7259
14.1345116,7317
14.14764188,7388
14.16077217,7245
14.17390245,7177
14.18703273,7291
14.20016301,7268
14.2132933,7265
14.22642358,7318
14.23955386,7467
14.25268414,7367
14.26581443,7342
14.27894471,7364
14.29207499,7297
14.30520528,7229
14.31833556,7265
14.33146584,7239
14.34459612,7407
14.35772641,7353
14.37085669,7512
14.38398697,7401
14.39711725,7351
14.41024754,7299
14.42337782,7478
14.4365081,7334
14.44963838,7392
14.46276867,7274
14.47589895,7338
14.48902923,7453
14.50215952,7292
14.5152898,7284
14.52842008,7247
14.54155036,7324
14.55468065,7228
14.56781093,7164
14.58094121,7408
14.59407149,7403
14.60720178,7413
14.62033206,7084
14.63346234,7278
14.64659262,7477
14.65972291,7237
14.67285319,7515
14.68598347,7544
14.69911376,7519
14.71224404,7297
14.72537432,7377
14.7385046,7377
14.75163489,7395
14.76476517,7630
14.77789545,7156
14.79102573,7444
14.80415602,7382
14.8172863,7295
14.83041658,7474
14.84354687,7414
14.85667715,7357
14.86980743,7362
14.88293771,7327
14.896068,7341
14.90919828,7513
14.92232856,7289
14.93545884,7405
14.94858913,7473
14.96171941,7463
14.97484969,7404
14.98797997,7366
15.00111026,7359
15.01424054,7416
15.02737082,7428
15.04050111,7265
15.05363139,7399
15.06676167,7445
15.07989195,7395
15.09302224,7462
15.10615252,7429
15.1192828,7532
15.13241308,7612
15.14554337,7329
15.15867365,7340
15.17180393,7373
15.18493421,7402
15.1980645,7492
15.21119478,7551
15.22432506,7501
15.23745535,7440
15.25058563,7416
15.26371591,7530
15.27684619,7295
15.28997648,7444
15.30310676,7324
15.31623704,7388
15.32936732,7444
15.34249761,7283
15.35562789,7443
15.36875817,7641
15.38188845,7498
15.39501874,7298
15.40814902,7317
15.4212793,7373
15.43440959,7424
15.44753987,7482
15.46067015,7474
15.47380043,7535
15.48693072,7527
15.500061,7381
15.51319128,7608
15.52632156,7519
15.53945185,7347
15.55258213,7402
15.56571241,7556
15.57884269,7466
15.59197298,7423
15.60510326,7505
15.61823354,7562
15.63136383,7424
15.64449411,7526
15.65762439,7403
15.67075467,7557
15.68388496,7504
15.69701524,7662
15.71014552,7558
15.7232758,7484
15.73640609,7516
15.74953637,7442
15.76266665,7401
15.77579694,7585
15.78892722,7516
15.8020575,7423
15.81518778,7429
15.82831807,7544
15.84144835,7506
15.85457863,7443
15.86770891,7462
15.8808392,7362
15.89396948,7440
15.90709976,7491
15.92023004,7605
15.93336033,7519
15.94649061,7554
15.95962089,7488
15.97275118,7570
15.98588146,7476
15.99901174,7552
16.01214202,7413
16.02527231,7528
16.03840259,7592
16.05153287,7463
16.06466315,7492
16.07779344,7415
16.09092372,7495
16.104054,7414
16.11718428,7446
16.13031457,7304
16.14344485,7657
16.15657513,7477
16.16970542,7632
16.1828357,7512
16.19596598,7467
16.20909626,7442
16.22222655,7443
16.23535683,7607
16.24848711,7466
16.26161739,7348
16.27474768,7512
16.28787796,7617
16.30100824,7468
16.31413852,7407
16.32726881,7526
16.34039909,7439
16.35352937,7497
16.36665966,7379
16.37978994,7534
16.39292022,7411
16.4060505,7307
16.41918079,7536
16.43231107,7583
16.44544135,7438
16.45857163,7543
16.47170192,7346
16.4848322,7369
16.49796248,7427
16.51109276,7479
16.52422305,7450
16.53735333,7369
16.55048361,7449
16.5636139,7393
16.57674418,7319
16.58987446,7547
16.60300474,7556
16.61613503,7362
16.62926531,7568
16.64239559,7379
16.65552587,7640
16.66865616,7530
16.68178644,7191
16.69491672,7445
16.70804701,7425
16.72117729,7410
16.73430757,7341
16.74743785,7451
16.76056814,7372
16.77369842,7559
16.7868287,7519
16.79995898,7552
16.81308927,7332
16.82621955,7472
16.83934983,7475
16.85248011,7249
16.8656104,7508
16.87874068,7488
16.89187096,7496
16.90500125,7444
16.91813153,7435
16.93126181,7507
16.94439209,7392
16.95752238,7434
16.97065266,7518
16.98378294,7466
16.99691322,7458
17.01004351,7533
17.02317379,7344
17.03630407,7430
17.04943435,7493
17.06256464,7450
17.07569492,7344
17.0888252,7367
17.10195549,7385
17.11508577,7519
17.12821605,7436
17.14134633,7469
17.15447662,7501
17.1676069,7355
17.18073718,7304
17.19386746,7246
17.20699775,7511
17.22012803,7367
17.23325831,7282
17.24638859,7302
17.25951888,7408
17.27264916,7359
17.28577944,7504
17.29890973,7491
17.31204001,7536
17.32517029,7508
17.33830057,7399
17.35143086,7319
17.36456114,7533
17.37769142,7351
17.3908217,7371
17.40395199,7294
17.41708227,7390
17.43021255,7527
17.44334283,7539
17.45647312,7493
17.4696034,7407
17.48273368,7445
17.49586397,7432
17.50899425,7509
17.52212453,7494
17.53525481,7414
17.5483851,7365
17.56151538,7448
17.57464566,7456
17.58777594,7448
17.60090623,7324
17.61403651,7222
17.62716679,7363
17.64029708,7279
17.65342736,7357
17.66655764,7337
17.67968792,7309
17.69281821,7410
17.70594849,7322
17.71907877,7378
17.73220905,7530
17.74533934,7447
17.75846962,7453
17.7715999,7292
17.78473018,7420
17.79786047,7251
17.81099075,7546
17.82412103,7303
17.83725132,7460
17.8503816,7266
17.86351188,7282
17.87664216,7301
17.88977245,7447
17.90290273,7460
17.91603301,7394
17.92916329,7436
17.94229358,7426
17.95542386,7287
17.96855414,7538
17.98168442,7400
17.99481471,7266
18.00794499,7348
18.02107527,7301
18.03420556,7455
18.04733584,7482
18.06046612,7467
18.0735964,7358
18.08672669,7331
18.09985697,7388
18.11298725,7376
18.12611753,7329
18.13924782,7425
18.1523781,7411
18.16550838,7400
18.17863866,7252
18.19176895,7377
18.20489923,7250
18.21802951,7432
18.2311598,7287
18.24429008,7306
18.25742036,7350
18.27055064,7154
18.28368093,7423
18.29681121,7416
18.30994149,7337
18.32307177,7417
18.33620206,7288
18.34933234,7197
18.36246262,7372
18.3755929,7343
18.38872319,7372
18.40185347,7178
18.41498375,7383
18.42811404,7520
18.44124432,7293
18.4543746,7478
18.46750488,7475
18.48063517,7272
18.49376545,7409
18.50689573,7443
18.52002601,7349
18.5331563,7433
18.54628658,7270
18.55941686,7260
18.57254715,7212
18.58567743,7151
18.59880771,7299
18.61193799,7172
18.62506828,7237
18.63819856,7354
18.65132884,7377
18.66445912,7359
18.67758941,7323
18.69071969,7266
18.70384997,7443
18.71698025,7451
18.73011054,7287
18.74324082,7358
18.7563711,7559
18.76950139,7317
18.78263167,7398
18.79576195,7214
18.80889223,7389
18.82202252,7454
18.8351528,7321
18.84828308,7432
18.86141336,7283
18.87454365,7451
18.88767393,7367
18.90080421,7225
18.91393449,7396
18.92706478,7392
18.94019506,7366
18.95332534,7357
18.96645563,7402
18.97958591,7331
18.99271619,7431
19.00584647,7293
19.01897676,7383
19.03210704,7314
19.04523732,7341
19.0583676,7320
19.07149789,7453
19.08462817,7375
19.09775845,7394
19.11088873,7201
19.12401902,7353
19.1371493,7337
19.15027958,7343
19.16340987,7252
19.17654015,7368
19.18967043,7349
19.20280071,7368
19.215931,7368
19.22906128,7352
19.24219156,7212
19.25532184,7260
19.26845213,7334
19.28158241,7409
19.29471269,7377
19.30784297,7252
19.32097326,7315
19.33410354,7534
19.34723382,7297
19.36036411,7157
19.37349439,7231
19.38662467,7326
19.39975495,7399
19.41288524,7379
19.42601552,7398
19.4391458,7371
19.45227608,7296
19.46540637,7380
19.47853665,7305
19.49166693,7438
19.50479722,7279
19.5179275,7418
19.53105778,7185
19.54418806,7354
19.55731835,7125
19.57044863,7433
19.58357891,7473
19.59670919,7409
19.60983948,7303
19.62296976,7277
19.63610004,7305
19.64923032,7356
19.66236061,7269
19.67549089,7421
19.68862117,7450
19.70175146,7146
19.71488174,7265
19.72801202,7463
19.7411423,7284
19.75427259,7284
19.76740287,7252
19.78053315,7291
19.79366343,7251
19.80679372,7403
19.819924,7158
19.83305428,7323
19.84618456,7455
19.85931485,7245
19.87244513,7299
19.88557541,7502
19.8987057,7277
19.91183598,7290
19.92496626,7432
19.93809654,7335
19.95122683,7305
19.96435711,7321
19.97748739,7531
19.99061767,7341
20.00374796,7444
20.01687824,7574
20.03000852,7314
20.0431388,7218
20.05626909,7356
20.06939937,7255
20.08252965,7337
20.09565994,7158
20.10879022,7233
20.1219205,7439
20.13505078,7294
20.14818107,7276
20.16131135,7308
20.17444163,7335
20.18757191,7319
20.2007022,7439
20.21383248,7228
20.22696276,7295
20.24009304,7326
20.25322333,7524
20.26635361,7317
20.27948389,7273
20.29261418,7228
20.30574446,7189
20.31887474,7340
20.33200502,7229
20.34513531,7051
20.35826559,7449
20.37139587,7293
20.38452615,7381
20.39765644,7340
20.41078672,7379
20.423917,7390
20.43704729,7337
20.45017757,7369
20.46330785,7270
20.47643813,7399
20.48956842,7233
20.5026987,7437
20.51582898,7494
20.52895926,7355
20.54208955,7344
20.55521983,7371
20.56835011,7291
20.58148039,7284
20.59461068,7331
20.60774096,7369
20.62087124,7501
20.63400153,7350
20.64713181,7306
20.66026209,7256
20.67339237,7168
20.68652266,7389
20.69965294,7200
20.71278322,7261
20.7259135,7210
20.73904379,7274
20.75217407,7320
20.76530435,7361
20.77843463,7139
20.79156492,7419
20.8046952,7450
20.81782548,7471
20.83095577,7409
20.84408605,7308
20.85721633,7485
20.87034661,7308
20.8834769,7271
20.89660718,7327
20.90973746,7369
20.92286774,7323
20.93599803,7334
20.94912831,7282
20.96225859,7484
20.97538887,7329
20.98851916,7213
21.00164944,7487
21.01477972,7320
21.02791001,7382
21.04104029,7131
21.05417057,7349
21.06730085,7513
21.08043114,7418
21.09356142,7356
21.1066917,7284
21.11982198,7365
21.13295227,7264
21.14608255,7491
21.15921283,7282
21.17234311,7324
21.1854734,7333
21.19860368,7317
21.21173396,7243
21.22486425,7367
21.23799453,7363
21.25112481,7355
21.26425509,7206
21.27738538,7314
21.29051566,7327
21.30364594,7238
21.31677622,7314
21.32990651,7423
21.34303679,7300
21.35616707,7306
21.36929736,7333
21.38242764,7368
21.39555792,7326
21.4086882,7404
21.42181849,7337
21.43494877,7284
21.44807905,7258
21.46120933,7333
21.47433962,7326
21.4874699,7383
21.50060018,7176
21.51373046,7094
21.52686075,7293
21.53999103,7273
21.55312131,7238
21.5662516,7399
21.57938188,7382
21.59251216,7115
21.60564244,7265
21.61877273,7311
21.63190301,7369
21.64503329,7200
21.65816357,7299
21.67129386,7233
21.68442414,7273
21.69755442,7254
21.7106847,7320
21.72381499,7235
21.73694527,7480
21.75007555,7263
21.76320584,7156
21.77633612,7451
21.7894664,7340
21.80259668,7311
21.81572697,7281
21.82885725,7308
21.84198753,7393
21.85511781,7363
21.8682481,7356
21.88137838,7188
21.89450866,7348
21.90763894,7270
21.92076923,7232
21.93389951,7173
21.94702979,7318
21.96016008,7296
21.97329036,7311
21.98642064,7533
21.99955092,7211
22.01268121,7431
22.02581149,7234
22.03894177,7239
22.05207205,7157
22.06520234,7317
22.07833262,7284
22.0914629,7273
22.10459318,7104
22.11772347,7172
22.13085375,7143
22.14398403,7363
22.15711432,7214
22.1702446,7218
22.18337488,7440
22.19650516,7352
22.20963545,7276
22.22276573,7277
22.23589601,7164
22.24902629,7356
22.26215658,7157
22.27528686,7221
22.28841714,7328
22.30154743,7342
22.31467771,7251
22.32780799,7336
22.34093827,7098
22.35406856,7383
22.36719884,7060
22.38032912,7266
22.3934594,7212
22.40658969,7193
22.41971997,7185
22.43285025,7197
22.44598053,7134
22.45911082,7314
22.4722411,7255
22.48537138,7237
22.49850167,7234
22.51163195,7054
22.52476223,7255
22.53789251,7171
22.5510228,7039
22.56415308,7125
22.57728336,7436
22.59041364,7136
22.60354393,7072
22.61667421,7376
22.62980449,7318
22.64293477,7220
22.65606506,7142
22.66919534,7131
22.68232562,7184
22.69545591,7250
22.70858619,7090
22.72171647,7144
22.73484675,7184
22.74797704,7223
22.76110732,7217
22.7742376,7317
22.78736788,7178
22.80049817,7217
22.81362845,7276
22.82675873,7270
22.83988901,7235
22.8530193,7247
22.86614958,7241
22.87927986,7093
22.89241015,7268
22.90554043,7254
22.91867071,7098
22.93180099,7103
22.94493128,7138
22.95806156,7351
22.97119184,7166
22.98432212,7201
22.99745241,7120
23.01058269,7135
23.02371297,7032
23.03684325,7020
23.04997354,7278
23.06310382,6986
23.0762341,7154
23.08936439,7207
23.10249467,7153
23.11562495,7321
23.12875523,7188
23.14188552,7085
23.1550158,7252
23.16814608,7219
23.18127636,6930
23.19440665,7227
23.20753693,7013
23.22066721,7277
23.2337975,7037
23.24692778,7106
23.26005806,7328
23.27318834,7263
23.28631863,7110
23.29944891,7127
23.31257919,7081
23.32570947,6978
23.33883976,7304
23.35197004,7276
23.36510032,7260
23.3782306,7160
23.39136089,7136
23.40449117,7029
23.41762145,7090
23.43075174,7177
23.44388202,7172
23.4570123,7191
23.47014258,7365
23.48327287,7152
23.49640315,7084
23.50953343,7044
23.52266371,7043
23.535794,7118
23.54892428,7134
23.56205456,7232
23.57518484,7177
23.58831513,7174
23.60144541,7151
23.61457569,7098
23.62770598,7074
23.64083626,7120
23.65396654,7179
23.66709682,7193
23.68022711,7122
23.69335739,7138
23.70648767,7038
23.71961795,7064
23.73274824,7145
23.74587852,7178
23.7590088,7208
23.77213908,7036
23.78526937,7159
23.79839965,7160
23.81152993,7284
23.82466022,7110
23.8377905,7101
23.85092078,6905
23.86405106,7173
23.87718135,7061
23.89031163,7219
23.90344191,7017
23.91657219,7209
23.92970248,7027
23.94283276,7310
23.95596304,7286
23.96909333,7142
23.98222361,7285
23.99535389,7063
24.00848417,7123
24.02161446,7153
24.03474474,7175
24.04787502,7107
24.0610053,7037
24.07413559,7192
24.08726587,7109
24.10039615,7016
24.11352643,7062
24.12665672,7108
24.139787,7130
24.15291728,7156
24.16604757,7037
24.17917785,6899
24.19230813,7066
24.20543841,7044
24.2185687,6967
24.23169898,7174
24.24482926,6953
24.25795954,7218
24.27108983,6989
24.28422011,7223
24.29735039,7025
24.31048067,7062
24.32361096,6969
24.33674124,7160
24.34987152,7092
24.36300181,7077
24.37613209,6972
24.38926237,6975
24.40239265,6952
24.41552294,7046
24.42865322,7076
24.4417835,7139
24.45491378,7022
24.46804407,6995
24.48117435,6908
24.49430463,7111
24.50743491,6963
24.5205652,6960
24.53369548,7050
24.54682576,7040
24.55995605,7014
24.57308633,7052
24.58621661,7069
24.59934689,7004
24.61247718,7021
24.62560746,7039
24.63873774,6983
24.65186802,6955
24.66499831,7086
24.67812859,7085
24.69125887,7077
24.70438915,7131
24.71751944,7031
24.73064972,7168
24.74378,7016
24.75691029,7131
24.77004057,6937
24.78317085,7078
24.79630113,6829
24.80943142,7004
24.8225617,6911
24.83569198,6922
24.84882226,6942
24.86195255,6963
24.87508283,7039
24.88821311,6974
24.9013434,7068
24.91447368,6948
24.92760396,6971
24.94073424,6997
24.95386453,6814
24.96699481,7085
24.98012509,7022
24.99325537,7025
25.00638566,6954
25.01951594,7127
25.03264622,6884
25.0457765,6961
25.05890679,6887
25.07203707,7089
25.08516735,6904
25.09829764,6915
25.11142792,6863
25.1245582,7067
25.13768848,6956
25.15081877,6906
25.16394905,6786
25.17707933,6821
25.19020961,6965
25.2033399,6923
25.21647018,6930
25.22960046,6910
25.24273074,6810
25.25586103,6929
25.26899131,6782
25.28212159,7001
25.29525188,6926
25.30838216,6880
25.32151244,6803
25.33464272,7113
25.34777301,6922
25.36090329,6924
25.37403357,6838
25.38716385,6807
