Angle,Intensity
9.696476055,4577
9.709606338,4693
9.722736621,4630
9.735866903,4748
9.748997186,4733
9.762127469,4708
9.775257751,4789
9.788388034,4817
9.801518317,4678
9.8146486,4805
9.827778882,4610
9.840909165,4751
9.854039448,4694
9.86716973,4819
9.880300013,4715
9.893430296,4699
9.906560578,4688
9.919690861,4719
9.932821144,4867
9.945951426,4645
9.959081709,4731
9.972211992,4775
9.985342274,4736
9.998472557,4772
10.01160284,4804
10.02473312,4800
10.03786341,4836
10.05099369,4778
10.06412397,4836
10.07725425,4826
10.09038454,4805
10.10351482,4707
10.1166451,4716
10.12977538,4735
10.14290567,4864
10.15603595,4778
10.16916623,4879
10.18229651,4736
10.1954268,4807
10.20855708,4887
10.22168736,4804
10.23481765,4838
10.24794793,4792
10.26107821,4740
10.27420849,4673
10.28733878,4896
10.30046906,4954
10.31359934,4835
10.32672962,4786
10.33985991,4988
10.35299019,4740
10.36612047,4902
10.37925076,4833
10.39238104,4781
10.40551132,4767
10.4186416,4893
10.43177189,4975
10.44490217,4910
10.45803245,4910
10.47116273,4793
10.48429302,4845
10.4974233,4905
10.51055358,4828
10.52368386,4963
10.53681415,4886
10.54994443,5047
10.56307471,4998
10.576205,5050
10.58933528,4948
10.60246556,4901
10.61559584,4760
10.62872613,4872
10.64185641,4872
10.65498669,4902
10.66811697,4962
10.68124726,5025
10.69437754,4993
10.70750782,5019
10.7206381,4842
10.73376839,5115
10.74689867,5019
10.76002895,4935
10.77315924,4986
10.78628952,5033
10.7994198,5053
10.81255008,4741
10.82568037,4955
10.83881065,4990
10.85194093,4984
10.86507121,4939
10.8782015,4974
10.89133178,5057
10.90446206,5025
10.91759234,5027
10.93072263,5035
10.94385291,4984
10.95698319,4960
10.97011348,5018
10.98324376,5026
10.99637404,5104
11.00950432,5083
11.02263461,4954
11.03576489,4994
11.04889517,5129
11.06202545,5120
11.07515574,5111
11.08828602,5035
11.1014163,4978
11.11454658,5091
11.12767687,5085
11.14080715,5007
11.15393743,5051
11.16706772,5163
11.180198,4960
11.19332828,5060
11.20645856,5012
11.21958885,5065
11.23271913,5034
11.24584941,5128
11.25897969,4923
11.27210998,5043
11.28524026,5089
11.29837054,5087
11.31150083,4954
11.32463111,5126
11.33776139,5081
11.35089167,5102
11.36402196,5037
11.37715224,5045
11.39028252,5101
11.4034128,5066
11.41654309,5136
11.42967337,5173
11.44280365,5131
11.45593393,5062
11.46906422,5124
11.4821945,5082
11.49532478,5150
11.50845507,5130
11.52158535,5267
11.53471563,5229
11.54784591,5140
11.5609762,5162
11.57410648,5121
11.58723676,5199
11.60036704,5293
11.61349733,5171
11.62662761,5091
11.63975789,5104
11.65288817,5114
11.66601846,5275
11.67914874,5157
11.69227902,5296
11.70540931,5133
11.71853959,5207
11.73166987,5306
11.74480015,5177
11.75793044,5339
11.77106072,5186
11.784191,5318
11.79732128,5292
11.81045157,5254
11.82358185,5256
11.83671213,5208
11.84984241,5197
11.8629727,5400
11.87610298,5139
11.88923326,5262
11.90236355,5277
11.91549383,5275
11.92862411,5271
11.94175439,5149
11.95488468,5342
11.96801496,5257
11.98114524,5264
11.99427552,5258
12.00740581,5321
12.02053609,5352
12.03366637,5244
12.04679665,5349
12.05992694,5252
12.07305722,5265
12.0861875,5243
12.09931779,5218
12.11244807,5264
12.12557835,5317
12.13870863,5351
12.15183892,5389
12.1649692,5490
12.17809948,5303
12.19122976,5214
12.20436005,5393
12.21749033,5410
12.23062061,5268
12.2437509,5384
12.25688118,5300
12.27001146,5387
12.28314174,5161
12.29627203,5366
12.30940231,5386
12.32253259,5212
12.33566287,5498
12.34879316,5332
12.36192344,5333
12.37505372,5299
12.388184,5351
12.40131429,5338
12.41444457,5416
12.42757485,5337
12.44070514,5626
12.45383542,5368
12.4669657,5333
12.48009598,5313
12.49322627,5244
12.50635655,5354
12.51948683,5460
12.53261711,5249
12.5457474,5352
12.55887768,5447
12.57200796,5379
12.58513824,5216
12.59826853,5254
12.61139881,5372
12.62452909,5385
12.63765938,5336
12.65078966,5398
12.66391994,5414
12.67705022,5343
12.69018051,5362
12.70331079,5586
12.71644107,5366
12.72957135,5443
12.74270164,5526
12.75583192,5380
12.7689622,5356
12.78209248,5440
12.79522277,5268
12.80835305,5413
12.82148333,5458
12.83461362,5240
12.8477439,5452
12.86087418,5394
12.87400446,5358
12.88713475,5409
12.90026503,5424
12.91339531,5475
12.92652559,5472
12.93965588,5417
12.95278616,5365
12.96591644,5418
12.97904672,5486
12.99217701,5421
13.00530729,5426
13.01843757,5428
13.03156786,5491
13.04469814,5385
13.05782842,5398
13.0709587,5475
13.08408899,5416
13.09721927,5385
13.11034955,5404
13.12347983,5556
13.13661012,5447
13.1497404,5524
13.16287068,5486
13.17600097,5409
13.18913125,5534
13.20226153,5433
13.21539181,5562
13.2285221,5505
13.24165238,5406
13.25478266,5502
13.26791294,5554
13.28104323,5410
13.29417351,5426
13.30730379,5401
13.32043407,5493
13.33356436,5528
13.34669464,5458
13.35982492,5675
13.37295521,5359
13.38608549,5352
13.39921577,5497
13.41234605,5436
13.42547634,5378
13.43860662,5371
13.4517369,5492
13.46486718,5437
13.47799747,5514
13.49112775,5601
13.50425803,5459
13.51738831,5494
13.5305186,5584
13.54364888,5356
13.55677916,5535
13.56990945,5503
13.58303973,5575
13.59617001,5492
13.60930029,5521
13.62243058,5509
13.63556086,5463
13.64869114,5538
13.66182142,5560
13.67495171,5368
13.68808199,5433
13.70121227,5613
13.71434255,5652
13.72747284,5452
13.74060312,5337
13.7537334,5672
13.76686369,5392
13.77999397,5587
13.79312425,5526
13.80625453,5345
13.81938482,5423
13.8325151,5615
13.84564538,5536
13.85877566,5606
13.87190595,5631
13.88503623,5510
13.89816651,5553
13.91129679,5721
13.92442708,5547
13.93755736,5516
13.95068764,5481
13.96381793,5677
13.97694821,5634
13.99007849,5491
14.00320877,5478
14.01633906,5571
14.02946934,5496
14.04259962,5651
14.0557299,5662
14.06886019,5566
14.08199047,5619
14.09512075,5703
14.10825104,5650
14.12138132,5644
14.1345116,5642
14.14764188,5724
14.16077217,5726
14.17390245,5609
14.18703273,5768
14.20016301,5766
14.2132933,5519
14.22642358,5622
14.23955386,5695
14.25268414,5708
14.26581443,5691
14.27894471,5726
14.29207499,5719
14.30520528,5625
14.31833556,5662
14.33146584,5614
14.34459612,5676
14.35772641,5592
14.37085669,5595
14.38398697,5615
14.39711725,5647
14.41024754,5604
14.42337782,5756
14.4365081,5515
14.44963838,5559
14.46276867,5679
14.47589895,5534
14.48902923,5512
14.50215952,5686
14.5152898,5703
14.52842008,5718
14.54155036,5594
14.55468065,5715
14.56781093,5649
14.58094121,5735
14.59407149,5709
14.60720178,5584
14.62033206,5549
14.63346234,5696
14.64659262,5678
14.65972291,5617
14.67285319,5689
14.68598347,5613
14.69911376,5622
14.71224404,5644
14.72537432,5819
14.7385046,5746
14.75163489,5609
14.76476517,5694
14.77789545,5694
14.79102573,5540
14.80415602,5721
14.8172863,5581
14.83041658,5650
14.84354687,5626
14.85667715,5677
14.86980743,5647
14.88293771,5741
14.896068,5894
14.90919828,5768
14.92232856,5543
14.93545884,5651
14.94858913,5606
14.96171941,5677
14.97484969,5721
14.98797997,5741
15.00111026,5607
15.01424054,5651
15.02737082,5631
15.04050111,5687
15.05363139,5703
15.06676167,5689
15.07989195,5478
15.09302224,5682
15.10615252,5671
15.1192828,5588
15.13241308,5729
15.14554337,5716
15.15867365,5724
15.17180393,5638
15.18493421,5673
15.1980645,5747
15.21119478,5689
15.22432506,5792
15.23745535,5753
15.25058563,5809
15.26371591,5605
15.27684619,5698
15.28997648,5718
15.30310676,5702
15.31623704,5641
15.32936732,5742
15.34249761,5670
15.35562789,5724
15.36875817,5761
15.38188845,5706
15.39501874,5669
15.40814902,5788
15.4212793,5605
15.43440959,5611
15.44753987,5770
15.46067015,5612
15.47380043,5458
15.48693072,5731
15.500061,5627
15.51319128,5680
15.52632156,5547
15.53945185,5673
15.55258213,5614
15.56571241,5553
15.57884269,5704
15.59197298,5667
15.60510326,5534
15.61823354,5785
15.63136383,5754
15.64449411,5713
15.65762439,5644
15.67075467,5621
15.68388496,5773
15.69701524,5614
15.71014552,5670
15.7232758,5598
15.73640609,5591
15.74953637,5730
15.76266665,5636
15.77579694,5634
15.78892722,5573
15.8020575,5526
15.81518778,5677
15.82831807,5617
15.84144835,5552
15.85457863,5642
15.86770891,5726
15.8808392,5680
15.89396948,5678
15.90709976,5679
15.92023004,5740
15.93336033,5589
15.94649061,5626
15.95962089,5542
15.97275118,5784
15.98588146,5542
15.99901174,5734
16.01214202,5767
16.02527231,5623
16.03840259,5557
16.05153287,5660
16.06466315,5632
16.07779344,5608
16.09092372,5588
16.104054,5643
16.11718428,5782
16.13031457,5669
16.14344485,5818
16.15657513,5612
16.16970542,5779
16.1828357,5633
16.19596598,5581
16.20909626,5602
16.22222655,5668
16.23535683,5605
16.24848711,5620
16.26161739,5696
16.27474768,5687
16.28787796,5650
16.30100824,5614
16.31413852,5609
16.32726881,5614
16.34039909,5602
16.35352937,5640
16.36665966,5601
16.37978994,5683
16.39292022,5518
16.4060505,5618
16.41918079,5716
16.43231107,5662
16.44544135,5667
16.45857163,5562
16.47170192,5717
16.4848322,5643
16.49796248,5509
16.51109276,5685
16.52422305,5702
16.53735333,5553
16.55048361,5528
16.5636139,5744
16.57674418,5692
16.58987446,5666
16.60300474,5646
16.61613503,5686
16.62926531,5590
16.64239559,5649
16.65552587,5587
16.66865616,5537
16.68178644,5519
16.69491672,5425
16.70804701,5605
16.72117729,5601
16.73430757,5556
16.74743785,5530
16.76056814,5701
16.77369842,5532
16.7868287,5556
16.79995898,5505
16.81308927,5677
16.82621955,5597
16.83934983,5571
16.85248011,5443
16.8656104,5551
16.87874068,5550
16.89187096,5590
16.90500125,5565
16.91813153,5629
16.93126181,5403
16.94439209,5458
16.95752238,5664
16.97065266,5468
16.98378294,5600
16.99691322,5618
17.01004351,5462
17.02317379,5542
17.03630407,5531
17.04943435,5553
17.06256464,5502
17.07569492,5647
17.0888252,5614
17.10195549,5509
17.11508577,5481
17.12821605,5580
17.14134633,5585
17.15447662,5537
17.1676069,5535
17.18073718,5572
17.19386746,5633
17.20699775,5486
17.22012803,5502
17.23325831,5500
17.24638859,5435
17.25951888,5623
17.27264916,5368
17.28577944,5530
17.29890973,5551
17.31204001,5599
17.32517029,5459
17.33830057,5440
17.35143086,5640
17.36456114,5533
17.37769142,5475
17.3908217,5572
17.40395199,5499
17.41708227,5466
17.43021255,5459
17.44334283,5524
17.45647312,5463
17.4696034,5383
17.48273368,5543
17.49586397,5632
17.50899425,5511
17.52212453,5601
17.53525481,5427
17.5483851,5582
17.56151538,5581
17.57464566,5474
17.58777594,5326
17.60090623,5429
17.61403651,5513
17.62716679,5404
17.64029708,5375
17.65342736,5432
17.66655764,5405
17.67968792,5341
17.69281821,5526
17.70594849,5425
17.71907877,5448
17.73220905,5487
17.74533934,5471
17.75846962,5451
17.7715999,5328
17.78473018,5397
17.79786047,5456
17.81099075,5450
17.82412103,5531
17.83725132,5531
17.8503816,5306
17.86351188,5393
17.87664216,5411
17.88977245,5422
17.90290273,5374
17.91603301,5602
17.92916329,5412
17.94229358,5310
17.95542386,5406
17.96855414,5397
17.98168442,5343
17.99481471,5215
18.00794499,5321
18.02107527,5386
18.03420556,5391
18.04733584,5451
18.06046612,5348
18.0735964,5418
18.08672669,5393
18.09985697,5334
18.11298725,5526
18.12611753,5356
18.13924782,5348
18.1523781,5372
18.16550838,5474
18.17863866,5402
18.19176895,5416
18.20489923,5310
18.21802951,5393
18.2311598,5277
18.24429008,5333
18.25742036,5447
18.27055064,5344
18.28368093,5290
18.29681121,5464
18.30994149,5388
18.32307177,5324
18.33620206,5406
18.34933234,5379
18.36246262,5345
18.3755929,5384
18.38872319,5348
18.40185347,5484
18.41498375,5281
18.42811404,5268
18.44124432,5298
18.4543746,5377
18.46750488,5433
18.48063517,5206
18.49376545,5393
18.50689573,5368
18.52002601,5397
18.5331563,5333
18.54628658,5388
18.55941686,5276
18.57254715,5278
18.58567743,5397
18.59880771,5422
18.61193799,5143
18.62506828,5227
18.63819856,5358
18.65132884,5257
18.66445912,5322
18.67758941,5306
18.69071969,5249
18.70384997,5305
18.71698025,5294
18.73011054,5405
18.74324082,5307
18.7563711,5332
18.76950139,5311
18.78263167,5412
18.79576195,5347
18.80889223,5386
18.82202252,5400
18.8351528,5377
18.84828308,5297
18.86141336,5372
18.87454365,5372
18.88767393,5315
18.90080421,5388
18.91393449,5333
18.92706478,5453
18.94019506,5253
18.95332534,5332
18.96645563,5369
18.97958591,5203
18.99271619,5248
19.00584647,5246
19.01897676,5312
19.03210704,5126
19.04523732,5322
19.0583676,5297
19.07149789,5227
19.08462817,5348
19.09775845,5169
19.11088873,5264
19.12401902,5250
19.1371493,5261
19.15027958,5248
19.16340987,5400
19.17654015,5292
19.18967043,5392
19.20280071,5187
19.215931,5191
19.22906128,5402
19.24219156,5242
19.25532184,5410
19.26845213,5269
19.28158241,5297
19.29471269,5176
19.30784297,5217
19.32097326,5249
19.33410354,5150
19.34723382,5270
19.36036411,5326
19.37349439,5296
19.38662467,5145
19.39975495,5197
19.41288524,5335
19.42601552,5255
19.4391458,5191
19.45227608,5410
19.46540637,5362
19.47853665,5405
19.49166693,5335
19.50479722,5278
19.5179275,5162
19.53105778,5054
19.54418806,5161
19.55731835,5289
19.57044863,5270
19.58357891,5252
19.59670919,5187
19.60983948,5218
19.62296976,5269
19.63610004,5242
19.64923032,5210
19.66236061,5143
19.67549089,5232
19.68862117,5340
19.70175146,5173
19.71488174,5308
19.72801202,5201
19.7411423,5274
19.75427259,5212
19.76740287,5361
19.78053315,5319
19.79366343,5170
19.80679372,5214
19.819924,5116
19.83305428,5054
19.84618456,5152
19.85931485,5193
19.87244513,5256
19.88557541,5207
19.8987057,5387
19.91183598,5211
19.92496626,5130
19.93809654,5388
19.95122683,5215
19.96435711,5315
19.97748739,5278
19.99061767,5202
20.00374796,5264
20.01687824,5213
20.03000852,5208
20.0431388,5174
20.05626909,5174
20.06939937,5171
20.08252965,5186
20.09565994,5290
20.10879022,5182
20.1219205,5261
20.13505078,5196
20.14818107,5280
20.16131135,5061
20.17444163,5303
20.18757191,5212
20.2007022,5185
20.21383248,5263
20.22696276,5162
20.24009304,5146
20.25322333,5172
20.26635361,5192
20.27948389,5325
20.29261418,5116
20.30574446,5107
20.31887474,5233
20.33200502,5187
20.34513531,5005
20.35826559,5153
20.37139587,5217
20.38452615,5130
20.39765644,5291
20.41078672,5091
20.423917,5027
20.43704729,5074
20.45017757,5144
20.46330785,5152
20.47643813,5308
20.48956842,5149
20.5026987,5258
20.51582898,5068
20.52895926,5144
20.54208955,5118
20.55521983,5198
20.56835011,5224
20.58148039,5149
20.59461068,5075
20.60774096,5138
20.62087124,5106
20.63400153,5119
20.64713181,5086
20.66026209,5071
20.67339237,5155
20.68652266,5175
20.69965294,5050
20.71278322,5221
20.7259135,5090
20.73904379,5091
20.75217407,5027
20.76530435,5135
20.77843463,5132
20.79156492,5067
20.8046952,5139
20.81782548,5027
20.83095577,5091
20.84408605,4979
20.85721633,5128
20.87034661,5124
20.8834769,5067
20.89660718,5005
20.90973746,5157
20.92286774,5032
20.93599803,5233
20.94912831,5080
20.96225859,5110
20.97538887,5103
20.98851916,5189
21.00164944,5101
21.01477972,5063
21.02791001,5057
21.04104029,5123
21.05417057,5081
21.06730085,5087
21.08043114,5101
21.09356142,4959
21.1066917,5093
21.11982198,5134
21.13295227,5091
21.14608255,4996
21.15921283,5218
21.17234311,5148
21.1854734,5106
21.19860368,5126
21.21173396,5042
21.22486425,5098
21.23799453,5089
21.25112481,5089
21.26425509,5126
21.27738538,5060
21.29051566,5131
21.30364594,5012
21.31677622,5090
21.32990651,5036
21.34303679,5073
21.35616707,5123
21.36929736,5060
21.38242764,5002
21.39555792,5055
21.4086882,5032
21.42181849,5164
21.43494877,5198
21.44807905,5132
21.46120933,5131
21.47433962,5045
21.4874699,4944
21.50060018,5006
21.51373046,5085
21.52686075,5045
21.53999103,5096
21.55312131,5061
21.5662516,5149
21.57938188,5039
21.59251216,5083
21.60564244,4924
21.61877273,5062
21.63190301,5005
21.64503329,4910
21.65816357,5183
21.67129386,5122
21.68442414,5031
21.69755442,5037
21.7106847,5023
21.72381499,5038
21.73694527,4958
21.75007555,5138
21.76320584,5049
21.77633612,5056
21.7894664,5037
21.80259668,4830
21.81572697,4965
21.82885725,5061
21.84198753,5057
21.85511781,5078
21.8682481,5061
21.88137838,4943
21.89450866,5027
21.90763894,5078
21.92076923,5020
21.93389951,5016
21.94702979,4931
21.96016008,4970
21.97329036,5060
21.98642064,5151
21.99955092,4825
22.01268121,4992
22.02581149,4955
22.03894177,4958
22.05207205,5002
22.06520234,5210
22.07833262,4890
22.0914629,4884
22.10459318,4900
22.11772347,4969
22.13085375,4996
22.14398403,5014
22.15711432,4861
22.1702446,5037
22.18337488,4932
22.19650516,5009
22.20963545,5124
22.22276573,4912
22.23589601,4880
22.24902629,5013
22.26215658,4879
22.27528686,5059
22.28841714,5052
22.30154743,4813
22.31467771,4947
22.32780799,4993
22.34093827,4952
22.35406856,4983
22.36719884,5061
22.38032912,4980
22.3934594,5135
22.40658969,4972
22.41971997,5043
22.43285025,5074
22.44598053,5077
22.45911082,4872
22.4722411,4860
22.48537138,5020
22.49850167,4924
22.51163195,4976
22.52476223,4972
22.53789251,4988
22.5510228,4878
22.56415308,4910
22.57728336,5083
22.59041364,5038
22.60354393,4986
22.61667421,4906
22.62980449,4842
22.64293477,4984
22.65606506,4971
22.66919534,4878
22.68232562,4996
22.69545591,5008
22.70858619,4849
22.72171647,5034
22.73484675,5018
22.74797704,5073
22.76110732,4858
22.7742376,4848
22.78736788,5022
22.80049817,4864
22.81362845,5004
22.82675873,4810
22.83988901,4934
22.8530193,4844
22.86614958,4980
22.87927986,4894
22.89241015,4933
22.90554043,4846
22.91867071,4855
22.93180099,4946
22.94493128,4986
22.95806156,4904
22.97119184,4982
22.98432212,5012
22.99745241,4856
23.01058269,4882
23.02371297,4984
23.03684325,4825
23.04997354,4888
23.06310382,4964
23.0762341,4838
23.08936439,4846
23.10249467,4901
23.11562495,4885
23.12875523,5100
23.14188552,4923
23.1550158,4845
23.16814608,5021
23.18127636,4875
23.19440665,4956
23.20753693,4907
23.22066721,4970
23.2337975,4877
23.24692778,4952
23.26005806,5086
23.27318834,4945
23.28631863,4988
23.29944891,4891
23.31257919,4825
23.32570947,4959
23.33883976,4937
23.35197004,4849
23.36510032,4950
23.3782306,4719
23.39136089,4882
23.40449117,4931
23.41762145,4802
23.43075174,4970
23.44388202,4838
23.4570123,4885
23.47014258,4844
23.48327287,4855
23.49640315,4939
23.50953343,4933
23.52266371,4923
23.535794,4903
23.54892428,4947
23.56205456,4797
23.57518484,4779
23.58831513,4931
23.60144541,4825
23.61457569,4893
23.62770598,4909
23.64083626,4852
23.65396654,4923
23.66709682,5030
23.68022711,4867
23.69335739,4887
23.70648767,4771
23.71961795,4803
23.73274824,4840
23.74587852,4916
23.7590088,4889
23.77213908,4812
23.78526937,4824
23.79839965,4845
23.81152993,4866
23.82466022,4885
23.8377905,4898
23.85092078,4861
23.86405106,4955
23.87718135,4821
23.89031163,4741
23.90344191,4899
23.91657219,4785
23.92970248,4932
23.94283276,4881
23.95596304,4912
23.96909333,4870
23.98222361,4883
23.99535389,4814
24.00848417,4895
24.02161446,4939
24.03474474,4905
24.04787502,4791
24.0610053,4971
24.07413559,4672
24.08726587,4903
24.10039615,4831
24.11352643,4846
24.12665672,4845
24.139787,4883
24.15291728,4975
24.16604757,4969
24.17917785,4873
24.19230813,4773
24.20543841,4857
24.2185687,4797
24.23169898,4828
24.24482926,4873
24.25795954,4713
24.27108983,4930
24.28422011,4900
24.29735039,4885
24.31048067,4811
24.32361096,4873
24.33674124,4682
24.34987152,4702
24.36300181,4870
24.37613209,4925
24.38926237,4896
24.40239265,4773
24.41552294,4778
24.42865322,4824
24.4417835,4909
24.45491378,4822
24.46804407,4749
24.48117435,4879
24.49430463,4767
24.50743491,4813
24.5205652,4777
24.53369548,4870
24.54682576,4784
24.55995605,4901
24.57308633,4998
24.58621661,4871
24.59934689,4778
24.61247718,4759
24.62560746,4833
24.63873774,4763
24.65186802,4939
24.66499831,4694
24.67812859,4762
24.69125887,4704
24.70438915,4866
24.71751944,4832
24.73064972,4804
24.74378,4832
24.75691029,4843
24.77004057,4749
24.78317085,4815
24.79630113,4829
24.80943142,4796
24.8225617,4787
24.83569198,4949
24.84882226,4856
24.86195255,4786
24.87508283,4877
24.88821311,4746
24.9013434,4843
24.91447368,4823
24.92760396,4946
24.94073424,4672
24.95386453,4711
24.96699481,4769
24.98012509,4672
24.99325537,4841
25.00638566,4834
25.01951594,4809
25.03264622,4721
25.0457765,4791
25.05890679,4702
25.07203707,4768
25.08516735,4760
25.09829764,4730
25.11142792,4728
25.1245582,4821
25.13768848,4651
25.15081877,4726
25.16394905,4626
25.17707933,4737
25.19020961,4805
25.2033399,4719
25.21647018,4738
25.22960046,4672
25.24273074,4844
25.25586103,4710
25.26899131,4772
25.28212159,4816
25.29525188,4704
25.30838216,4827
25.32151244,4701
25.33464272,4796
25.34777301,4827
25.36090329,4800
25.37403357,4837
25.38716385,4730
