-12.1275,810862
-12.0795,810885
-12.0315,810204
-11.9836,811498
-11.9356,812550
-11.8876,812661
-11.8397,812599
-11.7917,812160
-11.7437,813081
-11.6958,813303
-11.6478,812167
-11.5998,811358
-11.5519,812121
-11.5039,812021
-11.4559,811437
-11.408,811535
-11.36,811343
-11.312,812055
-11.264,812583
-11.2161,812269
-11.1681,812362
-11.1201,812855
-11.0722,812371
-11.0242,812253
-10.9762,811705
-10.9283,812536
-10.8803,812880
-10.8323,812777
-10.7844,812920
-10.7364,812525
-10.6884,811854
-10.6405,812229
-10.5925,811238
-10.5445,811927
-10.4966,811450
-10.4486,811437
-10.4006,812284
-10.3526,812514
-10.3047,813012
-10.2567,812569
-10.2087,812175
-10.1608,811328
-10.1128,812430
-10.0648,812805
-10.0169,812114
-9.9689,811306
-9.92093,811461
-9.87296,811982
-9.82499,812488
-9.77703,812005
-9.72906,812049
-9.68109,811826
-9.63312,811851
-9.58515,812563
-9.53718,812190
-9.48921,811005
-9.44125,812538
-9.39328,812970
-9.34531,811963
-9.29734,812273
-9.24937,811781
-9.2014,811559
-9.15343,811901
-9.10547,812091
-9.0575,811517
-9.00953,811943
-8.96156,811191
-8.91359,812493
-8.86562,812677
-8.81766,811699
-8.76969,812767
-8.72172,811872
-8.67375,810716
-8.62578,809837
-8.57781,810434
-8.52985,811159
-8.48188,811318
-8.43391,811408
-8.38594,811109
-8.33797,811608
-8.29,810267
-8.24203,810983
-8.19407,811607
-8.1461,810570
-8.09813,811006
-8.05016,811201
-8.00219,810459
-7.95422,810202
-7.90626,810481
-7.85829,811164
-7.81032,811319
-7.76235,811212
-7.71438,810421
-7.66641,809569
-7.61844,810494
-7.57048,811681
-7.52251,812421
-7.47454,810550
-7.42657,810422
-7.3786,810695
-7.33063,811007
-7.28267,810969
-7.2347,811179
-7.18673,811822
-7.13876,811163
-7.09079,812024
-7.04282,811337
-6.99485,810342
-6.94689,809921
-6.89892,811175
-6.85095,811987
-6.80298,811638
-6.75501,812562
-6.70704,811659
-6.65908,813120
-6.61111,812557
-6.56314,811492
-6.51517,812978
-6.4672,812713
-6.41923,810937
-6.37126,811142
-6.3233,810889
-6.27533,810043
-6.22736,811339
-6.17939,811992
-6.13142,811563
-6.08345,811526
-6.03549,811514
-5.98752,811976
-5.93955,811913
-5.89158,811754
-5.84361,811268
-5.79564,811489
-5.74767,811206
-5.69971,811196
