-12.1275,1007730
-12.0795,1006800
-12.0315,1007820
-11.9836,1008560
-11.9356,1006900
-11.8876,1006890
-11.8397,1006860
-11.7917,1007490
-11.7437,1006450
-11.6958,1006100
-11.6478,1007300
-11.5998,1007000
-11.5519,1007570
-11.5039,1006170
-11.4559,1006540
-11.408,1006590
-11.36,1006340
-11.312,1006760
-11.264,1007790
-11.2161,1006450
-11.1681,1006030
-11.1201,1007090
-11.0722,1007680
-11.0242,1007530
-10.9762,1007560
-10.9283,1006770
-10.8803,1007100
-10.8323,1007260
-10.7844,1006500
-10.7364,1006710
-10.6884,1007760
-10.6405,1007670
-10.5925,1006200
-10.5445,1006290
-10.4966,1007530
-10.4486,1008150
-10.4006,1007600
-10.3526,1007160
-10.3047,1006460
-10.2567,1006580
-10.2087,1006810
-10.1608,1007140
-10.1128,1006870
-10.0648,1005490
-10.0169,1006800
-9.9689,1006560
-9.92093,1006800
-9.87296,1006590
-9.82499,1006660
-9.77703,1006580
-9.72906,1007060
-9.68109,1008950
-9.63312,1008430
-9.58515,1007000
-9.53718,1007520
-9.48921,1007520
-9.44125,1006210
-9.39328,1006570
-9.34531,1007130
-9.29734,1008560
-9.24937,1007250
-9.2014,1006500
-9.15343,1006820
-9.10547,1006980
-9.0575,1005930
-9.00953,1005220
-8.96156,1006600
-8.91359,1006180
-8.86562,1005670
-8.81766,1006120
-8.76969,1006210
-8.72172,1006360
-8.67375,1004800
-8.62578,1004940
-8.57781,1005780
-8.52985,1004590
-8.48188,1004310
-8.43391,1004420
-8.38594,1003020
-8.33797,1003120
-8.29,1003740
-8.24203,1004720
-8.19407,1004020
-8.1461,1003770
-8.09813,1004120
-8.05016,1002930
-8.00219,1001730
-7.95422,1002440
-7.90626,1003820
-7.85829,1005220
-7.81032,1004060
-7.76235,1003920
-7.71438,1004340
-7.66641,1004470
-7.61844,1004710
-7.57048,1003810
-7.52251,1004190
-7.47454,1004120
-7.42657,1004740
-7.3786,1004510
-7.33063,1005450
-7.28267,1006560
-7.2347,1005850
-7.18673,1004670
-7.13876,1003780
-7.09079,1003230
-7.04282,1004430
-6.99485,1004400
-6.94689,1003750
-6.89892,1005070
-6.85095,1006510
-6.80298,1006370
-6.75501,1006040
-6.70704,1005590
-6.65908,1006010
-6.61111,1006200
-6.56314,1006330
-6.51517,1006970
-6.4672,1006810
-6.41923,1006080
-6.37126,1006370
-6.3233,1006370
-6.27533,1006280
-6.22736,1005680
-6.17939,1007080
-6.13142,1005560
-6.08345,1005800
-6.03549,1006680
-5.98752,1004980
-5.93955,1004800
-5.89158,1004620
-5.84361,1005460
-5.79564,1006410
-5.74767,1006230
-5.69971,1005850
-5.65174,1006170
-5.60377,1005940
-5.5558,1006430
-5.50783,1006190
-5.45986,1006080
-5.4119,1006160
-5.36393,1005590
-5.31596,1005580
-5.26799,1005540
-5.22002,1005140
-5.17205,1004270
-5.12408,1004670
-5.07612,1004700
-5.02815,1005530
-4.98018,1005410
-4.93221,1002490
-4.88424,1003360
-4.83627,1003820
-4.78831,1003750
-4.74034,1004470
-4.69237,1003550
-4.6444,1004560
-4.59643,1004220
-4.54846,1002370
-4.50049,1002310
-4.45253,1003990
-4.40456,1002440
-4.35659,1001660
-4.30862,1002970
-4.26065,1003510
-4.21268,1004400
-4.16472,1004830
-4.11675,1002660
