20.006465140 72.0
20.019595423 60.0
20.032725705 80.0
20.045855988 73.0
20.058986271 54.0
20.072116553 92.0
20.085246836 63.0
20.098377119 84.0
20.111507401 70.0
20.124637684 63.0
20.137767967 73.0
20.150898249 70.0
20.164028532 85.0
20.177158815 69.0
20.190289097 77.0
20.203419380 76.0
20.216549663 71.0
20.229679946 71.0
20.242810228 76.0
20.255940511 75.0
20.269070794 70.0
20.282201076 69.0
20.295331359 79.0
20.308461642 63.0
20.321591924 80.0
20.334722207 75.0
20.347852490 77.0
20.360982772 79.0
20.374113055 74.0
20.387243338 71.0
20.400373620 76.0
20.413503903 79.0
20.426634186 55.0
20.439764468 62.0
20.452894751 69.0
20.466025034 56.0
20.479155316 74.0
20.492285599 67.0
20.505415882 65.0
20.518546164 67.0
20.531676447 70.0
20.544806730 67.0
20.557937012 77.0
20.571067295 67.0
20.584197578 62.0
20.597327860 80.0
20.610458143 72.0
20.623588426 75.0
20.636718708 84.0
20.649848991 75.0
20.662979274 71.0
20.676109557 77.0
20.689239839 58.0
20.702370122 65.0
20.715500405 74.0
20.728630687 65.0
20.741760970 70.0
20.754891253 72.0
20.768021535 79.0
20.781151818 70.0
20.794282101 74.0
20.807412383 59.0
20.820542666 61.0
20.833672949 66.0
20.846803231 78.0
20.859933514 74.0
20.873063797 66.0
20.886194079 81.0
20.899324362 84.0
20.912454645 86.0
20.925584927 72.0
20.938715210 80.0
20.951845493 71.0
20.964975775 61.0
20.978106058 68.0
20.991236341 65.0
21.004366623 60.0
21.017496906 74.0
21.030627189 71.0
21.043757471 70.0
21.056887754 73.0
21.070018037 60.0
21.083148319 61.0
21.096278602 76.0
21.109408885 55.0
21.122539168 75.0
21.135669450 69.0
21.148799733 71.0
21.161930016 63.0
21.175060298 69.0
21.188190581 70.0
21.201320864 80.0
21.214451146 79.0
21.227581429 49.0
21.240711712 68.0
21.253841994 71.0
21.266972277 62.0
21.280102560 75.0
21.293232842 61.0
21.306363125 70.0
21.319493408 79.0
21.332623690 64.0
21.345753973 55.0
21.358884256 70.0
21.372014538 61.0
21.385144821 61.0
21.398275104 86.0
21.411405386 68.0
21.424535669 58.0
21.437665952 76.0
21.450796234 62.0
21.463926517 54.0
21.477056800 66.0
21.490187082 56.0
21.503317365 75.0
21.516447648 74.0
21.529577930 56.0
21.542708213 80.0
21.555838496 69.0
21.568968779 71.0
21.582099061 67.0
21.595229344 63.0
21.608359627 63.0
21.621489909 61.0
21.634620192 76.0
21.647750475 87.0
21.660880757 74.0
21.674011040 65.0
21.687141323 72.0
21.700271605 80.0
21.713401888 63.0
21.726532171 54.0
21.739662453 68.0
21.752792736 68.0
21.765923019 53.0
21.779053301 64.0
21.792183584 69.0
21.805313867 69.0
21.818444149 43.0
21.831574432 65.0
21.844704715 69.0
21.857834997 63.0
21.870965280 63.0
21.884095563 67.0
21.897225845 52.0
21.910356128 70.0
21.923486411 54.0
21.936616693 57.0
21.949746976 60.0
21.962877259 76.0
21.976007541 66.0
21.989137824 69.0
22.002268107 60.0
22.015398390 46.0
22.028528672 56.0
22.041658955 81.0
22.054789238 62.0
22.067919520 54.0
22.081049803 56.0
22.094180086 61.0
22.107310368 60.0
22.120440651 80.0
22.133570934 68.0
22.146701216 60.0
22.159831499 66.0
22.172961782 59.0
22.186092064 66.0
22.199222347 64.0
22.212352630 56.0
22.225482912 78.0
22.238613195 62.0
22.251743478 58.0
22.264873760 60.0
22.278004043 59.0
22.291134326 62.0
22.304264608 61.0
22.317394891 76.0
22.330525174 57.0
22.343655456 75.0
22.356785739 62.0
22.369916022 62.0
22.383046304 73.0
22.396176587 63.0
22.409306870 79.0
22.422437153 71.0
22.435567435 60.0
22.448697718 56.0
22.461828001 69.0
22.474958283 67.0
22.488088566 58.0
22.501218849 79.0
22.514349131 68.0
22.527479414 67.0
22.540609697 65.0
22.553739979 54.0
22.566870262 60.0
22.580000545 80.0
22.593130827 72.0
22.606261110 61.0
22.619391393 56.0
22.632521675 68.0
22.645651958 67.0
22.658782241 47.0
22.671912523 70.0
22.685042806 81.0
22.698173089 67.0
22.711303371 55.0
22.724433654 54.0
22.737563937 78.0
22.750694219 73.0
22.763824502 58.0
22.776954785 57.0
22.790085067 69.0
22.803215350 72.0
22.816345633 66.0
22.829475915 42.0
22.842606198 55.0
22.855736481 69.0
22.868866764 67.0
22.881997046 67.0
22.895127329 53.0
22.908257612 80.0
22.921387894 63.0
22.934518177 65.0
22.947648460 64.0
22.960778742 54.0
22.973909025 61.0
22.987039308 88.0
23.000169590 74.0
23.013299873 58.0
23.026430156 61.0
23.039560438 65.0
23.052690721 65.0
23.065821004 67.0
23.078951286 73.0
23.092081569 74.0
23.105211852 65.0
23.118342134 64.0
23.131472417 60.0
23.144602700 56.0
23.157732982 63.0
23.170863265 70.0
23.183993548 62.0
23.197123830 58.0
23.210254113 59.0
23.223384396 75.0
23.236514678 50.0
23.249644961 71.0
23.262775244 62.0
23.275905526 52.0
23.289035809 71.0
23.302166092 67.0
23.315296375 66.0
23.328426657 75.0
23.341556940 67.0
23.354687223 60.0
23.367817505 70.0
23.380947788 78.0
23.394078071 55.0
23.407208353 61.0
23.420338636 63.0
23.433468919 62.0
23.446599201 75.0
23.459729484 60.0
23.472859767 71.0
23.485990049 72.0
23.499120332 54.0
23.512250615 67.0
23.525380897 62.0
23.538511180 61.0
23.551641463 62.0
23.564771745 62.0
23.577902028 53.0
23.591032311 70.0
23.604162593 83.0
23.617292876 58.0
23.630423159 58.0
23.643553441 55.0
23.656683724 65.0
23.669814007 48.0
23.682944289 68.0
23.696074572 69.0
23.709204855 60.0
23.722335137 73.0
23.735465420 58.0
23.748595703 55.0
23.761725986 58.0
23.774856268 43.0
23.787986551 58.0
23.801116834 67.0
23.814247116 51.0
23.827377399 63.0
23.840507682 74.0
23.853637964 52.0
23.866768247 55.0
23.879898530 55.0
23.893028812 57.0
23.906159095 61.0
23.919289378 53.0
23.932419660 50.0
23.945549943 58.0
23.958680226 67.0
23.971810508 51.0
23.984940791 67.0
23.998071074 57.0
24.011201356 65.0
24.024331639 63.0
24.037461922 62.0
24.050592204 47.0
24.063722487 51.0
24.076852770 62.0
24.089983052 64.0
24.103113335 59.0
24.116243618 59.0
24.129373900 56.0
24.142504183 64.0
24.155634466 72.0
24.168764748 61.0
24.181895031 46.0
