5.186719e+001,1.877699e+003
5.283142e+001,1.856230e+003
5.379565e+001,1.834960e+003
5.475989e+001,1.813262e+003
5.572412e+001,1.792546e+003
5.668835e+001,1.770390e+003
5.765259e+001,1.747150e+003
5.861682e+001,1.722443e+003
5.958105e+001,1.695924e+003
6.054529e+001,1.670276e+003
6.150952e+001,1.645560e+003
6.247375e+001,1.621227e+003
6.343799e+001,1.596944e+003
6.440222e+001,1.572541e+003
6.536646e+001,1.549307e+003
6.633069e+001,1.529361e+003
6.729492e+001,1.513106e+003
6.825916e+001,1.500085e+003
6.922339e+001,1.487188e+003
7.018762e+001,1.474312e+003
7.115186e+001,1.461664e+003
7.211609e+001,1.448869e+003
7.308032e+001,1.435259e+003
7.404456e+001,1.422536e+003
7.500879e+001,1.410310e+003
7.597302e+001,1.398484e+003
7.693726e+001,1.387298e+003
7.790149e+001,1.377381e+003
7.886572e+001,1.366462e+003
7.982996e+001,1.353181e+003
8.079419e+001,1.338664e+003
8.175842e+001,1.324234e+003
8.272266e+001,1.311555e+003
8.368689e+001,1.299871e+003
8.465112e+001,1.287719e+003
8.561536e+001,1.275030e+003
8.657959e+001,1.262449e+003
8.754382e+001,1.254185e+003
8.850806e+001,1.250685e+003
8.947229e+001,1.247703e+003
9.043652e+001,1.243363e+003
9.140076e+001,1.237031e+003
9.236499e+001,1.229682e+003
9.332922e+001,1.220638e+003
9.429346e+001,1.211356e+003
9.525769e+001,1.203005e+003
9.622192e+001,1.196525e+003
9.718616e+001,1.191354e+003
9.815038e+001,1.187177e+003
9.911462e+001,1.183604e+003
1.000788e+002,1.180248e+003
1.010431e+002,1.176787e+003
1.020073e+002,1.173044e+003
1.029715e+002,1.169211e+003
1.039358e+002,1.165260e+003
1.049000e+002,1.161038e+003
1.058643e+002,1.154996e+003
1.068285e+002,1.147427e+003
1.077927e+002,1.139262e+003
1.087570e+002,1.130783e+003
1.097212e+002,1.121679e+003
1.106854e+002,1.114131e+003
1.116497e+002,1.108191e+003
1.126139e+002,1.103260e+003
1.135781e+002,1.098951e+003
1.145424e+002,1.095752e+003
1.155066e+002,1.092841e+003
1.164708e+002,1.090032e+003
1.174351e+002,1.086663e+003
1.183993e+002,1.081870e+003
1.193635e+002,1.073593e+003
1.203278e+002,1.065635e+003
1.212920e+002,1.059729e+003
1.222562e+002,1.056119e+003
1.232205e+002,1.054322e+003
1.241847e+002,1.054825e+003
1.251489e+002,1.056922e+003
1.261132e+002,1.058497e+003
1.270774e+002,1.058356e+003
1.280416e+002,1.055962e+003
1.290059e+002,1.056818e+003
1.299701e+002,1.059255e+003
1.309343e+002,1.062962e+003
1.318986e+002,1.068223e+003
1.328628e+002,1.077068e+003
1.338270e+002,1.085424e+003
1.347913e+002,1.093792e+003
1.357555e+002,1.101563e+003
1.367197e+002,1.108099e+003
1.376840e+002,1.112667e+003
1.386482e+002,1.115766e+003
1.396124e+002,1.116865e+003
1.405767e+002,1.116253e+003
1.415409e+002,1.114687e+003
1.425051e+002,1.114088e+003
1.434694e+002,1.114458e+003
1.444336e+002,1.115373e+003
1.453978e+002,1.116609e+003
1.463620e+002,1.117966e+003
1.473263e+002,1.117092e+003
1.482905e+002,1.113521e+003
1.492547e+002,1.110135e+003
