2009	12108.35486
2010	12210.91703
2011	12306.75515
2012	12396.18027
2013	12479.5087
2014	12557.05826
2015	12629.14506
2016	12696.08086
2017	12758.1708
2018	12815.7116
2019	12868.99016
2020	12918.28242
2021	12963.85264
2022	13005.95281
2023	13044.82239
2024	13080.68817
2025	13113.76433
2026	13144.25258
2027	13172.34242
2028	13198.21152
2029	13222.02614
2030	13243.94153
2031	13264.10246
2032	13282.64373
2033	13299.69068
2034	13315.35969
2035	13329.75872
2036	13342.98784
2037	13355.13965
2038	13366.29983
2039	13376.54758
2040	13385.95603
2041	13394.59269
2042	13402.51983
2043	13409.79487
2044	13416.47072
2045	13422.59611
2046	13428.21591
2047	13433.37141
2048	13438.1006
2049	13442.43841
2050	13446.41699
2051	13450.06586
2052	13453.41215
2053	13456.48081
2054	13459.29474
2055	13461.87496
2056	13464.24081
2057	13466.41001
2058	13468.39884
2059	13470.22225
2060	13471.89395
2061	13473.42652
2062	13474.83151
2063	13476.11951
2064	13477.30024
2065	13478.38262
2066	13479.37482
2067	13480.28434
2068	13481.11806
2069	13481.88228
2070	13482.5828
2071	13483.22491
2072	13483.81348
2073	13484.35298
2074	13484.84747
2075	13485.30073
2076	13485.71617
2077	13486.09697
2078	13486.44599
2079	13486.7659
2080	13487.05912
2081	13487.32787
2082	13487.5742
2083	13487.79997
2084	13488.00691
2085	13488.19657
2086	13488.37041
2087	13488.52974
2088	13488.67577
2089	13488.80962
2090	13488.93229
2091	13489.04473
2092	13489.14778
2093	13489.24223
2094	13489.3288
2095	13489.40814
2096	13489.48086
2097	13489.54751
2098	13489.60859
2099	13489.66458
2100	13489.7159
2101	13489.76293
2102	13489.80603
2103	13489.84554
2104	13489.88175
2105	13489.91493
2106	13489.94535
2107	13489.97323
2108	13489.99878
